org.joda.time.IllegalFieldValueException:314	6.0 0.0 0.8660254037844387
org.joda.time.base.AbstractPartial:160	2.0 120.0 0.06401843996644799
org.joda.time.format.DateTimeFormatter:533	2.0 120.0 0.06401843996644799
org.joda.time.format.DateTimeFormatter:534	2.0 120.0 0.06401843996644799
org.joda.time.format.DateTimeFormatter:537	2.0 120.0 0.06401843996644799
org.joda.time.format.DateTimeFormatter:538	2.0 120.0 0.06401843996644799
org.joda.time.base.BaseDateTime:256	8.0 1953.0 0.06387136486221795
org.joda.time.base.BaseDateTime:257	8.0 1953.0 0.06387136486221795
org.joda.time.field.PreciseDateTimeField:131	8.0 1960.0 0.06375767130633382
org.joda.time.base.BaseDateTime:252	8.0 1961.0 0.06374147888161394
org.joda.time.base.BaseDateTime:253	8.0 1961.0 0.06374147888161394
org.joda.time.base.BaseDateTime:254	8.0 1961.0 0.06374147888161394
org.joda.time.chrono.BasicChronology:448	8.0 1965.0 0.06367683233467576
org.joda.time.chrono.BasicChronology:449	8.0 1965.0 0.06367683233467576
org.joda.time.chrono.BasicChronology:450	8.0 1965.0 0.06367683233467576
org.joda.time.chrono.BasicDayOfMonthDateTimeField:47	8.0 1975.0 0.0635160725923703
org.joda.time.field.FieldUtils:222	8.0 1980.0 0.06343614796955512
org.joda.time.field.FieldUtils:217	8.0 1981.0 0.06342019922059922
org.joda.time.chrono.BasicYearDateTimeField:54	8.0 1983.0 0.06338833777713108
org.joda.time.chrono.BasicGJChronology:142	8.0 1989.0 0.06329304079849758
org.joda.time.chrono.BasicChronology:468	8.0 1990.0 0.06327719971683327
org.joda.time.chrono.BasicChronology:469	8.0 1990.0 0.06327719971683327
org.joda.time.chrono.BasicChronology:470	8.0 1990.0 0.06327719971683327
org.joda.time.chrono.BasicGJChronology:88	8.0 2007.0 0.06300970818105758
org.joda.time.chrono.BasicGJChronology:93	8.0 2007.0 0.06300970818105758
org.joda.time.field.PreciseDateTimeField:79	8.0 2017.0 0.0628539361054709
org.joda.time.chrono.BasicChronology:605	8.0 2019.0 0.0628229200976087
org.joda.time.chrono.BasicChronology:606	8.0 2019.0 0.0628229200976087
org.joda.time.chrono.BasicChronology:603	8.0 2021.0 0.06279194996011034
org.joda.time.chrono.BasicChronology:604	8.0 2021.0 0.06279194996011034
org.joda.time.chrono.BasicChronology:682	8.0 2021.0 0.06279194996011034
org.joda.time.field.FieldUtils:240	8.0 2021.0 0.06279194996011034
org.joda.time.field.FieldUtils:235	8.0 2022.0 0.06277648205743445
org.joda.time.chrono.GregorianChronology:233	8.0 2023.0 0.06276102558002242
org.joda.time.chrono.GregorianChronology:241	8.0 2023.0 0.06276102558002242
org.joda.time.chrono.BasicGJChronology:120	8.0 2030.0 0.06265314896766386
org.joda.time.chrono.BasicChronology:399	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicChronology:400	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicChronology:401	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicChronology:404	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicChronology:406	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicChronology:407	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicChronology:409	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicChronology:411	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicChronology:428	8.0 2035.0 0.06257643392852427
org.joda.time.chrono.BasicGJChronology:139	8.0 2056.0 0.062257280636469035
org.joda.time.chrono.ISOChronology:77	8.0 2063.0 0.062151976473989706
org.joda.time.chrono.GregorianChronology:221	8.0 2064.0 0.062136976600120006
org.joda.time.chrono.GregorianChronology:202	8.0 2076.0 0.06195782108087897
org.joda.time.chrono.GregorianChronology:203	8.0 2076.0 0.06195782108087897
org.joda.time.chrono.GregorianChronology:211	8.0 2076.0 0.06195782108087897
org.joda.time.chrono.GregorianChronology:212	8.0 2076.0 0.06195782108087897
org.joda.time.chrono.GregorianChronology:217	8.0 2076.0 0.06195782108087897
org.joda.time.chrono.GregorianChronology:197	8.0 2117.0 0.06135719910778964
org.joda.time.base.BaseDateTime:284	8.0 2218.0 0.05994906493301807
org.joda.time.chrono.BasicChronology:385	8.0 2250.0 0.05952275506257376
org.joda.time.chrono.BasicChronology:386	8.0 2250.0 0.05952275506257376
org.joda.time.chrono.BasicChronology:387	8.0 2250.0 0.05952275506257376
org.joda.time.base.BaseDateTime:270	8.0 2271.0 0.059247882157501534
org.joda.time.base.AbstractDateTime:51	8.0 2280.0 0.05913123959890826
org.joda.time.base.AbstractDateTime:52	8.0 2280.0 0.05913123959890826
org.joda.time.chrono.BasicChronology:360	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:738	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:739	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:740	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:741	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:743	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:770	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:771	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:772	8.0 2314.0 0.05869672708837492
org.joda.time.chrono.BasicChronology:773	8.0 2314.0 0.05869672708837492
org.joda.time.base.AbstractInstant:61	8.0 2378.0 0.057904161070144324
org.joda.time.base.AbstractInstant:62	8.0 2378.0 0.057904161070144324
org.joda.time.DateTimeFieldType:475	2.0 152.0 0.05698028822981897
org.joda.time.base.AbstractPartial:150	2.0 158.0 0.05590169943749474
org.joda.time.DateTimeUtils:255	8.0 2727.0 0.054083691662451465
org.joda.time.DateTimeUtils:82	8.0 2764.0 0.05372153093502535
org.joda.time.DateTimeUtils:83	8.0 2764.0 0.05372153093502535
org.joda.time.DateTimeUtils:84	8.0 2764.0 0.05372153093502535
org.joda.time.DateTimeUtils:414	8.0 2764.0 0.05372153093502535
org.joda.time.DateTimeUtils:415	8.0 2764.0 0.05372153093502535
org.joda.time.DateTimeUtils:416	8.0 2764.0 0.05372153093502535
org.joda.time.DateTimeUtils:68	8.0 2766.0 0.05370216135410547
org.joda.time.DateTimeUtils:69	8.0 2766.0 0.05370216135410547
org.joda.time.DateTimeUtils:70	8.0 2766.0 0.05370216135410547
org.joda.time.DateTimeUtils:129	8.0 2766.0 0.05370216135410547
org.joda.time.DateTimeUtils:130	8.0 2766.0 0.05370216135410547
org.joda.time.DateTimeUtils:133	8.0 2766.0 0.05370216135410547
org.joda.time.base.AbstractPartial:191	2.0 176.0 0.052999894000318
org.joda.time.chrono.GJEraDateTimeField:127	8.0 2855.0 0.05286087156798495
org.joda.time.chrono.GJEraDateTimeField:131	8.0 2855.0 0.05286087156798495
org.joda.time.DateTimeZone:174	8.0 2925.0 0.052226264272394435
org.joda.time.DateTimeZone:175	8.0 2925.0 0.052226264272394435
org.joda.time.DateTimeZone:181	8.0 2925.0 0.052226264272394435
org.joda.time.DateTimeZone:182	8.0 2925.0 0.052226264272394435
org.joda.time.DateTimeZone:183	8.0 2925.0 0.052226264272394435
org.joda.time.DateTimeZone:184	8.0 2925.0 0.052226264272394435
org.joda.time.chrono.ISOChronology:133	8.0 2930.0 0.052181805028554934
org.joda.time.base.AbstractPartial:172	2.0 184.0 0.05184758473652126
org.joda.time.base.AbstractPartial:187	2.0 184.0 0.05184758473652126
org.joda.time.base.AbstractPartial:188	2.0 184.0 0.05184758473652126
org.joda.time.chrono.AssembledChronology:315	8.0 2986.0 0.05169149531637436
org.joda.time.DateTimeUtils:252	8.0 3078.0 0.0509151505933956
org.joda.time.chrono.BasicMonthOfYearDateTimeField:329	8.0 3095.0 0.05077548795676733
org.joda.time.chrono.BasicWeekyearDateTimeField:220	8.0 3095.0 0.05077548795676733
org.joda.time.chrono.BasicYearDateTimeField:111	8.0 3095.0 0.05077548795676733
org.joda.time.field.ScaledDurationField:147	8.0 3095.0 0.05077548795676733
org.joda.time.field.ScaledDurationField:148	8.0 3095.0 0.05077548795676733
org.joda.time.field.ScaledDurationField:149	8.0 3095.0 0.05077548795676733
org.joda.time.field.ScaledDurationField:150	8.0 3095.0 0.05077548795676733
org.joda.time.field.ScaledDurationField:151	8.0 3095.0 0.05077548795676733
org.joda.time.field.MillisDurationField:155	8.0 3095.0 0.05077548795676733
org.joda.time.field.PreciseDurationField:142	8.0 3095.0 0.05077548795676733
org.joda.time.field.PreciseDurationField:143	8.0 3095.0 0.05077548795676733
org.joda.time.field.PreciseDurationField:144	8.0 3095.0 0.05077548795676733
org.joda.time.field.PreciseDurationField:145	8.0 3095.0 0.05077548795676733
org.joda.time.field.ZeroIsMaxDateTimeField:101	8.0 3095.0 0.05077548795676733
org.joda.time.field.MillisDurationField:49	8.0 3096.0 0.05076730825668096
org.joda.time.field.BaseDateTimeField:726	8.0 3098.0 0.05075096070891959
org.joda.time.chrono.GJDayOfWeekDateTimeField:94	8.0 3101.0 0.050726468970643486
org.joda.time.field.DecoratedDateTimeField:90	8.0 3107.0 0.05067759168069628
org.joda.time.field.RemainderDateTimeField:139	8.0 3107.0 0.05067759168069628
org.joda.time.field.DecoratedDurationField:69	8.0 3109.0 0.050661330620858216
org.joda.time.chrono.BasicWeekyearDateTimeField:208	8.0 3111.0 0.05064508520417602
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:58	8.0 3111.0 0.05064508520417602
org.joda.time.chrono.BasicDayOfYearDateTimeField:56	8.0 3111.0 0.05064508520417602
org.joda.time.field.BaseDurationField:55	8.0 3113.0 0.050628855405584566
org.joda.time.chrono.BasicMonthOfYearDateTimeField:310	8.0 3119.0 0.05058025946854504
org.joda.time.chrono.BasicDayOfMonthDateTimeField:51	8.0 3119.0 0.05058025946854504
org.joda.time.chrono.BasicYearDateTimeField:95	8.0 3123.0 0.05054793981063253
org.joda.time.chrono.ISOChronology:63	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:65	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:66	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:67	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:68	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:122	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:123	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:169	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:171	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:173	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:175	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:178	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOChronology:180	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOYearOfEraDateTimeField:40	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOYearOfEraDateTimeField:46	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOYearOfEraDateTimeField:47	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOYearOfEraDateTimeField:87	8.0 3140.0 0.05041126918647362
org.joda.time.chrono.ISOYearOfEraDateTimeField:91	8.0 3140.0 0.05041126918647362
org.joda.time.field.PreciseDateTimeField:122	8.0 3145.0 0.05037128245123202
org.joda.time.chrono.GregorianChronology:81	8.0 3146.0 0.050363296516587906
org.joda.time.chrono.BasicChronology:146	8.0 3155.0 0.05029159361403269
org.joda.time.chrono.BasicChronology:143	8.0 3162.0 0.05023603593033283
org.joda.time.field.PreciseDurationDateTimeField:141	8.0 3167.0 0.05019646441105268
org.joda.time.chrono.GregorianChronology:45	8.0 3202.0 0.049922057629931786
org.joda.time.chrono.GregorianChronology:68	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:71	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:72	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:100	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:111	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:115	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:116	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:117	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:118	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:119	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:122	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:126	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:127	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:128	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:129	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:135	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:137	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:138	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:148	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:149	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:191	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:192	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:194	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:225	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:229	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.GregorianChronology:237	8.0 3214.0 0.04982900618346239
org.joda.time.chrono.BasicGJChronology:42	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:45	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:53	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:54	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:56	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:57	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:58	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:59	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:61	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:62	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:64	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:66	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:67	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:69	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:75	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicGJChronology:76	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.BasicChronology:691	8.0 3227.0 0.04972878529135136
org.joda.time.chrono.AssembledChronology:321	8.0 3260.0 0.04947706959952934
org.joda.time.chrono.AssembledChronology:372	8.0 3260.0 0.04947706959952934
org.joda.time.chrono.AssembledChronology:156	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:160	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:164	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:168	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:172	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:176	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:180	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:184	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:188	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:192	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:196	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:200	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:204	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:208	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:212	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:216	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:220	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:224	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:228	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:232	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:236	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:240	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:244	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:248	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:252	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:256	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:260	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:264	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:272	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:276	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:280	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:284	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:288	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:292	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:445	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:446	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:448	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:449	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:451	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:452	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:454	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:455	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:457	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:458	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:460	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:461	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:463	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:464	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:466	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:467	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:469	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:470	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:472	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:473	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:475	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:476	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:478	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:485	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:486	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:488	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:489	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:491	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:492	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:494	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:495	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:497	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:498	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:500	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:501	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:503	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:504	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:506	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:507	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:509	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:510	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:512	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:513	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:515	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:516	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:518	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:519	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:521	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:522	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:524	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:525	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:527	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:528	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:530	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:531	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:533	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:534	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:536	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:537	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:539	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:540	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:542	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:543	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:545	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:546	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:548	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:549	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:551	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:552	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:555	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:558	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:562	8.0 3272.0 0.04938647983247948
org.joda.time.field.UnsupportedDurationField:92	8.0 3272.0 0.04938647983247948
org.joda.time.chrono.AssembledChronology:268	8.0 3273.0 0.04937895312667756
org.joda.time.field.UnsupportedDurationField:53	8.0 3273.0 0.04937895312667756
org.joda.time.chrono.BasicMonthOfYearDateTimeField:51	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicMonthOfYearDateTimeField:52	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicMonthOfYearDateTimeField:53	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicMonthOfYearDateTimeField:54	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicMonthOfYearDateTimeField:55	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicDayOfMonthDateTimeField:41	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicDayOfMonthDateTimeField:42	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicDayOfMonthDateTimeField:43	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:50	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:76	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:77	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:79	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:81	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:83	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:85	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:87	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:90	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:93	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:96	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:99	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:102	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:105	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:108	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:111	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:114	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:117	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:120	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:121	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:126	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:131	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:133	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:138	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:139	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:241	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:242	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:243	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:244	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:245	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:246	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:247	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:249	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:250	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:251	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:252	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:253	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:254	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:255	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:256	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:257	8.0 3275.0 0.04936391003322058
org.joda.time.chrono.BasicChronology:258	8.0 3275.0 0.04936391003322058
