org.joda.time.tz.DateTimeZoneBuilder:552	3.0 8.0 0.5222329678670935
org.joda.time.chrono.BasicChronology:280	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:281	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:282	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:283	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:284	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:286	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:288	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:294	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:295	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:296	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:297	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:298	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:750	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicChronology:751	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJDayOfWeekDateTimeField:45	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJDayOfWeekDateTimeField:46	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJDayOfWeekDateTimeField:47	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicDayOfMonthDateTimeField:41	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicDayOfMonthDateTimeField:42	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicDayOfMonthDateTimeField:43	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJEraDateTimeField:46	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJEraDateTimeField:47	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJEraDateTimeField:48	3.0 3203.0 0.030589957130244455
org.joda.time.field.ImpreciseDateTimeField:55	3.0 3203.0 0.030589957130244455
org.joda.time.field.ImpreciseDateTimeField:56	3.0 3203.0 0.030589957130244455
org.joda.time.field.ImpreciseDateTimeField:57	3.0 3203.0 0.030589957130244455
org.joda.time.field.ImpreciseDateTimeField:58	3.0 3203.0 0.030589957130244455
org.joda.time.field.ImpreciseDateTimeField:137	3.0 3203.0 0.030589957130244455
org.joda.time.field.ImpreciseDateTimeField:151	3.0 3203.0 0.030589957130244455
org.joda.time.field.ImpreciseDateTimeField:152	3.0 3203.0 0.030589957130244455
org.joda.time.field.ImpreciseDateTimeField:153	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicWeekyearDateTimeField:44	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicWeekyearDateTimeField:45	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicWeekyearDateTimeField:46	3.0 3203.0 0.030589957130244455
org.joda.time.field.ZeroIsMaxDateTimeField:45	3.0 3203.0 0.030589957130244455
org.joda.time.field.ZeroIsMaxDateTimeField:46	3.0 3203.0 0.030589957130244455
org.joda.time.field.ZeroIsMaxDateTimeField:49	3.0 3203.0 0.030589957130244455
org.joda.time.field.DecoratedDateTimeField:54	3.0 3203.0 0.030589957130244455
org.joda.time.field.DecoratedDateTimeField:55	3.0 3203.0 0.030589957130244455
org.joda.time.field.DecoratedDateTimeField:58	3.0 3203.0 0.030589957130244455
org.joda.time.field.DecoratedDateTimeField:61	3.0 3203.0 0.030589957130244455
org.joda.time.field.DecoratedDateTimeField:62	3.0 3203.0 0.030589957130244455
org.joda.time.field.DecoratedDateTimeField:70	3.0 3203.0 0.030589957130244455
org.joda.time.field.DecoratedDateTimeField:86	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:52	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:54	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:58	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:59	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:62	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:66	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:67	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:76	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:77	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:87	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:88	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:89	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:90	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:148	3.0 3203.0 0.030589957130244455
org.joda.time.field.RemainderDateTimeField:158	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicDayOfYearDateTimeField:41	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicDayOfYearDateTimeField:42	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicDayOfYearDateTimeField:43	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:42	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:43	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:44	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.BaseChronology:660	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJMonthOfYearDateTimeField:37	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJMonthOfYearDateTimeField:38	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJYearOfEraDateTimeField:40	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJYearOfEraDateTimeField:41	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJYearOfEraDateTimeField:42	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJYearOfEraDateTimeField:93	3.0 3203.0 0.030589957130244455
org.joda.time.chrono.GJYearOfEraDateTimeField:97	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:56	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:58	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:62	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:63	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:66	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:70	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:72	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:73	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:75	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:76	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:78	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:79	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:80	3.0 3203.0 0.030589957130244455
org.joda.time.field.DividedDateTimeField:182	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:46	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:47	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:58	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:59	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:73	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:75	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:79	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:81	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:82	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:86	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:87	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:91	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:174	3.0 3203.0 0.030589957130244455
org.joda.time.field.OffsetDateTimeField:183	3.0 3203.0 0.030589957130244455
org.joda.time.DateTimeFieldType:226	3.0 3204.0 0.030585187510330805
org.joda.time.DateTimeFieldType:272	3.0 3204.0 0.030585187510330805
org.joda.time.DateTimeFieldType:326	3.0 3204.0 0.030585187510330805
org.joda.time.field.PreciseDurationField:54	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:49	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:50	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:51	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:55	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:56	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:57	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:59	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:70	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:71	3.0 3204.0 0.030585187510330805
org.joda.time.field.UnsupportedDurationField:72	3.0 3204.0 0.030585187510330805
org.joda.time.DateTimeFieldType:199	3.0 3205.0 0.030580420120774863
org.joda.time.field.MillisDurationField:71	3.0 3205.0 0.030580420120774863
org.joda.time.field.MillisDurationField:80	3.0 3205.0 0.030580420120774863
org.joda.time.field.BaseDurationField:66	3.0 3205.0 0.030580420120774863
org.joda.time.tz.FixedDateTimeZone:102	3.0 3205.0 0.030580420120774863
org.joda.time.field.BaseDateTimeField:69	3.0 3206.0 0.030575654959838924
org.joda.time.field.PreciseDurationField:63	3.0 3208.0 0.030566131316885625
org.joda.time.DateTimeFieldType:190	3.0 3209.0 0.030561372831402304
org.joda.time.field.BaseDateTimeField:58	3.0 3210.0 0.030556616567607043
org.joda.time.field.PreciseDurationDateTimeField:150	3.0 3215.0 0.03053286851352797
org.joda.time.chrono.BaseChronology:54	3.0 3216.0 0.03052812554363318
org.joda.time.chrono.BaseChronology:55	3.0 3216.0 0.03052812554363318
org.joda.time.Chronology:63	3.0 3216.0 0.03052812554363318
org.joda.time.field.MillisDurationField:62	3.0 3222.0 0.030499714066520935
org.joda.time.field.PreciseDurationField:43	3.0 3223.0 0.030494986528080303
org.joda.time.field.PreciseDurationField:44	3.0 3223.0 0.030494986528080303
org.joda.time.field.PreciseDurationField:45	3.0 3223.0 0.030494986528080303
org.joda.time.field.ScaledDurationField:47	3.0 3224.0 0.03049026118730225
org.joda.time.field.ScaledDurationField:48	3.0 3224.0 0.03049026118730225
org.joda.time.field.ScaledDurationField:51	3.0 3224.0 0.03049026118730225
org.joda.time.field.ScaledDurationField:52	3.0 3224.0 0.03049026118730225
org.joda.time.field.DecoratedDurationField:52	3.0 3224.0 0.03049026118730225
org.joda.time.field.DecoratedDurationField:53	3.0 3224.0 0.03049026118730225
org.joda.time.field.DecoratedDurationField:56	3.0 3224.0 0.03049026118730225
org.joda.time.field.DecoratedDurationField:59	3.0 3224.0 0.03049026118730225
org.joda.time.field.DecoratedDurationField:60	3.0 3224.0 0.03049026118730225
org.joda.time.field.PreciseDurationDateTimeField:154	3.0 3236.0 0.030433727897901486
org.joda.time.field.PreciseDateTimeField:57	3.0 3236.0 0.030433727897901486
org.joda.time.field.PreciseDateTimeField:59	3.0 3236.0 0.030433727897901486
org.joda.time.field.PreciseDateTimeField:63	3.0 3236.0 0.030433727897901486
org.joda.time.field.PreciseDateTimeField:64	3.0 3236.0 0.030433727897901486
org.joda.time.field.PreciseDateTimeField:65	3.0 3236.0 0.030433727897901486
org.joda.time.field.PreciseDateTimeField:69	3.0 3236.0 0.030433727897901486
org.joda.time.field.PreciseDateTimeField:70	3.0 3236.0 0.030433727897901486
org.joda.time.field.MillisDurationField:38	3.0 3243.0 0.03040089501552408
org.joda.time.field.MillisDurationField:44	3.0 3243.0 0.03040089501552408
org.joda.time.field.MillisDurationField:45	3.0 3243.0 0.03040089501552408
org.joda.time.field.PreciseDurationDateTimeField:48	3.0 3273.0 0.030261376633440123
org.joda.time.field.PreciseDurationDateTimeField:50	3.0 3273.0 0.030261376633440123
org.joda.time.field.PreciseDurationDateTimeField:54	3.0 3273.0 0.030261376633440123
org.joda.time.field.PreciseDurationDateTimeField:55	3.0 3273.0 0.030261376633440123
org.joda.time.field.PreciseDurationDateTimeField:59	3.0 3273.0 0.030261376633440123
org.joda.time.field.PreciseDurationDateTimeField:60	3.0 3273.0 0.030261376633440123
org.joda.time.DateTimeUtils:35	3.0 3283.0 0.030215295631172027
org.joda.time.DateTimeUtils:37	3.0 3283.0 0.030215295631172027
org.joda.time.DateTimeUtils:393	3.0 3283.0 0.030215295631172027
org.joda.time.DateTimeFieldType:181	3.0 3303.0 0.030123761656438895
org.joda.time.field.BaseDateTimeField:50	3.0 3309.0 0.030096463271442303
org.joda.time.field.BaseDateTimeField:51	3.0 3309.0 0.030096463271442303
org.joda.time.field.BaseDateTimeField:54	3.0 3309.0 0.030096463271442303
org.joda.time.field.BaseDateTimeField:55	3.0 3309.0 0.030096463271442303
org.joda.time.DateTimeField:33	3.0 3310.0 0.030091920751867497
org.joda.time.DateTimeFieldType:72	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:75	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:78	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:81	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:84	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:87	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:90	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:93	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:96	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:99	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:102	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:105	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:109	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:112	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:115	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:118	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:121	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:124	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:127	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:130	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:133	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:136	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:139	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:152	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:153	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:154	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:443	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:444	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:445	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:446	3.0 3312.0 0.03008284187980934
org.joda.time.DateTimeFieldType:447	3.0 3312.0 0.03008284187980934
org.joda.time.DurationFieldType:141	3.0 3312.0 0.03008284187980934
org.joda.time.DurationFieldType:169	3.0 3312.0 0.03008284187980934
org.joda.time.DurationFieldType:205	3.0 3312.0 0.03008284187980934
org.joda.time.DurationFieldType:196	3.0 3313.0 0.030078305524226016
org.joda.time.field.BaseDurationField:47	3.0 3322.0 0.030037570459305534
org.joda.time.field.BaseDurationField:48	3.0 3322.0 0.030037570459305534
org.joda.time.field.BaseDurationField:51	3.0 3322.0 0.030037570459305534
org.joda.time.field.BaseDurationField:52	3.0 3322.0 0.030037570459305534
org.joda.time.DurationField:30	3.0 3342.0 0.029947637411773993
org.joda.time.DurationFieldType:105	3.0 3389.0 0.029739434464430406
org.joda.time.DurationFieldType:178	3.0 3395.0 0.029713166741538618
org.joda.time.DurationFieldType:187	3.0 3398.0 0.029700058954675538
org.joda.time.DurationFieldType:160	3.0 3402.0 0.02968260885977624
org.joda.time.DurationFieldType:132	3.0 3411.0 0.029643458336437608
org.joda.time.DurationFieldType:151	3.0 3415.0 0.029626107759395736
org.joda.time.DurationFieldType:114	3.0 3431.0 0.029557008871705034
org.joda.time.DurationFieldType:123	3.0 3432.0 0.029552706228277086
org.joda.time.tz.DateTimeZoneBuilder:95	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:98	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:110	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:119	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:183	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:184	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:187	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:188	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:192	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:193	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:194	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:195	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:196	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:200	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:201	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:202	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:203	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:204	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:205	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:209	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1166	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1176	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1177	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1178	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1179	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1180	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:482	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:504	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:505	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:509	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:510	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:511	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:512	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:513	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:514	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:515	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1341	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1342	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1343	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1344	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1347	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1348	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1349	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1350	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1351	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1353	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1354	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1355	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1356	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1359	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1360	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1364	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1367	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1370	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1371	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1372	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1375	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1500	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1501	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1502	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1503	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1504	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1505	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:1506	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:740	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:747	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:748	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:749	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:750	3.0 3498.0 0.029272820655593355
org.joda.time.tz.DateTimeZoneBuilder:751	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:39	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:42	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:45	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:48	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:61	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:62	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:68	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:71	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:87	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:88	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:89	3.0 3498.0 0.029272820655593355
org.joda.time.tz.CachedDateTimeZone:90	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:147	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:224	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:226	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:227	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:228	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:229	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:236	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:237	3.0 3498.0 0.029272820655593355
org.joda.time.tz.ZoneInfoProvider:240	3.0 3498.0 0.029272820655593355
org.joda.time.DateTimeZone:204	3.0 3499.0 0.029268640913920646
org.joda.time.DateTimeZone:705	3.0 3548.0 0.02906600147192173
org.joda.time.DateTimeZone:95	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:115	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:116	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:117	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:415	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:416	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:418	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:419	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:423	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:426	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:443	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:446	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:448	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:458	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:460	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:462	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:466	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:469	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:473	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:517	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:518	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:688	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:689	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:692	3.0 3550.0 0.029057819627573304
org.joda.time.DateTimeZone:693	3.0 3550.0 0.029057819627573304
org.joda.time.tz.FixedDateTimeZone:38	3.0 3550.0 0.029057819627573304
org.joda.time.tz.FixedDateTimeZone:39	3.0 3550.0 0.029057819627573304
org.joda.time.tz.FixedDateTimeZone:40	3.0 3550.0 0.029057819627573304
org.joda.time.tz.FixedDateTimeZone:41	3.0 3550.0 0.029057819627573304
org.joda.time.tz.FixedDateTimeZone:42	3.0 3550.0 0.029057819627573304
org.joda.time.tz.FixedDateTimeZone:88	3.0 3550.0 0.029057819627573304
org.joda.time.tz.FixedDateTimeZone:89	3.0 3550.0 0.029057819627573304
org.joda.time.tz.ZoneInfoProvider:82	3.0 3550.0 0.029057819627573304
org.joda.time.tz.ZoneInfoProvider:83	3.0 3550.0 0.029057819627573304
org.joda.time.tz.ZoneInfoProvider:106	3.0 3550.0 0.029057819627573304
org.joda.time.tz.ZoneInfoProvider:107	3.0 3550.0 0.029057819627573304
org.joda.time.tz.ZoneInfoProvider:110	3.0 3550.0 0.029057819627573304
org.joda.time.tz.ZoneInfoProvider:111	3.0 3550.0 0.029057819627573304
org.joda.time.tz.ZoneInfoProvider:114	3.0 3550.0 0.029057819627573304
