org.joda.time.Partial:224	1.0 1.0 0.7071067811865475
org.joda.time.chrono.AssembledChronology:436	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.AssembledChronology:437	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicWeekyearDateTimeField:45	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicWeekyearDateTimeField:46	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicWeekyearDateTimeField:47	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:50	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:76	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:77	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:79	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:81	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:83	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:85	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:87	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:90	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:93	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:96	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:99	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:102	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:105	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:108	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:111	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:114	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:117	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:120	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:121	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:126	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:131	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:133	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:138	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:139	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:250	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:251	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:252	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:253	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:254	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:255	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:256	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:258	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:259	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:260	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:261	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:262	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:263	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:264	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:265	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:266	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:267	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:268	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:273	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:274	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:277	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:279	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:281	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:283	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:285	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:288	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:289	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:290	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:291	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:292	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:293	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:294	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:296	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:298	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:303	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:304	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:305	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:306	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:759	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicChronology:760	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicYearDateTimeField:46	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicYearDateTimeField:47	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicYearDateTimeField:48	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicYearDateTimeField:120	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:43	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:44	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:45	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJDayOfWeekDateTimeField:46	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJDayOfWeekDateTimeField:47	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJDayOfWeekDateTimeField:48	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicMonthOfYearDateTimeField:52	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicMonthOfYearDateTimeField:53	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicMonthOfYearDateTimeField:54	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicMonthOfYearDateTimeField:55	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicMonthOfYearDateTimeField:56	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:58	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:59	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:72	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:73	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:76	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:77	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:80	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:83	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:84	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:85	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:86	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:87	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:88	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:89	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:90	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:91	1.0 3399.0 0.017149858514250885
org.joda.time.field.DividedDateTimeField:211	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicDayOfMonthDateTimeField:42	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicDayOfMonthDateTimeField:43	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicDayOfMonthDateTimeField:44	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJEraDateTimeField:47	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJEraDateTimeField:48	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJEraDateTimeField:49	1.0 3399.0 0.017149858514250885
org.joda.time.field.ImpreciseDateTimeField:56	1.0 3399.0 0.017149858514250885
org.joda.time.field.ImpreciseDateTimeField:57	1.0 3399.0 0.017149858514250885
org.joda.time.field.ImpreciseDateTimeField:58	1.0 3399.0 0.017149858514250885
org.joda.time.field.ImpreciseDateTimeField:59	1.0 3399.0 0.017149858514250885
org.joda.time.field.ImpreciseDateTimeField:138	1.0 3399.0 0.017149858514250885
org.joda.time.field.ImpreciseDateTimeField:152	1.0 3399.0 0.017149858514250885
org.joda.time.field.ImpreciseDateTimeField:153	1.0 3399.0 0.017149858514250885
org.joda.time.field.ImpreciseDateTimeField:154	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicDayOfYearDateTimeField:42	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicDayOfYearDateTimeField:43	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.BasicDayOfYearDateTimeField:44	1.0 3399.0 0.017149858514250885
org.joda.time.field.ZeroIsMaxDateTimeField:46	1.0 3399.0 0.017149858514250885
org.joda.time.field.ZeroIsMaxDateTimeField:47	1.0 3399.0 0.017149858514250885
org.joda.time.field.ZeroIsMaxDateTimeField:50	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:82	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:83	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:86	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:87	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:88	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:89	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:98	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:99	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:109	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:110	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:122	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:123	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:124	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:125	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:126	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:189	1.0 3399.0 0.017149858514250885
org.joda.time.field.RemainderDateTimeField:199	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJMonthOfYearDateTimeField:38	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJMonthOfYearDateTimeField:39	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJYearOfEraDateTimeField:42	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJYearOfEraDateTimeField:43	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJYearOfEraDateTimeField:44	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJYearOfEraDateTimeField:48	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJYearOfEraDateTimeField:100	1.0 3399.0 0.017149858514250885
org.joda.time.chrono.GJYearOfEraDateTimeField:104	1.0 3399.0 0.017149858514250885
org.joda.time.field.UnsupportedDurationField:49	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:50	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:51	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:55	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:56	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:57	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:59	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:70	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:71	1.0 3400.0 0.017147337032429676
org.joda.time.field.UnsupportedDurationField:72	1.0 3400.0 0.017147337032429676
org.joda.time.DateTimeFieldType:227	1.0 3400.0 0.017147337032429676
org.joda.time.DateTimeFieldType:273	1.0 3400.0 0.017147337032429676
org.joda.time.DateTimeFieldType:327	1.0 3400.0 0.017147337032429676
org.joda.time.field.PreciseDurationField:54	1.0 3400.0 0.017147337032429676
org.joda.time.tz.FixedDateTimeZone:102	1.0 3400.0 0.017147337032429676
org.joda.time.DateTimeFieldType:200	1.0 3401.0 0.017144816662454657
org.joda.time.field.MillisDurationField:71	1.0 3401.0 0.017144816662454657
org.joda.time.field.BaseDurationField:66	1.0 3401.0 0.017144816662454657
org.joda.time.field.BaseDateTimeField:69	1.0 3402.0 0.01714229740350895
org.joda.time.field.MillisDurationField:80	1.0 3402.0 0.01714229740350895
org.joda.time.field.PreciseDurationField:63	1.0 3404.0 0.017137262215442182
org.joda.time.DateTimeFieldType:191	1.0 3405.0 0.01713474628469157
org.joda.time.field.BaseDateTimeField:58	1.0 3406.0 0.01713223146171117
org.joda.time.DateTimeZone:134	1.0 3410.0 0.017122183231250473
org.joda.time.DateTimeZone:136	1.0 3410.0 0.017122183231250473
org.joda.time.DateTimeZone:137	1.0 3410.0 0.017122183231250473
org.joda.time.DateTimeZone:138	1.0 3410.0 0.017122183231250473
org.joda.time.DateTimeZone:139	1.0 3410.0 0.017122183231250473
org.joda.time.DateTimeZone:142	1.0 3410.0 0.017122183231250473
org.joda.time.DateTimeZone:148	1.0 3410.0 0.017122183231250473
org.joda.time.DateTimeZone:149	1.0 3410.0 0.017122183231250473
org.joda.time.field.PreciseDurationDateTimeField:151	1.0 3411.0 0.017119673934947517
org.joda.time.chrono.BaseChronology:54	1.0 3412.0 0.017117165741551164
org.joda.time.chrono.BaseChronology:55	1.0 3412.0 0.017117165741551164
org.joda.time.Chronology:63	1.0 3412.0 0.017117165741551164
org.joda.time.field.MillisDurationField:62	1.0 3418.0 0.01710213969703857
org.joda.time.field.PreciseDurationField:43	1.0 3419.0 0.017099639201419235
org.joda.time.field.PreciseDurationField:44	1.0 3419.0 0.017099639201419235
org.joda.time.field.PreciseDurationField:45	1.0 3419.0 0.017099639201419235
org.joda.time.field.DecoratedDurationField:52	1.0 3420.0 0.017097139802268062
org.joda.time.field.DecoratedDurationField:53	1.0 3420.0 0.017097139802268062
org.joda.time.field.DecoratedDurationField:56	1.0 3420.0 0.017097139802268062
org.joda.time.field.DecoratedDurationField:59	1.0 3420.0 0.017097139802268062
org.joda.time.field.DecoratedDurationField:60	1.0 3420.0 0.017097139802268062
org.joda.time.field.ScaledDurationField:47	1.0 3420.0 0.017097139802268062
org.joda.time.field.ScaledDurationField:48	1.0 3420.0 0.017097139802268062
org.joda.time.field.ScaledDurationField:51	1.0 3420.0 0.017097139802268062
org.joda.time.field.ScaledDurationField:52	1.0 3420.0 0.017097139802268062
org.joda.time.field.PreciseDurationDateTimeField:155	1.0 3432.0 0.0170672322461873
org.joda.time.field.PreciseDateTimeField:58	1.0 3432.0 0.0170672322461873
org.joda.time.field.PreciseDateTimeField:60	1.0 3432.0 0.0170672322461873
org.joda.time.field.PreciseDateTimeField:64	1.0 3432.0 0.0170672322461873
org.joda.time.field.PreciseDateTimeField:65	1.0 3432.0 0.0170672322461873
org.joda.time.field.PreciseDateTimeField:66	1.0 3432.0 0.0170672322461873
org.joda.time.field.PreciseDateTimeField:70	1.0 3432.0 0.0170672322461873
org.joda.time.field.PreciseDateTimeField:71	1.0 3432.0 0.0170672322461873
org.joda.time.DurationFieldType:278	1.0 3433.0 0.017064747028519057
org.joda.time.field.MillisDurationField:38	1.0 3439.0 0.017049858486761837
org.joda.time.field.MillisDurationField:44	1.0 3439.0 0.017049858486761837
org.joda.time.field.MillisDurationField:45	1.0 3439.0 0.017049858486761837
org.joda.time.field.PreciseDurationDateTimeField:49	1.0 3469.0 0.0169759959366261
org.joda.time.field.PreciseDurationDateTimeField:51	1.0 3469.0 0.0169759959366261
org.joda.time.field.PreciseDurationDateTimeField:55	1.0 3469.0 0.0169759959366261
org.joda.time.field.PreciseDurationDateTimeField:56	1.0 3469.0 0.0169759959366261
org.joda.time.field.PreciseDurationDateTimeField:60	1.0 3469.0 0.0169759959366261
org.joda.time.field.PreciseDurationDateTimeField:61	1.0 3469.0 0.0169759959366261
org.joda.time.DateTimeUtils:41	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:43	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:49	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:50	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:51	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:52	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:53	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:54	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:55	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:56	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:57	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:58	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:59	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:60	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:61	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:62	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:65	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:68	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:69	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeUtils:526	1.0 3494.0 0.016915171678234565
org.joda.time.DateTimeFieldType:182	1.0 3499.0 0.016903085094570332
org.joda.time.field.BaseDateTimeField:50	1.0 3505.0 0.016888615337236124
org.joda.time.field.BaseDateTimeField:51	1.0 3505.0 0.016888615337236124
org.joda.time.field.BaseDateTimeField:54	1.0 3505.0 0.016888615337236124
org.joda.time.field.BaseDateTimeField:55	1.0 3505.0 0.016888615337236124
org.joda.time.DateTimeField:33	1.0 3506.0 0.01688620732191951
org.joda.time.DurationFieldType:141	1.0 3508.0 0.016881394379731986
org.joda.time.DurationFieldType:169	1.0 3508.0 0.016881394379731986
org.joda.time.DurationFieldType:205	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:73	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:76	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:79	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:82	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:85	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:88	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:91	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:94	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:97	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:100	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:103	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:106	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:110	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:113	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:116	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:119	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:122	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:125	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:128	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:131	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:134	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:137	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:140	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:153	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:154	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:155	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:444	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:445	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:446	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:447	1.0 3508.0 0.016881394379731986
org.joda.time.DateTimeFieldType:448	1.0 3508.0 0.016881394379731986
org.joda.time.DurationFieldType:196	1.0 3509.0 0.016878989451394443
org.joda.time.field.BaseDurationField:47	1.0 3518.0 0.016857391247472455
org.joda.time.field.BaseDurationField:48	1.0 3518.0 0.016857391247472455
org.joda.time.field.BaseDurationField:51	1.0 3518.0 0.016857391247472455
org.joda.time.field.BaseDurationField:52	1.0 3518.0 0.016857391247472455
org.joda.time.DurationField:30	1.0 3538.0 0.016809690554095334
org.joda.time.DurationFieldType:105	1.0 3586.0 0.016696841006065288
org.joda.time.DurationFieldType:178	1.0 3592.0 0.016682894039126865
org.joda.time.DurationFieldType:187	1.0 3595.0 0.016675933649126753
org.joda.time.DurationFieldType:160	1.0 3599.0 0.016666666666666666
org.joda.time.DurationFieldType:132	1.0 3608.0 0.016645872314630744
org.joda.time.DurationFieldType:151	1.0 3612.0 0.016636655330361162
org.joda.time.DurationFieldType:114	1.0 3628.0 0.016599939908326297
org.joda.time.DurationFieldType:123	1.0 3629.0 0.016597653257732305
org.joda.time.DurationFieldType:60	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:62	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:64	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:66	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:68	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:70	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:72	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:74	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:76	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:78	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:80	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:82	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:94	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:95	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:96	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:259	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:260	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:261	1.0 3771.0 0.0162822402256459
org.joda.time.DateTimeZone:205	1.0 3771.0 0.0162822402256459
org.joda.time.DateTimeZone:94	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:116	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:117	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:118	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:443	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:444	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:446	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:447	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:451	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:454	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:471	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:474	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:475	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:484	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:486	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:488	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:491	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:494	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:498	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:542	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:543	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:714	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:715	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:718	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:719	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:731	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:38	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:39	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:40	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:41	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:42	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:88	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:89	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:82	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:83	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:106	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:107	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:110	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:111	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:114	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:115	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:117	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:118	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:121	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:123	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:124	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:135	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:139	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:140	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:144	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:149	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:151	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:152	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:153	1.0 3777.0 0.016269305834440775
