org.apache.commons.math.stat.descriptive.SummaryStatistics:647	3.0 5.0 0.43301270189221935
org.apache.commons.math.util.FastMath:3787	1.0 34.0 0.06900655593423542
org.apache.commons.math.util.FastMath:3711	1.0 34.0 0.06900655593423542
org.apache.commons.math.util.FastMath:3722	1.0 34.0 0.06900655593423542
org.apache.commons.math.util.FastMath:3747	1.0 34.0 0.06900655593423542
org.apache.commons.math.util.FastMath:3748	1.0 34.0 0.06900655593423542
org.apache.commons.math.util.FastMath:3750	1.0 34.0 0.06900655593423542
org.apache.commons.math.util.FastMathLiteralArrays:6158	1.0 34.0 0.06900655593423542
org.apache.commons.math.util.FastMathLiteralArrays:6166	1.0 34.0 0.06900655593423542
org.apache.commons.math.util.FastMathLiteralArrays:6142	1.0 35.0 0.06804138174397717
org.apache.commons.math.util.FastMathLiteralArrays:6150	1.0 35.0 0.06804138174397717
org.apache.commons.math.stat.descriptive.SummaryStatistics:175	0.0 26.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:216	0.0 11.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:217	0.0 11.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:218	0.0 10.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:219	0.0 10.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:224	0.0 11.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:264	0.0 14.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:275	0.0 15.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:345	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:346	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:347	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:348	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:349	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:350	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:351	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:352	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:353	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:356	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:359	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:131	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:132	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:133	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:183	0.0 11.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:558	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:616	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:670	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:671	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:672	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:673	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:674	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:675	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:676	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:677	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:678	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:681	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:682	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:686	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:687	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:691	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:692	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:699	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:700	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:704	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:705	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:709	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:710	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:714	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:715	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:719	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:720	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:724	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:725	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:729	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:730	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:734	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:735	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:739	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:141	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:313	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:194	0.0 5.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:221	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:251	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:252	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:253	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:370	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:373	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:376	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:377	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:393	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:394	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:395	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:396	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:397	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:398	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:399	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:400	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:401	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:402	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:371	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:374	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:412	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:431	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:432	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:433	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:441	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:470	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:499	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:528	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:587	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:722	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:159	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:298	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:354	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:547	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:548	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:549	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:550	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.SummaryStatistics:644	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:181	0.0 26.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:184	0.0 25.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:185	0.0 25.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:97	0.0 23.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:98	0.0 23.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:99	0.0 23.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:418	0.0 14.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:69	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:598	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:599	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:600	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:613	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:614	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:615	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:616	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:617	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:618	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:619	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:169	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:170	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:172	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:182	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:187	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:261	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:590	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.moment.Variance:591	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:827	0.0 27.0 0.0
org.apache.commons.math.util.FastMath:829	0.0 27.0 0.0
org.apache.commons.math.util.FastMath:837	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:847	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:857	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:859	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:860	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:862	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:920	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1113	0.0 41.0 0.0
org.apache.commons.math.util.FastMath:1114	0.0 12.0 0.0
org.apache.commons.math.util.FastMath:1118	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1220	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1221	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1222	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1223	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1224	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1227	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1228	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1229	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1230	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1233	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1234	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1236	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1238	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1239	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1241	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1242	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1243	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1246	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1247	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1249	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1250	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1251	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1255	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1256	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1264	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1265	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1266	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1320	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1321	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1420	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1422	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1426	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1431	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1456	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1467	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1479	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1503	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1517	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1534	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1535	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1536	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1537	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1538	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1546	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1547	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1551	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1552	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1555	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1556	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1557	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1558	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1561	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1562	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1564	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1565	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1567	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1568	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1569	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1570	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1571	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1572	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1574	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1576	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:3005	0.0 12.0 0.0
org.apache.commons.math.util.FastMath:3023	0.0 23.0 0.0
org.apache.commons.math.util.FastMath:3032	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3035	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3470	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3471	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3473	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3474	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3538	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3539	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3541	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:3542	0.0 6.0 0.0
org.apache.commons.math.util.FastMath:1588	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1590	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1591	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1592	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1593	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1596	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1598	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1608	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1610	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1611	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1612	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1613	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1614	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1616	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1627	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1628	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1631	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1632	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1633	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1634	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1637	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1638	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1639	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1640	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1643	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1644	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1645	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1646	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1672	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1673	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1675	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1676	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1677	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1678	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1679	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1681	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1682	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1683	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1684	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1685	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1687	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1702	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1729	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1730	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1732	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1733	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1734	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1735	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1738	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1740	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1751	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1752	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1754	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1755	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1756	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1758	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2135	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2136	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2138	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2141	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2142	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2148	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2149	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2150	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2153	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2156	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2161	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2175	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2181	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2182	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2183	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2185	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2186	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2187	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2188	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2190	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2191	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2192	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2193	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2195	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2196	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2204	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2205	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2206	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2209	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2213	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2221	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2233	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2236	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2237	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2241	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2246	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2247	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2261	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2267	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2268	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2269	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2271	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2272	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2273	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2274	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2276	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2277	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2278	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2279	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2281	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2282	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2290	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2291	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2292	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2298	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2300	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:2306	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1107	0.0 10.0 0.0
org.apache.commons.math.util.FastMath:3337	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3341	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3345	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3346	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3350	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3354	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3364	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3368	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3369	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:3370	0.0 28.0 0.0
org.apache.commons.math.util.FastMath:2996	0.0 4.0 0.0
org.apache.commons.math.util.FastMath:1124	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1128	0.0 26.0 0.0
org.apache.commons.math.util.FastMath:1519	0.0 1.0 0.0
org.apache.commons.math.util.FastMath:1523	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:1525	0.0 2.0 0.0
org.apache.commons.math.util.FastMath:830	0.0 9.0 0.0
org.apache.commons.math.util.FastMath:834	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic:54	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic:55	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic:70	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic:181	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:123	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:124	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:54	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:93	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:94	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:95	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:192	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:193	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:194	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:195	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:196	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:112	0.0 8.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:153	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:169	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:170	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:171	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:203	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.GeometricMean:208	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:108	0.0 5.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:109	0.0 5.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:110	0.0 5.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:48	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:146	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:147	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:148	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:161	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:162	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:163	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:164	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:165	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:166	0.0 4.0 0.0
