org.apache.commons.lang3.StringEscapeUtils:556	1.0 1.0 0.7071067811865475
org.apache.commons.lang3.StringUtils:2960	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:2961	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:2963	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:2964	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:2966	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:2967	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:2968	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:3012	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:3013	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:3015	0.0 7.0 0.0
org.apache.commons.lang3.StringUtils:2465	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2811	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2812	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2814	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2815	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2816	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2818	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2819	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2820	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2821	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2822	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2823	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2824	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2825	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2826	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2827	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2829	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2830	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2832	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2833	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2834	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2836	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2837	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2839	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2494	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2957	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2958	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2970	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2972	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2973	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2974	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2975	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2976	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2977	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2978	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2979	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2981	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2982	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2984	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2985	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2987	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2988	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2989	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2991	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2993	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2994	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2995	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2996	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2997	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2998	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2999	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3001	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3002	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3004	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3005	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3007	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3008	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3009	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2555	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2667	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2668	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2671	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2673	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2674	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2677	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2679	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2682	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2684	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2685	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2686	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2687	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2688	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2689	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2691	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2692	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2693	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2695	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2701	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2706	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2710	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2719	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2723	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2724	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:2728	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:2586	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2696	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2697	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2648	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2711	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2712	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2713	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2714	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2716	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2757	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2793	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2876	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:2916	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:3038	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:3084	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3085	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3087	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3088	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3090	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3091	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3092	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3093	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3094	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3095	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3096	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3097	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3099	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3106	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3107	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3109	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3111	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3112	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:3066	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:3100	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:3101	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:3102	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:3103	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:3105	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4029	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4030	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4032	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4033	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4034	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4035	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4036	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4037	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4040	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4041	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4043	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4693	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4696	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4376	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4300	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4316	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4392	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4276	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4440	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4548	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4550	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4554	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4559	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4560	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4563	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4571	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4574	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4575	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4576	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4580	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4581	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4583	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4585	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4588	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4589	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4591	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4592	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4593	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4600	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4601	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4604	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4607	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4610	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4611	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4612	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4614	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4615	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4620	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4622	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4624	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4626	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4627	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4629	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4631	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4633	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4634	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4635	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4638	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4639	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4641	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4643	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4646	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4647	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4649	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4650	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4651	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4658	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4659	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4660	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4662	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4663	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4664	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4490	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4491	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4555	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4616	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4667	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4694	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4736	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4737	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4739	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4740	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4742	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4743	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4744	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4745	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4746	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4747	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4748	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4749	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4750	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4751	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4752	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4755	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4758	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4759	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4761	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4796	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4797	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4799	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4800	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4802	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4803	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4804	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4806	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4807	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4809	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4810	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4812	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4813	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4815	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4816	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4817	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4818	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4820	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:1572	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1575	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1576	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1577	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1578	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1580	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1581	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1582	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1583	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1584	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1595	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1669	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1672	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1675	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:1678	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4980	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4981	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4983	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4984	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4986	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4987	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4988	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4990	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4991	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4994	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4995	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4997	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4999	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5000	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5001	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5002	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5003	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5004	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5006	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5008	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5009	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5010	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5012	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5069	0.0 12.0 0.0
org.apache.commons.lang3.StringUtils:5070	0.0 12.0 0.0
org.apache.commons.lang3.StringUtils:5071	0.0 12.0 0.0
org.apache.commons.lang3.StringUtils:5073	0.0 12.0 0.0
org.apache.commons.lang3.StringUtils:4142	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4143	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4145	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:4146	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5037	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5038	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5041	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5042	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4938	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4939	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4941	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4942	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4943	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4945	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4946	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4947	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4948	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4949	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4951	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4148	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:4855	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4856	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4859	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4860	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4861	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4862	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4864	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4867	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4868	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4870	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4871	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4872	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4874	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4875	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4877	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4909	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5096	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5121	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5122	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5124	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5125	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5126	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5128	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5131	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5129	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5158	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5161	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5164	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5165	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5166	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5167	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5170	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5174	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5176	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5179	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5180	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5181	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5182	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5184	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5159	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5162	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5168	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5171	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5175	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5177	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5208	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5233	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5234	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5236	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5237	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5238	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5240	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5243	0.0 6.0 0.0
org.apache.commons.lang3.StringUtils:5241	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5270	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5273	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5276	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5277	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5278	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5279	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5282	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5286	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5288	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5291	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5292	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5293	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5294	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5296	0.0 3.0 0.0
org.apache.commons.lang3.StringUtils:5271	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5274	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5280	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5283	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5287	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5289	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5312	0.0 4.0 0.0
org.apache.commons.lang3.StringUtils:5341	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5369	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5370	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5372	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5373	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5374	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5375	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5377	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5378	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5379	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:5409	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5410	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5412	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5413	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5415	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5416	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5417	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5418	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5420	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5421	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5422	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6129	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6130	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6132	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6155	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6156	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6160	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6161	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6162	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6044	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6065	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6109	0.0 4.0 0.0
org.apache.commons.lang3.StringUtils:235	0.0 4.0 0.0
org.apache.commons.lang3.StringUtils:236	0.0 4.0 0.0
org.apache.commons.lang3.StringUtils:238	0.0 4.0 0.0
org.apache.commons.lang3.StringUtils:239	0.0 4.0 0.0
org.apache.commons.lang3.StringUtils:240	0.0 4.0 0.0
org.apache.commons.lang3.StringUtils:243	0.0 4.0 0.0
org.apache.commons.lang3.StringUtils:6087	0.0 4.0 0.0
