org.jfree.data.time.TimeSeries:880	1.0 1.0 0.7071067811865475
org.jfree.data.time.Month:295	0 1.0 0.0
org.jfree.data.time.Month:296	0 1.0 0.0
org.jfree.data.time.Month:297	0 1.0 0.0
org.jfree.data.time.Month:298	0 1.0 0.0
org.jfree.data.time.SerialDate:92	0 11.0 0.0
org.jfree.data.time.SerialDate:137	0 11.0 0.0
org.jfree.data.time.SerialDate:141	0 11.0 0.0
org.jfree.data.time.SerialDate:145	0 11.0 0.0
org.jfree.data.time.SerialDate:149	0 11.0 0.0
org.jfree.data.time.SerialDate:156	0 11.0 0.0
org.jfree.data.time.SerialDate:210	0 8.0 0.0
org.jfree.data.time.SerialDate:211	0 8.0 0.0
org.jfree.data.time.SerialDate:499	0 9.0 0.0
org.jfree.data.time.SerialDate:500	0 9.0 0.0
org.jfree.data.time.SerialDate:526	0 8.0 0.0
org.jfree.data.time.SerialDate:527	0 8.0 0.0
org.jfree.data.time.SerialDate:528	0 8.0 0.0
org.jfree.data.time.SerialDate:529	0 8.0 0.0
org.jfree.data.time.SerialDate:544	0 11.0 0.0
org.jfree.data.time.SerialDate:545	0 11.0 0.0
org.jfree.data.time.SerialDate:546	0 11.0 0.0
org.jfree.data.time.SerialDate:792	0 8.0 0.0
org.jfree.data.time.SerialDate:804	0 4.0 0.0
org.jfree.data.time.SerialDate:548	0 3.0 0.0
org.jfree.data.time.SerialDate:552	0 3.0 0.0
org.jfree.data.time.SpreadsheetDate:107	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:109	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:110	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:118	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:120	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:128	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:129	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:136	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:138	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:146	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:148	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:149	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:158	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:160	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:161	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:162	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:164	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:166	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:167	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:178	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:180	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:183	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:189	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:190	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:191	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:192	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:193	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:195	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:198	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:201	0 4.0 0.0
org.jfree.data.time.SpreadsheetDate:211	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:231	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:240	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:249	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:308	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:449	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:450	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:451	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:452	0 6.0 0.0
org.jfree.data.time.SpreadsheetDate:456	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:457	0 8.0 0.0
org.jfree.data.time.SpreadsheetDate:279	0 2.0 0.0
org.jfree.data.time.SpreadsheetDate:280	0 2.0 0.0
org.jfree.data.time.SpreadsheetDate:281	0 2.0 0.0
org.jfree.data.time.SpreadsheetDate:295	0 1.0 0.0
