org.joda.time.base.AbstractDuration:80	1.0 1.0 0.5
org.joda.time.field.OffsetDateTimeField:58	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:59	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:73	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:75	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:79	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:81	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:82	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:86	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:87	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:91	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:174	2.0 1588.0 0.03546634510659543
org.joda.time.field.OffsetDateTimeField:183	2.0 1588.0 0.03546634510659543
org.joda.time.chrono.BaseChronology:54	2.0 1590.0 0.03544406025041679
org.joda.time.chrono.BaseChronology:55	2.0 1590.0 0.03544406025041679
org.joda.time.Chronology:63	2.0 1590.0 0.03544406025041679
org.joda.time.DurationFieldType:105	2.0 1626.0 0.03504998186163908
org.joda.time.DurationFieldType:178	2.0 1641.0 0.03488961813260259
org.joda.time.DurationFieldType:187	2.0 1642.0 0.03487900532075779
org.joda.time.DurationFieldType:160	2.0 1650.0 0.03479445003196105
org.joda.time.DateTimeUtils:35	2.0 1650.0 0.03479445003196105
org.joda.time.DateTimeUtils:37	2.0 1650.0 0.03479445003196105
org.joda.time.DateTimeUtils:393	2.0 1650.0 0.03479445003196105
org.joda.time.DurationFieldType:114	2.0 1652.0 0.03477340712103605
org.joda.time.DurationFieldType:123	2.0 1652.0 0.03477340712103605
org.joda.time.DurationFieldType:132	2.0 1652.0 0.03477340712103605
org.joda.time.DurationFieldType:151	2.0 1653.0 0.03476289997254991
org.joda.time.DurationFieldType:60	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:62	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:64	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:66	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:68	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:70	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:72	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:74	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:76	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:78	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:80	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:82	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:94	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:95	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:96	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:259	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:260	2.0 1768.0 0.033614632272640714
org.joda.time.DurationFieldType:261	2.0 1768.0 0.033614632272640714
org.joda.time.DateTimeZone:706	2.0 1811.0 0.03321361106966265
org.joda.time.tz.FixedDateTimeZone:38	2.0 1812.0 0.03320445500854597
org.joda.time.tz.FixedDateTimeZone:39	2.0 1812.0 0.03320445500854597
org.joda.time.tz.FixedDateTimeZone:40	2.0 1812.0 0.03320445500854597
org.joda.time.tz.FixedDateTimeZone:41	2.0 1812.0 0.03320445500854597
org.joda.time.tz.FixedDateTimeZone:42	2.0 1812.0 0.03320445500854597
org.joda.time.tz.FixedDateTimeZone:88	2.0 1812.0 0.03320445500854597
org.joda.time.tz.FixedDateTimeZone:89	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:95	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:115	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:116	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:117	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:204	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:415	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:416	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:418	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:419	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:423	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:426	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:443	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:446	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:448	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:458	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:460	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:462	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:466	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:469	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:473	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:517	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:518	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:689	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:690	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:693	2.0 1812.0 0.03320445500854597
org.joda.time.DateTimeZone:694	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:82	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:83	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:106	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:107	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:110	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:111	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:114	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:115	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:117	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:118	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:121	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:123	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:124	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:136	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:140	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:141	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:145	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:150	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:152	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:153	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:154	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:155	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:174	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:196	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:199	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:200	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:201	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:205	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:214	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:252	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:253	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:255	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:258	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:260	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:262	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:263	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:274	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:275	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:276	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:277	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:281	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:282	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:284	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:287	2.0 1812.0 0.03320445500854597
org.joda.time.tz.ZoneInfoProvider:289	2.0 1812.0 0.03320445500854597
org.joda.time.tz.FixedDateTimeZone:61	0 3.0 0.0
org.joda.time.tz.FixedDateTimeZone:57	0 12.0 0.0
org.joda.time.tz.FixedDateTimeZone:49	0 72.0 0.0
org.joda.time.tz.FixedDateTimeZone:91	0 3.0 0.0
org.joda.time.tz.FixedDateTimeZone:92	0 3.0 0.0
org.joda.time.tz.FixedDateTimeZone:93	0 3.0 0.0
org.joda.time.tz.FixedDateTimeZone:45	0 1.0 0.0
org.joda.time.tz.FixedDateTimeZone:53	0 1.0 0.0
org.joda.time.tz.FixedDateTimeZone:65	0 1.0 0.0
org.joda.time.tz.FixedDateTimeZone:69	0 1.0 0.0
org.joda.time.base.AbstractDuration:154	0 12.0 0.0
org.joda.time.base.AbstractDuration:157	0 12.0 0.0
org.joda.time.base.AbstractDuration:160	0 12.0 0.0
org.joda.time.base.AbstractDuration:161	0 12.0 0.0
org.joda.time.base.AbstractDuration:93	0 4.0 0.0
org.joda.time.base.AbstractDuration:94	0 4.0 0.0
org.joda.time.base.AbstractDuration:97	0 4.0 0.0
org.joda.time.base.AbstractDuration:98	0 4.0 0.0
org.joda.time.base.AbstractDuration:100	0 4.0 0.0
org.joda.time.base.AbstractDuration:101	0 4.0 0.0
org.joda.time.base.AbstractDuration:103	0 4.0 0.0
org.joda.time.base.AbstractDuration:155	0 1.0 0.0
org.joda.time.base.AbstractDuration:158	0 1.0 0.0
org.joda.time.base.AbstractDuration:171	0 1.0 0.0
org.joda.time.base.AbstractDuration:172	0 1.0 0.0
org.joda.time.base.AbstractDuration:189	0 2.0 0.0
org.joda.time.base.AbstractDuration:190	0 2.0 0.0
org.joda.time.base.AbstractDuration:191	0 2.0 0.0
org.joda.time.base.AbstractDuration:192	0 2.0 0.0
org.joda.time.base.AbstractDuration:193	0 2.0 0.0
org.joda.time.base.AbstractDuration:194	0 2.0 0.0
org.joda.time.base.AbstractDuration:195	0 1.0 0.0
org.joda.time.base.AbstractDuration:197	0 2.0 0.0
org.joda.time.base.AbstractDuration:198	0 1.0 0.0
org.joda.time.base.AbstractDuration:200	0 2.0 0.0
org.joda.time.base.AbstractDuration:202	0 2.0 0.0
org.joda.time.base.AbstractDuration:203	0 2.0 0.0
org.joda.time.base.AbstractDuration:139	0 1.0 0.0
org.joda.time.base.AbstractDuration:140	0 1.0 0.0
org.joda.time.base.AbstractDuration:142	0 1.0 0.0
org.joda.time.base.AbstractDuration:113	0 1.0 0.0
org.joda.time.base.AbstractDuration:114	0 1.0 0.0
org.joda.time.base.AbstractDuration:116	0 1.0 0.0
org.joda.time.base.AbstractDuration:54	0 1.0 0.0
org.joda.time.base.AbstractDuration:126	0 1.0 0.0
org.joda.time.base.AbstractDuration:127	0 1.0 0.0
org.joda.time.base.AbstractDuration:129	0 1.0 0.0
org.joda.time.Period:352	0 117.0 0.0
org.joda.time.Period:353	0 116.0 0.0
org.joda.time.Period:329	0 179.0 0.0
org.joda.time.Period:330	0 179.0 0.0
org.joda.time.Period:584	0 3.0 0.0
org.joda.time.Period:585	0 3.0 0.0
org.joda.time.Period:731	0 112.0 0.0
org.joda.time.Period:741	0 112.0 0.0
org.joda.time.Period:750	0 112.0 0.0
org.joda.time.Period:759	0 114.0 0.0
org.joda.time.Period:768	0 112.0 0.0
org.joda.time.Period:444	0 24.0 0.0
org.joda.time.Period:445	0 22.0 0.0
org.joda.time.Period:683	0 79.0 0.0
org.joda.time.Period:684	0 79.0 0.0
org.joda.time.Period:862	0 8.0 0.0
org.joda.time.Period:863	0 8.0 0.0
org.joda.time.Period:864	0 7.0 0.0
org.joda.time.Period:877	0 7.0 0.0
org.joda.time.Period:878	0 7.0 0.0
org.joda.time.Period:879	0 7.0 0.0
org.joda.time.Period:1516	0 8.0 0.0
org.joda.time.Period:1552	0 16.0 0.0
org.joda.time.Period:1553	0 16.0 0.0
org.joda.time.Period:1554	0 16.0 0.0
org.joda.time.Period:1555	0 16.0 0.0
org.joda.time.Period:1556	0 16.0 0.0
org.joda.time.Period:1557	0 16.0 0.0
org.joda.time.Period:1558	0 16.0 0.0
org.joda.time.Period:1559	0 14.0 0.0
org.joda.time.Period:1560	0 14.0 0.0
org.joda.time.Period:1561	0 14.0 0.0
org.joda.time.Period:1562	0 9.0 0.0
org.joda.time.Period:1563	0 7.0 0.0
org.joda.time.Period:1564	0 7.0 0.0
org.joda.time.Period:1565	0 7.0 0.0
org.joda.time.Period:1567	0 6.0 0.0
org.joda.time.Period:1568	0 6.0 0.0
org.joda.time.Period:1571	0 11.0 0.0
org.joda.time.Period:537	0 10.0 0.0
org.joda.time.Period:161	0 47.0 0.0
org.joda.time.Period:490	0 16.0 0.0
org.joda.time.Period:491	0 16.0 0.0
org.joda.time.Period:423	0 4.0 0.0
org.joda.time.Period:424	0 4.0 0.0
org.joda.time.Period:512	0 12.0 0.0
org.joda.time.Period:513	0 12.0 0.0
org.joda.time.Period:127	0 18.0 0.0
org.joda.time.Period:144	0 10.0 0.0
org.joda.time.Period:801	0 4.0 0.0
org.joda.time.Period:804	0 3.0 0.0
org.joda.time.Period:805	0 3.0 0.0
org.joda.time.Period:806	0 2.0 0.0
org.joda.time.Period:1311	0 3.0 0.0
org.joda.time.Period:1312	0 3.0 0.0
org.joda.time.Period:1313	0 3.0 0.0
org.joda.time.Period:1314	0 3.0 0.0
org.joda.time.Period:1315	0 3.0 0.0
org.joda.time.Period:1316	0 3.0 0.0
org.joda.time.Period:1317	0 3.0 0.0
org.joda.time.Period:1318	0 3.0 0.0
org.joda.time.Period:1481	0 18.0 0.0
org.joda.time.Period:1484	0 18.0 0.0
org.joda.time.Period:1487	0 18.0 0.0
org.joda.time.Period:478	0 4.0 0.0
org.joda.time.Period:479	0 4.0 0.0
org.joda.time.Period:195	0 8.0 0.0
org.joda.time.Period:621	0 60.0 0.0
org.joda.time.Period:622	0 60.0 0.0
org.joda.time.Period:178	0 10.0 0.0
org.joda.time.Period:212	0 8.0 0.0
org.joda.time.Period:573	0 3.0 0.0
org.joda.time.Period:574	0 3.0 0.0
org.joda.time.Period:655	0 1.0 0.0
org.joda.time.Period:656	0 1.0 0.0
org.joda.time.Period:402	0 21.0 0.0
org.joda.time.Period:403	0 21.0 0.0
org.joda.time.Period:922	0 13.0 0.0
org.joda.time.Period:923	0 13.0 0.0
org.joda.time.Period:924	0 13.0 0.0
org.joda.time.Period:1464	0 3.0 0.0
org.joda.time.Period:1465	0 3.0 0.0
org.joda.time.Period:1466	0 3.0 0.0
org.joda.time.Period:1467	0 3.0 0.0
org.joda.time.Period:1468	0 3.0 0.0
org.joda.time.Period:1469	0 3.0 0.0
org.joda.time.Period:1470	0 3.0 0.0
org.joda.time.Period:1471	0 3.0 0.0
org.joda.time.Period:1482	0 6.0 0.0
org.joda.time.Period:605	0 3.0 0.0
org.joda.time.Period:606	0 3.0 0.0
org.joda.time.Period:1372	0 3.0 0.0
org.joda.time.Period:1373	0 3.0 0.0
org.joda.time.Period:1374	0 3.0 0.0
org.joda.time.Period:1375	0 3.0 0.0
org.joda.time.Period:1376	0 3.0 0.0
org.joda.time.Period:1377	0 3.0 0.0
org.joda.time.Period:1378	0 3.0 0.0
org.joda.time.Period:1379	0 3.0 0.0
org.joda.time.Period:1380	0 3.0 0.0
org.joda.time.Period:563	0 8.0 0.0
org.joda.time.Period:564	0 3.0 0.0
org.joda.time.Period:455	0 2.0 0.0
org.joda.time.Period:456	0 2.0 0.0
org.joda.time.Period:257	0 5.0 0.0
org.joda.time.Period:260	0 4.0 0.0
org.joda.time.Period:263	0 3.0 0.0
org.joda.time.Period:264	0 3.0 0.0
org.joda.time.Period:265	0 3.0 0.0
org.joda.time.Period:266	0 3.0 0.0
org.joda.time.Period:267	0 1.0 0.0
org.joda.time.Period:269	0 3.0 0.0
org.joda.time.Period:270	0 3.0 0.0
org.joda.time.Period:273	0 3.0 0.0
org.joda.time.Period:1341	0 3.0 0.0
org.joda.time.Period:1342	0 3.0 0.0
org.joda.time.Period:1343	0 3.0 0.0
org.joda.time.Period:1344	0 3.0 0.0
org.joda.time.Period:1345	0 3.0 0.0
org.joda.time.Period:1346	0 3.0 0.0
org.joda.time.Period:1347	0 3.0 0.0
org.joda.time.Period:1348	0 3.0 0.0
org.joda.time.Period:1349	0 3.0 0.0
org.joda.time.Period:638	0 8.0 0.0
org.joda.time.Period:639	0 7.0 0.0
org.joda.time.Period:594	0 3.0 0.0
org.joda.time.Period:595	0 3.0 0.0
org.joda.time.Period:110	0 14.0 0.0
org.joda.time.Period:1485	0 6.0 0.0
org.joda.time.Period:783	0 5.0 0.0
org.joda.time.Period:784	0 5.0 0.0
org.joda.time.Period:785	0 2.0 0.0
org.joda.time.Period:840	0 4.0 0.0
org.joda.time.Period:843	0 3.0 0.0
org.joda.time.Period:844	0 1.0 0.0
org.joda.time.Period:312	0 2.0 0.0
org.joda.time.Period:313	0 2.0 0.0
org.joda.time.Period:1403	0 3.0 0.0
org.joda.time.Period:1404	0 3.0 0.0
org.joda.time.Period:1405	0 3.0 0.0
org.joda.time.Period:1406	0 3.0 0.0
org.joda.time.Period:1407	0 3.0 0.0
org.joda.time.Period:1408	0 3.0 0.0
org.joda.time.Period:1409	0 3.0 0.0
org.joda.time.Period:1410	0 3.0 0.0
org.joda.time.Period:1411	0 3.0 0.0
org.joda.time.Period:846	0 2.0 0.0
org.joda.time.Period:847	0 2.0 0.0
org.joda.time.Period:848	0 1.0 0.0
org.joda.time.Period:501	0 5.0 0.0
org.joda.time.Period:502	0 5.0 0.0
org.joda.time.Period:226	0 6.0 0.0
org.joda.time.Period:1017	0 3.0 0.0
org.joda.time.Period:1018	0 1.0 0.0
org.joda.time.Period:1035	0 3.0 0.0
org.joda.time.Period:1036	0 1.0 0.0
org.joda.time.Period:1053	0 3.0 0.0
org.joda.time.Period:1054	0 1.0 0.0
org.joda.time.Period:1071	0 3.0 0.0
org.joda.time.Period:1072	0 1.0 0.0
org.joda.time.Period:1089	0 3.0 0.0
org.joda.time.Period:1090	0 1.0 0.0
org.joda.time.Period:1107	0 3.0 0.0
org.joda.time.Period:1108	0 1.0 0.0
org.joda.time.Period:1125	0 3.0 0.0
org.joda.time.Period:1126	0 1.0 0.0
org.joda.time.Period:1143	0 3.0 0.0
org.joda.time.Period:1144	0 1.0 0.0
org.joda.time.Period:538	0 3.0 0.0
org.joda.time.Period:1434	0 3.0 0.0
org.joda.time.Period:1435	0 3.0 0.0
org.joda.time.Period:1436	0 3.0 0.0
org.joda.time.Period:1437	0 3.0 0.0
org.joda.time.Period:1438	0 3.0 0.0
org.joda.time.Period:1439	0 3.0 0.0
org.joda.time.Period:1440	0 3.0 0.0
org.joda.time.Period:1441	0 3.0 0.0
org.joda.time.Period:821	0 4.0 0.0
org.joda.time.Period:824	0 3.0 0.0
org.joda.time.Period:825	0 3.0 0.0
org.joda.time.Period:826	0 2.0 0.0
org.joda.time.Period:892	0 1.0 0.0
org.joda.time.Period:893	0 1.0 0.0
org.joda.time.Period:894	0 1.0 0.0
org.joda.time.Period:907	0 1.0 0.0
org.joda.time.Period:908	0 1.0 0.0
org.joda.time.Period:909	0 1.0 0.0
org.joda.time.Period:937	0 1.0 0.0
org.joda.time.Period:938	0 1.0 0.0
org.joda.time.Period:939	0 1.0 0.0
org.joda.time.Period:952	0 1.0 0.0
org.joda.time.Period:953	0 1.0 0.0
org.joda.time.Period:954	0 1.0 0.0
org.joda.time.Period:967	0 1.0 0.0
org.joda.time.Period:968	0 1.0 0.0
org.joda.time.Period:969	0 1.0 0.0
org.joda.time.Period:1020	0 2.0 0.0
org.joda.time.Period:1021	0 2.0 0.0
org.joda.time.Period:1022	0 2.0 0.0
org.joda.time.Period:1038	0 2.0 0.0
org.joda.time.Period:1039	0 2.0 0.0
org.joda.time.Period:1040	0 2.0 0.0
org.joda.time.Period:1056	0 2.0 0.0
org.joda.time.Period:1057	0 2.0 0.0
org.joda.time.Period:1058	0 2.0 0.0
org.joda.time.Period:1074	0 2.0 0.0
org.joda.time.Period:1075	0 2.0 0.0
org.joda.time.Period:1076	0 2.0 0.0
org.joda.time.Period:1092	0 2.0 0.0
org.joda.time.Period:1093	0 2.0 0.0
org.joda.time.Period:1094	0 2.0 0.0
org.joda.time.Period:1110	0 2.0 0.0
org.joda.time.Period:1111	0 2.0 0.0
org.joda.time.Period:1112	0 2.0 0.0
org.joda.time.Period:1128	0 2.0 0.0
org.joda.time.Period:1129	0 2.0 0.0
org.joda.time.Period:1130	0 2.0 0.0
org.joda.time.Period:1146	0 2.0 0.0
org.joda.time.Period:1147	0 2.0 0.0
org.joda.time.Period:1148	0 2.0 0.0
org.joda.time.Period:466	0 4.0 0.0
org.joda.time.Period:467	0 4.0 0.0
org.joda.time.Period:1196	0 1.0 0.0
org.joda.time.Period:1209	0 1.0 0.0
org.joda.time.Period:1222	0 1.0 0.0
org.joda.time.Period:1235	0 1.0 0.0
org.joda.time.Period:1248	0 1.0 0.0
org.joda.time.Period:1261	0 1.0 0.0
org.joda.time.Period:1274	0 1.0 0.0
org.joda.time.Period:1287	0 1.0 0.0
org.joda.time.Period:787	0 3.0 0.0
org.joda.time.Period:275	0 1.0 0.0
org.joda.time.Period:822	0 1.0 0.0
org.joda.time.Period:991	0 1.0 0.0
org.joda.time.Period:992	0 1.0 0.0
org.joda.time.Period:994	0 1.0 0.0
org.joda.time.Period:995	0 1.0 0.0
org.joda.time.Period:996	0 1.0 0.0
org.joda.time.Period:997	0 1.0 0.0
org.joda.time.Period:998	0 1.0 0.0
org.joda.time.Period:999	0 1.0 0.0
org.joda.time.Period:1000	0 1.0 0.0
org.joda.time.Period:1001	0 1.0 0.0
org.joda.time.Period:1002	0 1.0 0.0
org.joda.time.Period:1003	0 1.0 0.0
org.joda.time.Period:258	0 1.0 0.0
org.joda.time.Period:802	0 1.0 0.0
org.joda.time.Period:673	0 1.0 0.0
org.joda.time.Period:674	0 1.0 0.0
org.joda.time.Period:841	0 1.0 0.0
org.joda.time.Period:271	0 1.0 0.0
org.joda.time.Period:81	0 2.0 0.0
org.joda.time.Period:92	0 2.0 0.0
org.joda.time.Period:1170	0 1.0 0.0
org.joda.time.Period:1171	0 1.0 0.0
org.joda.time.Period:1173	0 1.0 0.0
org.joda.time.Period:1174	0 1.0 0.0
org.joda.time.Period:1175	0 1.0 0.0
org.joda.time.Period:1176	0 1.0 0.0
org.joda.time.Period:1177	0 1.0 0.0
org.joda.time.Period:1178	0 1.0 0.0
org.joda.time.Period:1179	0 1.0 0.0
org.joda.time.Period:1180	0 1.0 0.0
org.joda.time.Period:1181	0 1.0 0.0
org.joda.time.Period:1182	0 1.0 0.0
org.joda.time.Period:694	0 1.0 0.0
org.joda.time.Period:261	0 1.0 0.0
org.joda.time.DateTimeZone:254	0 47.0 0.0
org.joda.time.DateTimeZone:257	0 47.0 0.0
org.joda.time.DateTimeZone:260	0 47.0 0.0
org.joda.time.DateTimeZone:262	0 47.0 0.0
org.joda.time.DateTimeZone:263	0 47.0 0.0
org.joda.time.DateTimeZone:266	0 47.0 0.0
org.joda.time.DateTimeZone:268	0 47.0 0.0
org.joda.time.DateTimeZone:271	0 47.0 0.0
org.joda.time.DateTimeZone:272	0 47.0 0.0
org.joda.time.DateTimeZone:282	0 56.0 0.0
org.joda.time.DateTimeZone:283	0 56.0 0.0
org.joda.time.DateTimeZone:349	0 67.0 0.0
org.joda.time.DateTimeZone:352	0 67.0 0.0
org.joda.time.DateTimeZone:353	0 67.0 0.0
org.joda.time.DateTimeZone:356	0 67.0 0.0
org.joda.time.DateTimeZone:357	0 67.0 0.0
org.joda.time.DateTimeZone:363	0 67.0 0.0
org.joda.time.DateTimeZone:364	0 67.0 0.0
org.joda.time.DateTimeZone:365	0 67.0 0.0
org.joda.time.DateTimeZone:631	0 67.0 0.0
org.joda.time.DateTimeZone:632	0 67.0 0.0
org.joda.time.DateTimeZone:633	0 67.0 0.0
org.joda.time.DateTimeZone:639	0 67.0 0.0
org.joda.time.DateTimeZone:640	0 67.0 0.0
org.joda.time.DateTimeZone:641	0 67.0 0.0
org.joda.time.DateTimeZone:643	0 67.0 0.0
org.joda.time.DateTimeZone:644	0 67.0 0.0
org.joda.time.DateTimeZone:645	0 67.0 0.0
org.joda.time.DateTimeZone:646	0 67.0 0.0
org.joda.time.DateTimeZone:647	0 67.0 0.0
org.joda.time.DateTimeZone:648	0 67.0 0.0
org.joda.time.DateTimeZone:178	0 1430.0 0.0
org.joda.time.DateTimeZone:142	0 1536.0 0.0
org.joda.time.DateTimeZone:143	0 1536.0 0.0
org.joda.time.DateTimeZone:153	0 1536.0 0.0
org.joda.time.DateTimeZone:154	0 1536.0 0.0
org.joda.time.DateTimeZone:157	0 1536.0 0.0
org.joda.time.DateTimeZone:159	0 1536.0 0.0
org.joda.time.DateTimeZone:161	0 1536.0 0.0
org.joda.time.DateTimeZone:212	0 1811.0 0.0
org.joda.time.DateTimeZone:207	0 1812.0 0.0
org.joda.time.DateTimeZone:210	0 1812.0 0.0
org.joda.time.DateTimeZone:211	0 1812.0 0.0
org.joda.time.DateTimeZone:429	0 1812.0 0.0
org.joda.time.DateTimeZone:430	0 1812.0 0.0
org.joda.time.DateTimeZone:431	0 1812.0 0.0
org.joda.time.DateTimeZone:514	0 1812.0 0.0
org.joda.time.DateTimeZone:515	0 1812.0 0.0
org.joda.time.DateTimeZone:529	0 1812.0 0.0
org.joda.time.DateTimeZone:531	0 1812.0 0.0
org.joda.time.DateTimeZone:532	0 1812.0 0.0
org.joda.time.DateTimeZone:542	0 1812.0 0.0
org.joda.time.DateTimeZone:544	0 1812.0 0.0
org.joda.time.DateTimeZone:545	0 1812.0 0.0
org.joda.time.DateTimeZone:548	0 1812.0 0.0
org.joda.time.DateTimeZone:924	0 704.0 0.0
org.joda.time.DateTimeZone:925	0 704.0 0.0
org.joda.time.DateTimeZone:927	0 704.0 0.0
org.joda.time.DateTimeZone:930	0 704.0 0.0
org.joda.time.DateTimeZone:951	0 692.0 0.0
org.joda.time.DateTimeZone:952	0 692.0 0.0
org.joda.time.DateTimeZone:953	0 692.0 0.0
org.joda.time.DateTimeZone:954	0 692.0 0.0
org.joda.time.DateTimeZone:955	0 660.0 0.0
org.joda.time.DateTimeZone:957	0 668.0 0.0
org.joda.time.DateTimeZone:974	0 669.0 0.0
org.joda.time.DateTimeZone:976	0 669.0 0.0
org.joda.time.DateTimeZone:978	0 669.0 0.0
