org.joda.time.IllegalFieldValueException:314	1.0 0.0 1.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:53	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BasicMonthOfYearDateTimeField:54	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BasicMonthOfYearDateTimeField:55	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BasicDayOfMonthDateTimeField:41	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BasicDayOfMonthDateTimeField:42	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BasicDayOfMonthDateTimeField:43	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJEraDateTimeField:46	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJEraDateTimeField:47	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJEraDateTimeField:48	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:99	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:100	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:101	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:102	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:103	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:268	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:308	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:319	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:320	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:323	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:327	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:328	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:329	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:330	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:331	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:332	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:333	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:334	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:335	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:336	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:337	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:338	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:343	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:344	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:345	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:346	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:347	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:348	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:349	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:350	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:351	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:352	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:353	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:354	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:355	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:356	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:357	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:358	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:359	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:360	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:361	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:362	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:363	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:364	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:365	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:369	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:370	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:385	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:386	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:436	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.AssembledChronology:437	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BasicDayOfYearDateTimeField:41	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BasicDayOfYearDateTimeField:42	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BasicDayOfYearDateTimeField:43	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDateTimeField:54	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDateTimeField:55	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDateTimeField:58	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDateTimeField:61	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDateTimeField:62	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDateTimeField:70	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDateTimeField:86	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:52	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:54	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:58	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:59	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:62	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:66	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:67	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:76	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:77	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:87	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:88	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:89	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:90	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:148	1.0 2238.0 0.021133574210488573
org.joda.time.field.RemainderDateTimeField:158	1.0 2238.0 0.021133574210488573
org.joda.time.field.BaseDurationField:47	1.0 2238.0 0.021133574210488573
org.joda.time.field.BaseDurationField:48	1.0 2238.0 0.021133574210488573
org.joda.time.field.BaseDurationField:51	1.0 2238.0 0.021133574210488573
org.joda.time.field.BaseDurationField:52	1.0 2238.0 0.021133574210488573
org.joda.time.field.BaseDurationField:66	1.0 2238.0 0.021133574210488573
org.joda.time.field.MillisDurationField:38	1.0 2238.0 0.021133574210488573
org.joda.time.field.MillisDurationField:44	1.0 2238.0 0.021133574210488573
org.joda.time.field.MillisDurationField:45	1.0 2238.0 0.021133574210488573
org.joda.time.field.MillisDurationField:71	1.0 2238.0 0.021133574210488573
org.joda.time.field.MillisDurationField:80	1.0 2238.0 0.021133574210488573
org.joda.time.field.UnsupportedDurationField:53	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.BaseChronology:660	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJMonthOfYearDateTimeField:37	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJMonthOfYearDateTimeField:38	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJYearOfEraDateTimeField:40	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJYearOfEraDateTimeField:41	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJYearOfEraDateTimeField:42	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJYearOfEraDateTimeField:93	1.0 2238.0 0.021133574210488573
org.joda.time.chrono.GJYearOfEraDateTimeField:97	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDurationField:52	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDurationField:53	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDurationField:56	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDurationField:59	1.0 2238.0 0.021133574210488573
org.joda.time.field.DecoratedDurationField:60	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:56	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:58	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:62	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:63	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:66	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:70	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:72	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:73	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:75	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:76	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:78	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:79	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:80	1.0 2238.0 0.021133574210488573
org.joda.time.field.DividedDateTimeField:182	1.0 2238.0 0.021133574210488573
org.joda.time.field.ImpreciseDateTimeField:55	1.0 2238.0 0.021133574210488573
org.joda.time.field.ImpreciseDateTimeField:56	1.0 2238.0 0.021133574210488573
org.joda.time.field.ImpreciseDateTimeField:57	1.0 2238.0 0.021133574210488573
org.joda.time.field.ImpreciseDateTimeField:58	1.0 2238.0 0.021133574210488573
org.joda.time.field.ImpreciseDateTimeField:137	1.0 2238.0 0.021133574210488573
org.joda.time.field.ImpreciseDateTimeField:151	1.0 2238.0 0.021133574210488573
org.joda.time.field.ImpreciseDateTimeField:152	1.0 2238.0 0.021133574210488573
org.joda.time.field.ImpreciseDateTimeField:153	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:46	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:47	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:58	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:59	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:73	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:75	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:79	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:81	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:82	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:86	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:87	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:91	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:174	1.0 2238.0 0.021133574210488573
org.joda.time.field.OffsetDateTimeField:183	1.0 2238.0 0.021133574210488573
org.joda.time.field.PreciseDurationField:43	1.0 2238.0 0.021133574210488573
org.joda.time.field.PreciseDurationField:44	1.0 2238.0 0.021133574210488573
org.joda.time.field.PreciseDurationField:45	1.0 2238.0 0.021133574210488573
org.joda.time.field.PreciseDurationField:54	1.0 2238.0 0.021133574210488573
org.joda.time.field.PreciseDurationField:63	1.0 2238.0 0.021133574210488573
org.joda.time.field.ScaledDurationField:47	1.0 2238.0 0.021133574210488573
org.joda.time.field.ScaledDurationField:48	1.0 2238.0 0.021133574210488573
org.joda.time.field.ScaledDurationField:51	1.0 2238.0 0.021133574210488573
org.joda.time.field.ScaledDurationField:52	1.0 2238.0 0.021133574210488573
org.joda.time.field.ZeroIsMaxDateTimeField:45	1.0 2238.0 0.021133574210488573
org.joda.time.field.ZeroIsMaxDateTimeField:46	1.0 2238.0 0.021133574210488573
org.joda.time.field.ZeroIsMaxDateTimeField:49	1.0 2238.0 0.021133574210488573
org.joda.time.tz.FixedDateTimeZone:102	1.0 2238.0 0.021133574210488573
org.joda.time.DateTimeFieldType:200	1.0 2239.0 0.021128856368212913
org.joda.time.DateTimeFieldType:227	1.0 2239.0 0.021128856368212913
org.joda.time.DateTimeFieldType:273	1.0 2239.0 0.021128856368212913
org.joda.time.DateTimeFieldType:327	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:49	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:50	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:51	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:55	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:56	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:57	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:59	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:70	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:71	1.0 2239.0 0.021128856368212913
org.joda.time.field.UnsupportedDurationField:72	1.0 2239.0 0.021128856368212913
org.joda.time.DateTimeField:33	1.0 2239.0 0.021128856368212913
org.joda.time.DurationField:30	1.0 2239.0 0.021128856368212913
org.joda.time.DurationFieldType:278	1.0 2239.0 0.021128856368212913
org.joda.time.chrono.BaseChronology:54	1.0 2240.0 0.021124141684149264
org.joda.time.chrono.BaseChronology:55	1.0 2240.0 0.021124141684149264
org.joda.time.Chronology:63	1.0 2240.0 0.021124141684149264
org.joda.time.DateTimeFieldType:73	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:76	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:79	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:82	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:85	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:88	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:91	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:94	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:97	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:100	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:103	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:106	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:110	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:113	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:116	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:119	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:122	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:125	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:128	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:131	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:134	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:137	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:140	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:153	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:154	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:155	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:444	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:445	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:446	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:447	1.0 2241.0 0.021119430154775586
org.joda.time.DateTimeFieldType:448	1.0 2241.0 0.021119430154775586
org.joda.time.DurationFieldType:141	1.0 2241.0 0.021119430154775586
org.joda.time.DurationFieldType:169	1.0 2241.0 0.021119430154775586
org.joda.time.DurationFieldType:196	1.0 2241.0 0.021119430154775586
org.joda.time.DurationFieldType:205	1.0 2241.0 0.021119430154775586
org.joda.time.DurationFieldType:105	1.0 2249.0 0.021081851067789197
org.joda.time.DurationFieldType:178	1.0 2264.0 0.021011927654376678
org.joda.time.DurationFieldType:187	1.0 2264.0 0.021011927654376678
org.joda.time.DurationFieldType:160	1.0 2272.0 0.020974918506045256
org.joda.time.DurationFieldType:114	1.0 2275.0 0.020961090407515925
org.joda.time.DurationFieldType:123	1.0 2275.0 0.020961090407515925
org.joda.time.DurationFieldType:132	1.0 2275.0 0.020961090407515925
org.joda.time.DurationFieldType:151	1.0 2276.0 0.020956487115397715
org.joda.time.DateTimeUtils:35	1.0 2308.0 0.02081076444648586
org.joda.time.DateTimeUtils:37	1.0 2308.0 0.02081076444648586
org.joda.time.DateTimeUtils:393	1.0 2308.0 0.02081076444648586
org.joda.time.DurationFieldType:60	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:62	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:64	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:66	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:68	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:70	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:72	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:74	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:76	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:78	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:80	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:82	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:94	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:95	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:96	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:259	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:260	1.0 2391.0 0.020446520502738267
org.joda.time.DurationFieldType:261	1.0 2391.0 0.020446520502738267
org.joda.time.DateTimeZone:204	1.0 2480.0 0.02007643596197061
org.joda.time.DateTimeZone:706	1.0 2481.0 0.020072391147592506
org.joda.time.DateTimeZone:95	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:115	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:116	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:117	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:415	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:416	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:418	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:419	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:423	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:426	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:443	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:446	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:448	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:460	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:462	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:469	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:473	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:517	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:518	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:689	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:690	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:693	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:694	1.0 2482.0 0.02006834877696495
org.joda.time.DateTimeZone:458	1.0 2484.0 0.020060271357125986
org.joda.time.DateTimeZone:466	1.0 2484.0 0.020060271357125986
org.joda.time.tz.FixedDateTimeZone:38	1.0 2484.0 0.020060271357125986
org.joda.time.tz.FixedDateTimeZone:39	1.0 2484.0 0.020060271357125986
org.joda.time.tz.FixedDateTimeZone:40	1.0 2484.0 0.020060271357125986
org.joda.time.tz.FixedDateTimeZone:41	1.0 2484.0 0.020060271357125986
org.joda.time.tz.FixedDateTimeZone:42	1.0 2484.0 0.020060271357125986
org.joda.time.tz.FixedDateTimeZone:88	1.0 2484.0 0.020060271357125986
org.joda.time.tz.FixedDateTimeZone:89	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:82	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:83	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:106	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:107	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:110	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:111	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:114	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:115	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:117	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:118	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:121	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:123	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:124	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:136	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:140	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:141	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:145	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:150	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:152	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:153	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:154	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:155	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:174	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:196	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:199	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:200	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:201	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:205	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:214	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:252	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:253	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:255	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:258	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:260	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:262	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:263	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:274	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:275	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:276	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:277	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:281	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:282	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:284	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:287	1.0 2484.0 0.020060271357125986
org.joda.time.tz.ZoneInfoProvider:289	1.0 2484.0 0.020060271357125986
org.joda.time.IllegalFieldValueException:74	0 2.0 0.0
org.joda.time.IllegalFieldValueException:76	0 2.0 0.0
org.joda.time.IllegalFieldValueException:79	0 2.0 0.0
org.joda.time.IllegalFieldValueException:80	0 2.0 0.0
org.joda.time.IllegalFieldValueException:81	0 2.0 0.0
org.joda.time.IllegalFieldValueException:84	0 2.0 0.0
org.joda.time.IllegalFieldValueException:86	0 2.0 0.0
org.joda.time.IllegalFieldValueException:150	0 1.0 0.0
org.joda.time.IllegalFieldValueException:151	0 1.0 0.0
org.joda.time.IllegalFieldValueException:152	0 1.0 0.0
org.joda.time.IllegalFieldValueException:153	0 1.0 0.0
org.joda.time.IllegalFieldValueException:154	0 1.0 0.0
org.joda.time.IllegalFieldValueException:155	0 1.0 0.0
org.joda.time.IllegalFieldValueException:156	0 1.0 0.0
org.joda.time.IllegalFieldValueException:157	0 1.0 0.0
org.joda.time.IllegalFieldValueException:158	0 1.0 0.0
org.joda.time.IllegalFieldValueException:159	0 1.0 0.0
org.joda.time.IllegalFieldValueException:207	0 1.0 0.0
org.joda.time.IllegalFieldValueException:208	0 1.0 0.0
org.joda.time.IllegalFieldValueException:209	0 1.0 0.0
org.joda.time.IllegalFieldValueException:210	0 1.0 0.0
org.joda.time.IllegalFieldValueException:211	0 1.0 0.0
org.joda.time.IllegalFieldValueException:212	0 1.0 0.0
org.joda.time.IllegalFieldValueException:213	0 1.0 0.0
org.joda.time.IllegalFieldValueException:214	0 1.0 0.0
org.joda.time.IllegalFieldValueException:215	0 1.0 0.0
org.joda.time.IllegalFieldValueException:216	0 1.0 0.0
org.joda.time.IllegalFieldValueException:225	0 1.0 0.0
org.joda.time.IllegalFieldValueException:226	0 1.0 0.0
org.joda.time.IllegalFieldValueException:227	0 1.0 0.0
org.joda.time.IllegalFieldValueException:228	0 1.0 0.0
org.joda.time.IllegalFieldValueException:229	0 1.0 0.0
org.joda.time.IllegalFieldValueException:230	0 1.0 0.0
org.joda.time.IllegalFieldValueException:231	0 1.0 0.0
org.joda.time.IllegalFieldValueException:232	0 1.0 0.0
org.joda.time.IllegalFieldValueException:233	0 1.0 0.0
org.joda.time.IllegalFieldValueException:234	0 1.0 0.0
org.joda.time.IllegalFieldValueException:243	0 8.0 0.0
org.joda.time.IllegalFieldValueException:252	0 8.0 0.0
org.joda.time.IllegalFieldValueException:261	0 8.0 0.0
org.joda.time.IllegalFieldValueException:270	0 8.0 0.0
org.joda.time.IllegalFieldValueException:279	0 8.0 0.0
org.joda.time.IllegalFieldValueException:288	0 8.0 0.0
org.joda.time.IllegalFieldValueException:289	0 8.0 0.0
org.joda.time.IllegalFieldValueException:290	0 8.0 0.0
org.joda.time.IllegalFieldValueException:292	0 8.0 0.0
org.joda.time.IllegalFieldValueException:301	0 8.0 0.0
org.joda.time.IllegalFieldValueException:310	0 8.0 0.0
org.joda.time.IllegalFieldValueException:45	0 27.0 0.0
