org.jfree.chart.plot.MultiplePiePlot:166	1.0 0.0 1.0
org.jfree.chart.plot.Plot:194	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:198	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:201	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:210	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:219	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:223	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:264	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:267	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:284	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:286	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:287	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:288	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:289	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:290	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:291	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:292	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:293	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:294	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:296	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:297	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:298	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:300	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:302	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.Plot:304	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:59	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:62	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:65	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:68	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:71	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:74	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:77	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:80	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:83	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:86	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:89	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:92	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:95	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:98	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:101	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:104	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:107	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:110	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:113	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:116	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:119	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:122	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:125	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:128	1.0 159.0 0.07905694150420949
org.jfree.chart.ChartColor:151	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:83	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:87	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:91	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:95	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:100	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:105	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:150	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:156	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:197	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:199	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:200	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:201	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:202	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:203	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:204	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:205	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:289	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:291	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:292	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:293	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:294	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:297	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:299	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:302	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:303	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:304	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:307	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:308	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:309	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:312	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:315	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:316	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:317	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:320	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:323	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:324	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:325	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:328	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:331	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:332	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:333	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:335	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:517	1.0 159.0 0.07905694150420949
org.jfree.chart.plot.DefaultDrawingSupplier:532	1.0 159.0 0.07905694150420949
org.jfree.chart.util.RectangleInsets:65	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:102	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:103	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:116	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:117	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:120	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:121	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:122	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:123	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:124	1.0 173.0 0.07580980435789034
org.jfree.chart.util.RectangleInsets:125	1.0 173.0 0.07580980435789034
org.jfree.chart.util.UnitType:56	1.0 177.0 0.07495316889958614
org.jfree.chart.util.UnitType:59	1.0 177.0 0.07495316889958614
org.jfree.chart.util.UnitType:69	1.0 177.0 0.07495316889958614
org.jfree.chart.util.UnitType:70	1.0 177.0 0.07495316889958614
org.jfree.chart.util.UnitType:71	1.0 177.0 0.07495316889958614
org.jfree.chart.util.AbstractObjectList:68	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:71	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:77	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:78	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:86	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:87	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:95	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:96	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:97	1.0 185.0 0.07332355751067665
org.jfree.chart.util.AbstractObjectList:98	1.0 185.0 0.07332355751067665
org.jfree.chart.util.ObjectList:58	1.0 185.0 0.07332355751067665
org.jfree.chart.util.ObjectList:59	1.0 185.0 0.07332355751067665
org.jfree.chart.event.ChartChangeEvent:69	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEvent:70	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEvent:93	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEvent:94	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEvent:95	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEvent:96	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEventType:55	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEventType:59	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEventType:63	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEventType:74	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEventType:75	1.0 187.0 0.07293249574894728
org.jfree.chart.event.ChartChangeEventType:76	1.0 187.0 0.07293249574894728
org.jfree.chart.plot.MultiplePiePlot:213	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:216	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:220	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:221	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:222	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:240	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:243	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:244	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:245	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:264	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:265	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:266	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:289	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:292	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:293	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:294	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:317	0 2.0 0.0
org.jfree.chart.plot.MultiplePiePlot:320	0 2.0 0.0
org.jfree.chart.plot.MultiplePiePlot:321	0 2.0 0.0
org.jfree.chart.plot.MultiplePiePlot:322	0 2.0 0.0
org.jfree.chart.plot.MultiplePiePlot:562	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:565	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:568	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:569	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:570	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:572	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:573	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:575	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:576	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:578	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:580	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:582	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:583	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:585	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:588	0 3.0 0.0
org.jfree.chart.plot.MultiplePiePlot:599	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:600	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:601	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:613	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:614	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:615	0 1.0 0.0
org.jfree.chart.plot.MultiplePiePlot:616	0 1.0 0.0
org.jfree.data.general.AbstractDataset:132	0 117.0 0.0
org.jfree.data.general.AbstractDataset:133	0 117.0 0.0
org.jfree.data.general.AbstractDataset:170	0 88.0 0.0
org.jfree.data.general.AbstractDataset:171	0 88.0 0.0
org.jfree.data.general.AbstractDataset:184	0 89.0 0.0
org.jfree.data.general.AbstractDataset:185	0 89.0 0.0
org.jfree.data.general.AbstractDataset:192	0 89.0 0.0
org.jfree.data.general.AbstractDataset:144	0 20.0 0.0
org.jfree.data.general.AbstractDataset:145	0 20.0 0.0
org.jfree.data.general.AbstractDataset:186	0 31.0 0.0
org.jfree.data.general.AbstractDataset:187	0 31.0 0.0
org.jfree.data.general.AbstractDataset:218	0 14.0 0.0
org.jfree.data.general.AbstractDataset:219	0 14.0 0.0
org.jfree.data.general.AbstractDataset:231	0 14.0 0.0
org.jfree.data.general.AbstractDataset:232	0 14.0 0.0
org.jfree.data.general.AbstractDataset:233	0 14.0 0.0
org.jfree.data.general.AbstractDataset:235	0 14.0 0.0
org.jfree.data.general.AbstractDataset:255	0 14.0 0.0
org.jfree.data.general.AbstractDataset:256	0 14.0 0.0
org.jfree.chart.JFreeChart:959	0 4.0 0.0
org.jfree.chart.JFreeChart:960	0 4.0 0.0
org.jfree.chart.JFreeChart:961	0 4.0 0.0
org.jfree.chart.JFreeChart:962	0 4.0 0.0
org.jfree.chart.JFreeChart:574	0 4.0 0.0
org.jfree.chart.JFreeChart:576	0 4.0 0.0
org.jfree.chart.JFreeChart:646	0 5.0 0.0
org.jfree.chart.JFreeChart:647	0 5.0 0.0
org.jfree.chart.JFreeChart:1497	0 77.0 0.0
org.jfree.chart.JFreeChart:1498	0 77.0 0.0
org.jfree.chart.JFreeChart:1499	0 77.0 0.0
org.jfree.chart.JFreeChart:404	0 107.0 0.0
org.jfree.chart.JFreeChart:407	0 107.0 0.0
org.jfree.chart.JFreeChart:408	0 107.0 0.0
org.jfree.chart.JFreeChart:807	0 74.0 0.0
org.jfree.chart.JFreeChart:1566	0 70.0 0.0
org.jfree.chart.JFreeChart:1567	0 70.0 0.0
org.jfree.chart.JFreeChart:1568	0 70.0 0.0
org.jfree.chart.JFreeChart:457	0 33.0 0.0
org.jfree.chart.JFreeChart:1136	0 33.0 0.0
org.jfree.chart.JFreeChart:1140	0 33.0 0.0
org.jfree.chart.JFreeChart:1146	0 33.0 0.0
org.jfree.chart.JFreeChart:1147	0 33.0 0.0
org.jfree.chart.JFreeChart:1149	0 33.0 0.0
org.jfree.chart.JFreeChart:1152	0 33.0 0.0
org.jfree.chart.JFreeChart:1153	0 33.0 0.0
org.jfree.chart.JFreeChart:1154	0 33.0 0.0
org.jfree.chart.JFreeChart:1157	0 33.0 0.0
org.jfree.chart.JFreeChart:1171	0 33.0 0.0
org.jfree.chart.JFreeChart:1186	0 33.0 0.0
org.jfree.chart.JFreeChart:1187	0 33.0 0.0
org.jfree.chart.JFreeChart:1188	0 33.0 0.0
org.jfree.chart.JFreeChart:1190	0 33.0 0.0
org.jfree.chart.JFreeChart:1191	0 33.0 0.0
org.jfree.chart.JFreeChart:1194	0 33.0 0.0
org.jfree.chart.JFreeChart:1195	0 31.0 0.0
org.jfree.chart.JFreeChart:1197	0 31.0 0.0
org.jfree.chart.JFreeChart:1202	0 33.0 0.0
org.jfree.chart.JFreeChart:1203	0 33.0 0.0
org.jfree.chart.JFreeChart:1204	0 32.0 0.0
org.jfree.chart.JFreeChart:1205	0 32.0 0.0
org.jfree.chart.JFreeChart:1207	0 32.0 0.0
org.jfree.chart.JFreeChart:1210	0 32.0 0.0
org.jfree.chart.JFreeChart:1212	0 33.0 0.0
org.jfree.chart.JFreeChart:1215	0 33.0 0.0
org.jfree.chart.JFreeChart:1216	0 33.0 0.0
org.jfree.chart.JFreeChart:1219	0 33.0 0.0
org.jfree.chart.JFreeChart:1221	0 33.0 0.0
org.jfree.chart.JFreeChart:1223	0 33.0 0.0
org.jfree.chart.JFreeChart:1225	0 33.0 0.0
org.jfree.chart.JFreeChart:1240	0 33.0 0.0
org.jfree.chart.JFreeChart:1241	0 33.0 0.0
org.jfree.chart.JFreeChart:1242	0 33.0 0.0
org.jfree.chart.JFreeChart:1245	0 33.0 0.0
org.jfree.chart.JFreeChart:1246	0 33.0 0.0
org.jfree.chart.JFreeChart:1251	0 33.0 0.0
org.jfree.chart.JFreeChart:1252	0 31.0 0.0
org.jfree.chart.JFreeChart:1254	0 32.0 0.0
org.jfree.chart.JFreeChart:1257	0 32.0 0.0
org.jfree.chart.JFreeChart:1258	0 32.0 0.0
org.jfree.chart.JFreeChart:1261	0 33.0 0.0
org.jfree.chart.JFreeChart:1282	0 33.0 0.0
org.jfree.chart.JFreeChart:1285	0 33.0 0.0
org.jfree.chart.JFreeChart:1288	0 33.0 0.0
org.jfree.chart.JFreeChart:1289	0 33.0 0.0
org.jfree.chart.JFreeChart:1290	0 33.0 0.0
org.jfree.chart.JFreeChart:1291	0 33.0 0.0
org.jfree.chart.JFreeChart:1294	0 33.0 0.0
org.jfree.chart.JFreeChart:1295	0 33.0 0.0
org.jfree.chart.JFreeChart:1298	0 33.0 0.0
org.jfree.chart.JFreeChart:1301	0 33.0 0.0
org.jfree.chart.JFreeChart:1302	0 33.0 0.0
org.jfree.chart.JFreeChart:1303	0 33.0 0.0
org.jfree.chart.JFreeChart:1304	0 33.0 0.0
org.jfree.chart.JFreeChart:1305	0 31.0 0.0
org.jfree.chart.JFreeChart:1306	0 31.0 0.0
org.jfree.chart.JFreeChart:1308	0 31.0 0.0
org.jfree.chart.JFreeChart:1309	0 31.0 0.0
org.jfree.chart.JFreeChart:1312	0 31.0 0.0
org.jfree.chart.JFreeChart:1313	0 32.0 0.0
org.jfree.chart.JFreeChart:1314	0 32.0 0.0
org.jfree.chart.JFreeChart:1315	0 32.0 0.0
org.jfree.chart.JFreeChart:1317	0 32.0 0.0
org.jfree.chart.JFreeChart:1318	0 32.0 0.0
org.jfree.chart.JFreeChart:1320	0 32.0 0.0
org.jfree.chart.JFreeChart:1341	0 33.0 0.0
org.jfree.chart.JFreeChart:1342	0 33.0 0.0
org.jfree.chart.JFreeChart:1343	0 31.0 0.0
org.jfree.chart.JFreeChart:1344	0 31.0 0.0
org.jfree.chart.JFreeChart:1346	0 33.0 0.0
org.jfree.chart.JFreeChart:1539	0 33.0 0.0
org.jfree.chart.JFreeChart:1540	0 33.0 0.0
org.jfree.chart.JFreeChart:1546	0 33.0 0.0
org.jfree.chart.JFreeChart:1460	0 20.0 0.0
org.jfree.chart.JFreeChart:1463	0 20.0 0.0
org.jfree.chart.JFreeChart:1464	0 20.0 0.0
org.jfree.chart.JFreeChart:1500	0 20.0 0.0
org.jfree.chart.JFreeChart:1501	0 20.0 0.0
org.jfree.chart.JFreeChart:1373	0 7.0 0.0
org.jfree.chart.JFreeChart:1391	0 7.0 0.0
org.jfree.chart.JFreeChart:1392	0 7.0 0.0
org.jfree.chart.JFreeChart:1393	0 7.0 0.0
org.jfree.chart.JFreeChart:1394	0 7.0 0.0
org.jfree.chart.JFreeChart:1395	0 7.0 0.0
org.jfree.chart.JFreeChart:441	0 1.0 0.0
org.jfree.chart.JFreeChart:444	0 1.0 0.0
org.jfree.chart.JFreeChart:445	0 1.0 0.0
org.jfree.chart.JFreeChart:446	0 1.0 0.0
org.jfree.chart.JFreeChart:469	0 1.0 0.0
org.jfree.chart.JFreeChart:470	0 1.0 0.0
org.jfree.chart.JFreeChart:471	0 1.0 0.0
org.jfree.chart.JFreeChart:492	0 1.0 0.0
org.jfree.chart.JFreeChart:493	0 1.0 0.0
org.jfree.chart.JFreeChart:494	0 1.0 0.0
org.jfree.chart.JFreeChart:515	0 1.0 0.0
org.jfree.chart.JFreeChart:516	0 1.0 0.0
org.jfree.chart.JFreeChart:517	0 1.0 0.0
org.jfree.chart.JFreeChart:539	0 1.0 0.0
org.jfree.chart.JFreeChart:542	0 1.0 0.0
org.jfree.chart.JFreeChart:543	0 1.0 0.0
org.jfree.chart.JFreeChart:544	0 1.0 0.0
org.jfree.chart.JFreeChart:594	0 1.0 0.0
org.jfree.chart.JFreeChart:595	0 1.0 0.0
org.jfree.chart.JFreeChart:599	0 1.0 0.0
org.jfree.chart.JFreeChart:605	0 1.0 0.0
org.jfree.chart.JFreeChart:740	0 2.0 0.0
org.jfree.chart.JFreeChart:743	0 2.0 0.0
org.jfree.chart.JFreeChart:744	0 2.0 0.0
org.jfree.chart.JFreeChart:745	0 2.0 0.0
org.jfree.chart.JFreeChart:746	0 2.0 0.0
org.jfree.chart.JFreeChart:996	0 1.0 0.0
org.jfree.chart.JFreeChart:1003	0 1.0 0.0
org.jfree.chart.JFreeChart:1004	0 1.0 0.0
org.jfree.chart.JFreeChart:1005	0 1.0 0.0
org.jfree.chart.JFreeChart:1009	0 1.0 0.0
org.jfree.chart.JFreeChart:1033	0 1.0 0.0
org.jfree.chart.JFreeChart:1034	0 1.0 0.0
org.jfree.chart.JFreeChart:1035	0 1.0 0.0
org.jfree.chart.JFreeChart:1037	0 1.0 0.0
org.jfree.chart.JFreeChart:1060	0 1.0 0.0
org.jfree.chart.JFreeChart:1061	0 1.0 0.0
org.jfree.chart.JFreeChart:1062	0 1.0 0.0
org.jfree.chart.JFreeChart:1065	0 1.0 0.0
org.jfree.chart.JFreeChart:1555	0 3.0 0.0
org.jfree.chart.JFreeChart:1556	0 3.0 0.0
org.jfree.chart.JFreeChart:1557	0 3.0 0.0
org.jfree.chart.JFreeChart:1578	0 12.0 0.0
org.jfree.chart.JFreeChart:1581	0 11.0 0.0
org.jfree.chart.JFreeChart:1584	0 11.0 0.0
org.jfree.chart.JFreeChart:1585	0 11.0 0.0
org.jfree.chart.JFreeChart:1586	0 1.0 0.0
org.jfree.chart.JFreeChart:1588	0 11.0 0.0
org.jfree.chart.JFreeChart:1589	0 1.0 0.0
org.jfree.chart.JFreeChart:1591	0 11.0 0.0
org.jfree.chart.JFreeChart:1592	0 1.0 0.0
org.jfree.chart.JFreeChart:1594	0 11.0 0.0
org.jfree.chart.JFreeChart:1595	0 1.0 0.0
org.jfree.chart.JFreeChart:1597	0 11.0 0.0
org.jfree.chart.JFreeChart:1598	0 1.0 0.0
org.jfree.chart.JFreeChart:1600	0 11.0 0.0
org.jfree.chart.JFreeChart:1601	0 2.0 0.0
org.jfree.chart.JFreeChart:1603	0 11.0 0.0
org.jfree.chart.JFreeChart:1604	0 2.0 0.0
org.jfree.chart.JFreeChart:1606	0 10.0 0.0
org.jfree.chart.JFreeChart:1607	0 1.0 0.0
org.jfree.chart.JFreeChart:1609	0 10.0 0.0
org.jfree.chart.JFreeChart:1612	0 1.0 0.0
org.jfree.chart.JFreeChart:1614	0 10.0 0.0
org.jfree.chart.JFreeChart:1616	0 1.0 0.0
org.jfree.chart.JFreeChart:1618	0 10.0 0.0
org.jfree.chart.JFreeChart:1619	0 1.0 0.0
org.jfree.chart.JFreeChart:1621	0 10.0 0.0
org.jfree.chart.JFreeChart:1622	0 1.0 0.0
org.jfree.chart.JFreeChart:1624	0 10.0 0.0
org.jfree.chart.JFreeChart:1627	0 10.0 0.0
org.jfree.chart.JFreeChart:712	0 13.0 0.0
org.jfree.chart.JFreeChart:725	0 10.0 0.0
org.jfree.chart.JFreeChart:726	0 1.0 0.0
org.jfree.chart.JFreeChart:728	0 10.0 0.0
org.jfree.chart.JFreeChart:1638	0 9.0 0.0
org.jfree.chart.JFreeChart:1639	0 9.0 0.0
org.jfree.chart.JFreeChart:1640	0 9.0 0.0
org.jfree.chart.JFreeChart:1641	0 9.0 0.0
org.jfree.chart.JFreeChart:1642	0 9.0 0.0
org.jfree.chart.JFreeChart:1654	0 9.0 0.0
org.jfree.chart.JFreeChart:1655	0 9.0 0.0
org.jfree.chart.JFreeChart:1656	0 9.0 0.0
org.jfree.chart.JFreeChart:1657	0 9.0 0.0
org.jfree.chart.JFreeChart:1658	0 9.0 0.0
org.jfree.chart.JFreeChart:1659	0 9.0 0.0
org.jfree.chart.JFreeChart:1660	0 9.0 0.0
org.jfree.chart.JFreeChart:1665	0 9.0 0.0
org.jfree.chart.JFreeChart:1666	0 9.0 0.0
org.jfree.chart.JFreeChart:1669	0 9.0 0.0
org.jfree.chart.JFreeChart:1670	0 8.0 0.0
org.jfree.chart.JFreeChart:1672	0 9.0 0.0
org.jfree.chart.JFreeChart:1673	0 9.0 0.0
org.jfree.chart.JFreeChart:741	0 1.0 0.0
org.jfree.chart.JFreeChart:758	0 1.0 0.0
org.jfree.chart.JFreeChart:759	0 1.0 0.0
org.jfree.chart.JFreeChart:762	0 1.0 0.0
org.jfree.chart.JFreeChart:765	0 1.0 0.0
org.jfree.chart.JFreeChart:766	0 1.0 0.0
org.jfree.chart.JFreeChart:767	0 1.0 0.0
org.jfree.chart.JFreeChart:768	0 1.0 0.0
org.jfree.chart.JFreeChart:675	0 1.0 0.0
org.jfree.chart.JFreeChart:557	0 1.0 0.0
org.jfree.chart.JFreeChart:572	0 1.0 0.0
org.jfree.chart.JFreeChart:1579	0 1.0 0.0
org.jfree.chart.JFreeChart:1358	0 4.0 0.0
org.jfree.chart.JFreeChart:1141	0 1.0 0.0
org.jfree.chart.JFreeChart:1142	0 1.0 0.0
org.jfree.chart.JFreeChart:1192	0 1.0 0.0
org.jfree.chart.JFreeChart:1198	0 1.0 0.0
org.jfree.chart.JFreeChart:1217	0 1.0 0.0
org.jfree.chart.title.LegendTitle:542	0 3.0 0.0
org.jfree.chart.title.LegendTitle:541	0 11.0 0.0
org.jfree.chart.title.LegendTitle:108	0 95.0 0.0
org.jfree.chart.title.LegendTitle:175	0 95.0 0.0
org.jfree.chart.title.LegendTitle:176	0 95.0 0.0
org.jfree.chart.title.LegendTitle:261	0 21.0 0.0
org.jfree.chart.title.LegendTitle:282	0 21.0 0.0
org.jfree.chart.title.LegendTitle:388	0 32.0 0.0
org.jfree.chart.title.LegendTitle:389	0 32.0 0.0
org.jfree.chart.title.LegendTitle:390	0 32.0 0.0
org.jfree.chart.title.LegendTitle:391	0 32.0 0.0
org.jfree.chart.title.LegendTitle:396	0 32.0 0.0
org.jfree.chart.title.LegendTitle:397	0 32.0 0.0
org.jfree.chart.title.LegendTitle:398	0 32.0 0.0
org.jfree.chart.title.LegendTitle:399	0 32.0 0.0
org.jfree.chart.title.LegendTitle:400	0 21.0 0.0
org.jfree.chart.title.LegendTitle:401	0 21.0 0.0
org.jfree.chart.title.LegendTitle:402	0 21.0 0.0
org.jfree.chart.title.LegendTitle:406	0 32.0 0.0
org.jfree.chart.title.LegendTitle:416	0 21.0 0.0
