org.apache.commons.lang3.time.FastDateParser:180	1.0 0.0 0.7071067811865475
org.apache.commons.lang3.time.FastDatePrinter:453	0.0 32.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:454	0.0 32.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:456	0.0 32.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:415	0.0 28.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:441	0.0 28.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:466	0.0 9.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:482	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:200	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:220	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:221	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:250	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:251	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:238	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:239	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:474	0.0 4.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:207	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:259	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:262	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:264	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1079	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1080	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1081	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1083	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1084	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1085	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1089	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:508	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:511	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:512	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:232	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:233	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:380	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:381	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:431	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:432	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:433	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:599	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:600	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:601	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:608	0.0 46.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:616	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:617	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:800	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:801	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:805	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:806	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:807	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:814	0.0 43.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:822	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:823	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:830	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:838	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:841	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:842	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:844	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:847	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:849	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:831	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:832	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:834	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:835	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:839	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:632	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:633	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:634	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:641	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:649	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:650	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:667	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:668	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:669	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:670	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:677	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:678	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:679	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:680	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:681	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:683	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:684	0.0 41.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:692	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:693	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1208	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1209	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1210	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1211	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1213	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1214	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1215	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1222	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1230	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1233	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1234	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1235	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1107	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1108	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1110	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1111	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1112	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1119	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1140	0.0 34.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1141	0.0 34.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1150	0.0 34.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1151	0.0 34.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1152	0.0 34.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1159	0.0 34.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1167	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1169	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1170	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1171	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1176	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1177	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1178	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1180	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1181	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1184	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1185	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1186	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1187	0.0 8.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:1173	0.0 1.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:987	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:988	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:989	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:996	0.0 6.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:940	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:946	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:947	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:954	0.0 38.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:962	0.0 27.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:963	0.0 27.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:970	0.0 27.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:971	0.0 27.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:972	0.0 27.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:863	0.0 44.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:864	0.0 44.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:865	0.0 44.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:872	0.0 44.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:880	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:881	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:888	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:889	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:890	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:894	0.0 30.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:901	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:907	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:908	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:915	0.0 3.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:747	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:754	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:755	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:762	0.0 5.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:770	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:771	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:778	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:779	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:784	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:707	0.0 10.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:708	0.0 10.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:709	0.0 10.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:716	0.0 10.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:724	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:725	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:732	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:733	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:734	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:735	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:736	0.0 2.0 0.0
org.apache.commons.lang3.time.FastDatePrinter:740	0.0 2.0 0.0
org.apache.commons.lang3.time.FormatCache:35	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:41	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:44	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:70	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:73	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:74	0.0 45.0 0.0
org.apache.commons.lang3.time.FormatCache:76	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:77	0.0 37.0 0.0
org.apache.commons.lang3.time.FormatCache:79	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:80	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:81	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:82	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:83	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:84	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:90	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:171	0.0 46.0 0.0
org.apache.commons.lang3.time.FormatCache:54	0.0 2.0 0.0
org.apache.commons.lang3.time.FormatCache:120	0.0 8.0 0.0
org.apache.commons.lang3.time.FormatCache:123	0.0 8.0 0.0
org.apache.commons.lang3.time.FormatCache:124	0.0 8.0 0.0
org.apache.commons.lang3.time.FormatCache:137	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:139	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:140	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:143	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:146	0.0 8.0 0.0
org.apache.commons.lang3.time.FormatCache:150	0.0 5.0 0.0
org.apache.commons.lang3.time.FormatCache:152	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:153	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:154	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:162	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:164	0.0 9.0 0.0
org.apache.commons.lang3.time.FormatCache:121	0.0 6.0 0.0
org.apache.commons.lang3.time.FormatCache:147	0.0 3.0 0.0
org.apache.commons.lang3.time.FormatCache:144	0.0 1.0 0.0
org.apache.commons.lang3.time.FormatCache:179	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:180	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:181	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:199	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:200	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:201	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:202	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:203	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:206	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:208	0.0 47.0 0.0
org.apache.commons.lang3.time.FormatCache:191	0.0 20.0 0.0
