org.apache.commons.math.linear.SingularValueDecompositionImpl:143	2.0 1.0 0.8164965809277261
org.apache.commons.math.linear.SingularValueDecompositionImpl:98	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.SingularValueDecompositionImpl:99	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.MatrixUtils:106	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:114	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:115	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:116	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:335	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:336	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:340	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:344	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:345	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:350	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:351	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:355	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:356	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:357	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:361	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:363	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:367	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:636	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.Array2DRowRealMatrix:637	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:74	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:257	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:258	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:259	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:262	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:263	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:264	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:265	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:267	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:268	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:269	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:270	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:271	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:272	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:273	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:274	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:275	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:276	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:278	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:279	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:280	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:281	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:286	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:288	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:289	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:290	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:291	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:293	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:294	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:295	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.BiDiagonalTransformer:312	2.0 14.0 0.35355339059327373
org.apache.commons.math.linear.SingularValueDecompositionImpl:109	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:111	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:112	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:114	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:115	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:116	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:117	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:120	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:121	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:122	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:125	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:126	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:127	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:128	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:129	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:130	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:131	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:132	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:133	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:137	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:140	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:141	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:142	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:145	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:146	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:147	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:150	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.AbstractRealMatrix:43	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.AbstractRealMatrix:44	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.AbstractRealMatrix:45	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.Array2DRowRealMatrix:317	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.Array2DRowRealMatrix:420	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.Array2DRowRealMatrix:426	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.Array2DRowRealMatrix:616	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.Array2DRowRealMatrix:617	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.Array2DRowRealMatrix:619	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.Array2DRowRealMatrix:620	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.Array2DRowRealMatrix:622	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:60	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:62	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:63	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:64	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:65	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:66	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:67	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:68	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:69	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:70	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:73	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:79	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:229	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.BiDiagonalTransformer:239	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:193	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:194	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:195	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:198	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:199	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:200	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:201	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:204	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:205	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:207	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:237	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:239	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:240	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:243	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:246	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:249	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:251	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:312	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:572	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:573	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:574	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:575	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:576	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:578	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:579	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:581	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:582	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:583	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:584	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:585	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:587	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:588	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:589	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:591	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:592	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:593	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:597	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:598	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:599	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:600	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:601	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:602	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:603	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:604	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:606	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:616	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:619	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:620	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:621	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:622	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:623	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:624	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:672	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:673	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:676	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:677	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:678	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:679	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:680	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:681	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:682	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:685	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:693	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:696	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:697	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:698	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:699	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:700	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:701	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:708	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.EigenDecompositionImpl:709	2.0 15.0 0.34299717028501764
org.apache.commons.math.linear.SingularValueDecompositionImpl:229	1.0 4.0 0.31622776601683794
org.apache.commons.math.linear.EigenDecompositionImpl:761	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:762	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:763	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:764	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:765	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:768	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:769	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:770	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:773	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:774	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:775	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:776	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:777	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:783	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:784	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:785	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:786	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:788	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:789	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:806	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:807	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:808	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.EigenDecompositionImpl:810	1.0 5.0 0.2886751345948129
org.apache.commons.math.linear.SingularValueDecompositionImpl:168	1.0 7.0 0.25
org.apache.commons.math.linear.SingularValueDecompositionImpl:169	1.0 7.0 0.25
org.apache.commons.math.linear.SingularValueDecompositionImpl:170	1.0 7.0 0.25
org.apache.commons.math.linear.SingularValueDecompositionImpl:171	1.0 7.0 0.25
org.apache.commons.math.linear.SingularValueDecompositionImpl:172	1.0 7.0 0.25
org.apache.commons.math.linear.SingularValueDecompositionImpl:173	1.0 7.0 0.25
org.apache.commons.math.linear.SingularValueDecompositionImpl:174	1.0 7.0 0.25
org.apache.commons.math.linear.EigenDecompositionImpl:733	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:734	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:735	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:737	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:738	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:740	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:744	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:745	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:746	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.EigenDecompositionImpl:748	1.0 9.0 0.22360679774997896
org.apache.commons.math.linear.SingularValueDecompositionImpl:188	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:190	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:204	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:205	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:209	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:338	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:340	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:341	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:342	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:351	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:331	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:46	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:296	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:297	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:298	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:299	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:302	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:308	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:309	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:317	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:318	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:247	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:249	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:250	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:251	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:252	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:253	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:254	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:255	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:256	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:257	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:258	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:259	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:262	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:263	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:265	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:266	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:268	0 2.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:313	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:314	0 1.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:356	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:372	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:373	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:374	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:375	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:376	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:377	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:378	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:381	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:382	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:383	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:394	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:406	0 3.0 0.0
org.apache.commons.math.linear.SingularValueDecompositionImpl:418	0 3.0 0.0
org.apache.commons.math.linear.MatrixUtils:142	0 2.0 0.0
org.apache.commons.math.linear.MatrixUtils:143	0 2.0 0.0
org.apache.commons.math.linear.MatrixUtils:144	0 2.0 0.0
org.apache.commons.math.linear.MatrixUtils:146	0 2.0 0.0
org.apache.commons.math.linear.MatrixUtils:651	0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:500	0 2.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:556	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:557	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:558	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:559	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:560	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:563	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:701	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:702	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:703	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:704	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:705	0 3.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:711	0 2.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:712	0 2.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:713	0 2.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:714	0 2.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:715	0 2.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:717	0 2.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:720	0 2.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:935	0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:706	0 1.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:433	0 3.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:434	0 3.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:435	0 3.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:439	0 2.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:440	0 2.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:441	0 2.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:442	0 2.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:443	0 2.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:444	0 2.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:446	0 2.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:448	0 2.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:532	0 1.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:533	0 1.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:535	0 1.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:536	0 1.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:537	0 1.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:538	0 1.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:541	0 1.0 0.0
org.apache.commons.math.linear.Array2DRowRealMatrix:436	0 1.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:76	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:99	0 3.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:121	0 2.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:321	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:322	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:323	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:326	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:327	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:328	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:329	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:330	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:332	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:333	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:334	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:335	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:336	0 4.0 0.0
org.apache.commons.math.linear.BiDiagonalTransformer:337	0 4.0 0.0
