org.joda.time.DateTimeZone:280	1.0 0.0 1.0
org.joda.time.tz.ZoneInfoProvider:140	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:141	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:145	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:150	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:152	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:153	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:154	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:155	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:174	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:196	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:199	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:200	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:201	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:205	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:214	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:252	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:253	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:255	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:258	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:260	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:262	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:263	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:274	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:275	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:276	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:277	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:281	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:282	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:284	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:287	1.0 3715.0 0.016404467873119666
org.joda.time.tz.ZoneInfoProvider:289	1.0 3715.0 0.016404467873119666
org.joda.time.tz.FixedDateTimeZone:38	1.0 3715.0 0.016404467873119666
org.joda.time.tz.FixedDateTimeZone:39	1.0 3715.0 0.016404467873119666
org.joda.time.tz.FixedDateTimeZone:40	1.0 3715.0 0.016404467873119666
org.joda.time.tz.FixedDateTimeZone:41	1.0 3715.0 0.016404467873119666
org.joda.time.tz.FixedDateTimeZone:42	1.0 3715.0 0.016404467873119666
org.joda.time.tz.FixedDateTimeZone:88	1.0 3715.0 0.016404467873119666
org.joda.time.tz.FixedDateTimeZone:89	1.0 3715.0 0.016404467873119666
org.joda.time.DateTimeZone:383	0 19.0 0.0
org.joda.time.DateTimeZone:384	0 19.0 0.0
org.joda.time.DateTimeZone:385	0 19.0 0.0
org.joda.time.DateTimeZone:215	0 28.0 0.0
org.joda.time.DateTimeZone:216	0 28.0 0.0
org.joda.time.DateTimeZone:217	0 28.0 0.0
org.joda.time.DateTimeZone:697	0 30.0 0.0
org.joda.time.DateTimeZone:698	0 30.0 0.0
org.joda.time.DateTimeZone:631	0 30.0 0.0
org.joda.time.DateTimeZone:634	0 30.0 0.0
org.joda.time.DateTimeZone:288	0 57.0 0.0
org.joda.time.DateTimeZone:290	0 61.0 0.0
org.joda.time.DateTimeZone:293	0 61.0 0.0
org.joda.time.DateTimeZone:374	0 96.0 0.0
org.joda.time.DateTimeZone:377	0 96.0 0.0
org.joda.time.DateTimeZone:378	0 96.0 0.0
org.joda.time.DateTimeZone:381	0 96.0 0.0
org.joda.time.DateTimeZone:382	0 96.0 0.0
org.joda.time.DateTimeZone:388	0 96.0 0.0
org.joda.time.DateTimeZone:389	0 96.0 0.0
org.joda.time.DateTimeZone:390	0 96.0 0.0
org.joda.time.DateTimeZone:658	0 99.0 0.0
org.joda.time.DateTimeZone:657	0 101.0 0.0
org.joda.time.DateTimeZone:672	0 101.0 0.0
org.joda.time.DateTimeZone:673	0 101.0 0.0
org.joda.time.DateTimeZone:182	0 2975.0 0.0
org.joda.time.DateTimeZone:184	0 2975.0 0.0
org.joda.time.DateTimeZone:185	0 2975.0 0.0
org.joda.time.DateTimeZone:179	0 2977.0 0.0
org.joda.time.DateTimeZone:143	0 3356.0 0.0
org.joda.time.DateTimeZone:144	0 3356.0 0.0
org.joda.time.DateTimeZone:160	0 3356.0 0.0
org.joda.time.DateTimeZone:154	0 3358.0 0.0
org.joda.time.DateTimeZone:155	0 3358.0 0.0
org.joda.time.DateTimeZone:158	0 3358.0 0.0
org.joda.time.DateTimeZone:162	0 3358.0 0.0
org.joda.time.DateTimeZone:211	0 3706.0 0.0
org.joda.time.DateTimeZone:212	0 3706.0 0.0
org.joda.time.DateTimeZone:213	0 3706.0 0.0
org.joda.time.DateTimeZone:208	0 3708.0 0.0
org.joda.time.DateTimeZone:454	0 3713.0 0.0
org.joda.time.DateTimeZone:455	0 3713.0 0.0
org.joda.time.DateTimeZone:456	0 3713.0 0.0
org.joda.time.DateTimeZone:472	0 3713.0 0.0
org.joda.time.DateTimeZone:539	0 3713.0 0.0
org.joda.time.DateTimeZone:540	0 3713.0 0.0
org.joda.time.DateTimeZone:554	0 3713.0 0.0
org.joda.time.DateTimeZone:556	0 3713.0 0.0
org.joda.time.DateTimeZone:557	0 3713.0 0.0
org.joda.time.DateTimeZone:567	0 3713.0 0.0
org.joda.time.DateTimeZone:569	0 3713.0 0.0
org.joda.time.DateTimeZone:570	0 3713.0 0.0
org.joda.time.DateTimeZone:573	0 3713.0 0.0
org.joda.time.DateTimeZone:1273	0 3027.0 0.0
org.joda.time.DateTimeZone:949	0 1305.0 0.0
org.joda.time.DateTimeZone:950	0 1305.0 0.0
org.joda.time.DateTimeZone:952	0 1305.0 0.0
org.joda.time.DateTimeZone:955	0 1305.0 0.0
org.joda.time.DateTimeZone:976	0 1037.0 0.0
org.joda.time.DateTimeZone:977	0 1037.0 0.0
org.joda.time.DateTimeZone:978	0 1037.0 0.0
org.joda.time.DateTimeZone:979	0 1037.0 0.0
org.joda.time.DateTimeZone:980	0 982.0 0.0
org.joda.time.DateTimeZone:982	0 817.0 0.0
org.joda.time.DateTimeZone:999	0 818.0 0.0
org.joda.time.DateTimeZone:1001	0 818.0 0.0
org.joda.time.DateTimeZone:1003	0 818.0 0.0
org.joda.time.DateTimeZone:1032	0 818.0 0.0
org.joda.time.DateTimeZone:1034	0 818.0 0.0
org.joda.time.DateTimeZone:1037	0 818.0 0.0
org.joda.time.DateTimeZone:907	0 745.0 0.0
org.joda.time.DateTimeZone:909	0 745.0 0.0
org.joda.time.DateTimeZone:910	0 745.0 0.0
org.joda.time.DateTimeZone:912	0 745.0 0.0
org.joda.time.DateTimeZone:925	0 728.0 0.0
org.joda.time.DateTimeZone:935	0 733.0 0.0
org.joda.time.DateTimeZone:1051	0 300.0 0.0
org.joda.time.DateTimeZone:1054	0 300.0 0.0
org.joda.time.DateTimeZone:1055	0 201.0 0.0
org.joda.time.DateTimeZone:1057	0 103.0 0.0
org.joda.time.DateTimeZone:1058	0 103.0 0.0
org.joda.time.DateTimeZone:1256	0 360.0 0.0
org.joda.time.DateTimeZone:1291	0 28.0 0.0
org.joda.time.DateTimeZone:926	0 639.0 0.0
org.joda.time.DateTimeZone:927	0 639.0 0.0
org.joda.time.DateTimeZone:928	0 639.0 0.0
org.joda.time.DateTimeZone:929	0 639.0 0.0
org.joda.time.DateTimeZone:930	0 639.0 0.0
org.joda.time.DateTimeZone:915	0 35.0 0.0
org.joda.time.DateTimeZone:919	0 21.0 0.0
org.joda.time.DateTimeZone:920	0 21.0 0.0
org.joda.time.DateTimeZone:921	0 21.0 0.0
org.joda.time.DateTimeZone:922	0 11.0 0.0
org.joda.time.DateTimeZone:924	0 13.0 0.0
org.joda.time.DateTimeZone:399	0 13.0 0.0
org.joda.time.DateTimeZone:1007	0 31.0 0.0
org.joda.time.DateTimeZone:238	0.0 62.0 0.0
org.joda.time.DateTimeZone:286	0 5.0 0.0
org.joda.time.DateTimeZone:375	0 7.0 0.0
org.joda.time.DateTimeZone:1281	0 3.0 0.0
org.joda.time.DateTimeZone:1190	0 3.0 0.0
org.joda.time.DateTimeZone:1191	0 3.0 0.0
org.joda.time.DateTimeZone:1192	0 3.0 0.0
org.joda.time.DateTimeZone:1193	0 3.0 0.0
org.joda.time.DateTimeZone:1194	0 3.0 0.0
org.joda.time.DateTimeZone:1195	0 1.0 0.0
org.joda.time.DateTimeZone:511	0 3.0 0.0
org.joda.time.DateTimeZone:525	0 1.0 0.0
org.joda.time.DateTimeZone:526	0 3.0 0.0
org.joda.time.DateTimeZone:529	0 1.0 0.0
org.joda.time.DateTimeZone:530	0 1.0 0.0
org.joda.time.DateTimeZone:559	0 1.0 0.0
org.joda.time.DateTimeZone:560	0 1.0 0.0
org.joda.time.DateTimeZone:561	0 1.0 0.0
org.joda.time.DateTimeZone:562	0 1.0 0.0
org.joda.time.DateTimeZone:563	0 1.0 0.0
org.joda.time.DateTimeZone:754	0 3.0 0.0
org.joda.time.DateTimeZone:769	0 4.0 0.0
org.joda.time.DateTimeZone:770	0 1.0 0.0
org.joda.time.DateTimeZone:772	0 2.0 0.0
org.joda.time.DateTimeZone:773	0 2.0 0.0
org.joda.time.DateTimeZone:776	0 1.0 0.0
org.joda.time.DateTimeZone:777	0 1.0 0.0
org.joda.time.DateTimeZone:780	0 1.0 0.0
org.joda.time.DateTimeZone:794	0 5.0 0.0
org.joda.time.DateTimeZone:809	0 6.0 0.0
org.joda.time.DateTimeZone:810	0 5.0 0.0
org.joda.time.DateTimeZone:812	0 6.0 0.0
org.joda.time.DateTimeZone:813	0 6.0 0.0
org.joda.time.DateTimeZone:816	0 5.0 0.0
org.joda.time.DateTimeZone:817	0 5.0 0.0
org.joda.time.DateTimeZone:820	0 5.0 0.0
org.joda.time.DateTimeZone:869	0 4.0 0.0
org.joda.time.DateTimeZone:327	0 7.0 0.0
org.joda.time.DateTimeZone:330	0 7.0 0.0
org.joda.time.DateTimeZone:331	0 7.0 0.0
org.joda.time.DateTimeZone:336	0 7.0 0.0
org.joda.time.DateTimeZone:337	0 7.0 0.0
org.joda.time.DateTimeZone:338	0 7.0 0.0
org.joda.time.DateTimeZone:341	0 7.0 0.0
org.joda.time.DateTimeZone:342	0 6.0 0.0
org.joda.time.DateTimeZone:344	0 7.0 0.0
org.joda.time.DateTimeZone:345	0 6.0 0.0
org.joda.time.DateTimeZone:349	0 3.0 0.0
org.joda.time.DateTimeZone:350	0 3.0 0.0
org.joda.time.DateTimeZone:351	0 3.0 0.0
org.joda.time.DateTimeZone:362	0 1.0 0.0
org.joda.time.DateTimeZone:584	0 7.0 0.0
org.joda.time.DateTimeZone:585	0 7.0 0.0
org.joda.time.DateTimeZone:587	0 7.0 0.0
org.joda.time.DateTimeZone:588	0 7.0 0.0
org.joda.time.DateTimeZone:589	0 7.0 0.0
org.joda.time.DateTimeZone:590	0 7.0 0.0
org.joda.time.DateTimeZone:591	0 7.0 0.0
org.joda.time.DateTimeZone:592	0 9.0 0.0
org.joda.time.DateTimeZone:593	0 7.0 0.0
org.joda.time.DateTimeZone:594	0 9.0 0.0
org.joda.time.DateTimeZone:595	0 9.0 0.0
org.joda.time.DateTimeZone:596	0 7.0 0.0
org.joda.time.DateTimeZone:597	0 7.0 0.0
org.joda.time.DateTimeZone:598	0 7.0 0.0
org.joda.time.DateTimeZone:599	0 7.0 0.0
org.joda.time.DateTimeZone:600	0 7.0 0.0
org.joda.time.DateTimeZone:601	0 7.0 0.0
org.joda.time.DateTimeZone:602	0 7.0 0.0
org.joda.time.DateTimeZone:603	0 7.0 0.0
org.joda.time.DateTimeZone:604	0 7.0 0.0
org.joda.time.DateTimeZone:605	0 9.0 0.0
org.joda.time.DateTimeZone:606	0 9.0 0.0
org.joda.time.DateTimeZone:607	0 9.0 0.0
org.joda.time.DateTimeZone:608	0 7.0 0.0
org.joda.time.DateTimeZone:609	0 9.0 0.0
org.joda.time.DateTimeZone:610	0 7.0 0.0
org.joda.time.DateTimeZone:611	0 7.0 0.0
org.joda.time.DateTimeZone:612	0 7.0 0.0
org.joda.time.DateTimeZone:613	0 7.0 0.0
org.joda.time.DateTimeZone:614	0 7.0 0.0
org.joda.time.DateTimeZone:615	0 7.0 0.0
org.joda.time.DateTimeZone:616	0 7.0 0.0
org.joda.time.DateTimeZone:617	0 7.0 0.0
org.joda.time.DateTimeZone:618	0 7.0 0.0
org.joda.time.DateTimeZone:619	0 7.0 0.0
org.joda.time.DateTimeZone:620	0 7.0 0.0
org.joda.time.DateTimeZone:621	0 7.0 0.0
org.joda.time.DateTimeZone:623	0 7.0 0.0
org.joda.time.DateTimeZone:209	0 9.0 0.0
org.joda.time.DateTimeZone:339	0 2.0 0.0
org.joda.time.DateTimeZone:206	0 3.0 0.0
org.joda.time.DateTimeZone:224	0 1.0 0.0
org.joda.time.DateTimeZone:676	0 2.0 0.0
org.joda.time.DateTimeZone:677	0 2.0 0.0
org.joda.time.DateTimeZone:678	0 2.0 0.0
org.joda.time.DateTimeZone:679	0 2.0 0.0
org.joda.time.DateTimeZone:680	0 2.0 0.0
org.joda.time.DateTimeZone:681	0 1.0 0.0
org.joda.time.DateTimeZone:277	0 1.0 0.0
org.joda.time.DateTimeZone:1009	0 14.0 0.0
org.joda.time.DateTimeZone:1010	0 14.0 0.0
org.joda.time.DateTimeZone:1013	0 14.0 0.0
org.joda.time.DateTimeZone:1014	0 14.0 0.0
org.joda.time.DateTimeZone:1017	0 14.0 0.0
org.joda.time.DateTimeZone:1019	0 13.0 0.0
org.joda.time.DateTimeZone:1026	0 13.0 0.0
org.joda.time.DateTimeZone:1168	0 2.0 0.0
org.joda.time.DateTimeZone:1172	0 2.0 0.0
org.joda.time.DateTimeZone:1173	0 2.0 0.0
org.joda.time.DateTimeZone:1174	0 2.0 0.0
org.joda.time.DateTimeZone:1175	0 2.0 0.0
org.joda.time.DateTimeZone:931	0 9.0 0.0
org.joda.time.DateTimeZone:352	0 2.0 0.0
org.joda.time.DateTimeZone:353	0 2.0 0.0
org.joda.time.DateTimeZone:354	0 2.0 0.0
org.joda.time.DateTimeZone:357	0 2.0 0.0
org.joda.time.DateTimeZone:358	0 2.0 0.0
org.joda.time.DateTimeZone:1052	0 1.0 0.0
org.joda.time.DateTimeZone:684	0 1.0 0.0
org.joda.time.DateTimeZone:685	0 1.0 0.0
org.joda.time.DateTimeZone:686	0 1.0 0.0
org.joda.time.DateTimeZone:93	0 2.0 0.0
org.joda.time.DateTimeZone:156	0 2.0 0.0
org.joda.time.DateTimeZone:157	0 2.0 0.0
org.joda.time.DateTimeZone:159	0 2.0 0.0
org.joda.time.DateTimeZone:163	0 2.0 0.0
org.joda.time.DateTimeZone:165	0 2.0 0.0
org.joda.time.DateTimeZone:169	0 2.0 0.0
org.joda.time.DateTimeZone:170	0 2.0 0.0
org.joda.time.DateTimeZone:181	0 2.0 0.0
org.joda.time.DateTimeZone:199	0 2.0 0.0
org.joda.time.DateTimeZone:200	0 2.0 0.0
org.joda.time.DateTimeZone:203	0 2.0 0.0
org.joda.time.DateTimeZone:207	0 2.0 0.0
org.joda.time.DateTimeZone:231	0 2.0 0.0
org.joda.time.DateTimeZone:234	0.0 2.0 0.0
org.joda.time.DateTimeZone:237	0.0 2.0 0.0
org.joda.time.DateTimeZone:239	0.0 2.0 0.0
org.joda.time.DateTimeZone:479	0 3.0 0.0
org.joda.time.DateTimeZone:480	0 2.0 0.0
org.joda.time.DateTimeZone:482	0 2.0 0.0
org.joda.time.DateTimeZone:486	0 2.0 0.0
org.joda.time.DateTimeZone:489	0 2.0 0.0
org.joda.time.DateTimeZone:492	0.0 2.0 0.0
org.joda.time.DateTimeZone:493	0.0 2.0 0.0
org.joda.time.DateTimeZone:506	0 2.0 0.0
org.joda.time.DateTimeZone:508	0 2.0 0.0
org.joda.time.DateTimeZone:509	0 2.0 0.0
org.joda.time.DateTimeZone:519	0 2.0 0.0
org.joda.time.DateTimeZone:520	0 2.0 0.0
org.joda.time.DateTimeZone:522	0 2.0 0.0
org.joda.time.DateTimeZone:528	0 2.0 0.0
org.joda.time.DateTimeZone:531	0 2.0 0.0
org.joda.time.DateTimeZone:577	0 2.0 0.0
org.joda.time.DateTimeZone:578	0 2.0 0.0
org.joda.time.DateTimeZone:580	0 2.0 0.0
org.joda.time.DateTimeZone:581	0 2.0 0.0
org.joda.time.DateTimeZone:753	0 2.0 0.0
org.joda.time.DateTimeZone:757	0 2.0 0.0
org.joda.time.DateTimeZone:758	0 2.0 0.0
org.joda.time.DateTimeZone:1199	0 2.0 0.0
org.joda.time.DateTimeZone:1200	0 2.0 0.0
org.joda.time.DateTimeZone:1201	0 2.0 0.0
org.joda.time.DateTimeZone:1202	0 2.0 0.0
org.joda.time.DateTimeZone:1203	0 2.0 0.0
org.joda.time.DateTimeZone:1204	0 2.0 0.0
org.joda.time.DateTimeZone:1208	0 2.0 0.0
org.joda.time.DateTimeZone:1209	0 2.0 0.0
org.joda.time.DateTimeZone:1211	0 2.0 0.0
org.joda.time.DateTimeZone:1214	0 2.0 0.0
org.joda.time.DateTimeZone:774	0 1.0 0.0
org.joda.time.DateTimeZone:180	0.0 1.0 0.0
org.joda.time.DateTimeZone:328	0 1.0 0.0
org.joda.time.DateTimeZone:332	0 1.0 0.0
org.joda.time.DateTimeZone:355	0 1.0 0.0
org.joda.time.DateTimeZone:412	0 1.0 0.0
org.joda.time.DateTimeZone:426	0 1.0 0.0
org.joda.time.DateTimeZone:427	0 1.0 0.0
org.joda.time.DateTimeZone:430	0 1.0 0.0
org.joda.time.DateTimeZone:431	0 1.0 0.0
org.joda.time.DateTimeZone:445	0 1.0 0.0
org.joda.time.DateTimeZone:449	0 1.0 0.0
org.joda.time.DateTimeZone:452	0 1.0 0.0
org.joda.time.DateTimeZone:475	0 1.0 0.0
org.joda.time.DateTimeZone:476	0 1.0 0.0
org.joda.time.DateTimeZone:477	0 1.0 0.0
org.joda.time.DateTimeZone:478	0 1.0 0.0
org.joda.time.DateTimeZone:838	0 2.0 0.0
org.joda.time.DateTimeZone:839	0 2.0 0.0
org.joda.time.DateTimeZone:841	0 2.0 0.0
org.joda.time.DateTimeZone:716	0 1.0 0.0
org.joda.time.DateTimeZone:814	0 1.0 0.0
org.joda.time.DateTimeZone:1307	0 28.0 0.0
org.joda.time.DateTimeZone:1308	0 28.0 0.0
org.joda.time.DateTimeZone:1309	0 28.0 0.0
org.joda.time.DateTimeZone:1312	0 28.0 0.0
org.joda.time.DateTimeZone:1313	0 28.0 0.0
org.joda.time.DateTimeZone:1316	0 28.0 0.0
org.joda.time.DateTimeZone:1317	0 28.0 0.0
org.joda.time.DateTimeZone:1320	0 28.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:397	0 957.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:434	0 924.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:437	0 924.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:440	0 924.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:443	0 924.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:446	0 921.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:486	0 796.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:489	0 796.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:492	0 796.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:495	0 796.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:498	0 796.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:549	0 90.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:552	0 90.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:775	0 753.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:829	0 777.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:997	0 17.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1155	0 964.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1167	0 962.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1177	0 962.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:168	0 87.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:444	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:765	0 318.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1185	0 87.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:217	0 818.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:220	0 818.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:383	0 831.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:384	0 831.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:385	0 831.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:386	0 831.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:570	0 544.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:573	0 544.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:576	0 544.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:579	0 544.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:597	0 544.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:685	0 620.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:705	0 680.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:725	0 695.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:735	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:817	0 735.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:153	0 366.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:154	0 366.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:155	0 366.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:305	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:308	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:311	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:312	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:319	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:321	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:322	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:326	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:328	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:345	0 364.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:346	0 363.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:347	0 363.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:357	0 367.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:360	0 364.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:408	0 327.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:411	0 327.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:417	0 327.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:785	0 313.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:795	0 327.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:807	0 327.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1150	0 362.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1171	0 304.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:257	0 207.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:258	0 206.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:614	0 205.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:631	0 205.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:976	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1068	0 11.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1132	0 12.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1133	0 12.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:745	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:534	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:537	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:987	0 7.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:921	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1189	0 14.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1190	0 14.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1192	0 14.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:464	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:467	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:470	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:516	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:519	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:522	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:665	0 8.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:869	0 8.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:117	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1007	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:955	0 10.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:358	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1118	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:496	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:945	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:755	0 9.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:188	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:851	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:133	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:134	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:135	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:137	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:238	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:368	0 4.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:369	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:695	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:239	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:371	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:891	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:909	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:965	0 4.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:276	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:157	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:178	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:277	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1207	0 957.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1208	0 957.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1209	0 957.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1212	0 946.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1236	0 947.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1240	0 305.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1244	0 302.0 0.0
