org.jfree.chart.renderer.category.MinMaxCategoryRenderer:174	1.0 0.0 1.0
org.jfree.chart.labels.ItemLabelAnchor:292	0 1.0 0.0
org.jfree.chart.labels.ItemLabelPosition:176	0 2.0 0.0
org.jfree.chart.labels.ItemLabelPosition:179	0 2.0 0.0
org.jfree.chart.labels.ItemLabelPosition:182	0 2.0 0.0
org.jfree.chart.labels.ItemLabelPosition:183	0 2.0 0.0
org.jfree.chart.labels.ItemLabelPosition:186	0 2.0 0.0
org.jfree.chart.labels.ItemLabelPosition:189	0 2.0 0.0
org.jfree.chart.labels.ItemLabelPosition:192	0 2.0 0.0
org.jfree.chart.labels.ItemLabelPosition:195	0 2.0 0.0
org.jfree.chart.labels.ItemLabelPosition:92	0 4.0 0.0
org.jfree.chart.labels.ItemLabelPosition:111	0 4.0 0.0
org.jfree.chart.text.TextAnchor:149	0 2.0 0.0
org.jfree.chart.text.TextAnchor:150	0 2.0 0.0
org.jfree.chart.text.TextAnchor:60	0 4.0 0.0
org.jfree.chart.text.TextAnchor:64	0 4.0 0.0
org.jfree.chart.text.TextAnchor:68	0 4.0 0.0
org.jfree.chart.text.TextAnchor:72	0 4.0 0.0
org.jfree.chart.text.TextAnchor:76	0 4.0 0.0
org.jfree.chart.text.TextAnchor:80	0 4.0 0.0
org.jfree.chart.text.TextAnchor:84	0 4.0 0.0
org.jfree.chart.text.TextAnchor:91	0 4.0 0.0
org.jfree.chart.text.TextAnchor:95	0 4.0 0.0
org.jfree.chart.text.TextAnchor:99	0 4.0 0.0
org.jfree.chart.text.TextAnchor:103	0 4.0 0.0
org.jfree.chart.text.TextAnchor:107	0 4.0 0.0
org.jfree.chart.text.TextAnchor:111	0 4.0 0.0
org.jfree.chart.text.TextAnchor:115	0 4.0 0.0
org.jfree.chart.text.TextAnchor:152	0 1.0 0.0
org.jfree.chart.text.TextAnchor:156	0 1.0 0.0
org.jfree.chart.text.TextAnchor:157	0 1.0 0.0
org.jfree.chart.text.TextAnchor:158	0 1.0 0.0
org.jfree.chart.text.TextAnchor:161	0 1.0 0.0
org.jfree.chart.text.TextAnchor:181	0 1.0 0.0
org.jfree.chart.text.TextAnchor:182	0 1.0 0.0
org.jfree.chart.text.TextAnchor:185	0 1.0 0.0
org.jfree.chart.text.TextAnchor:186	0 1.0 0.0
org.jfree.chart.text.TextAnchor:188	0 1.0 0.0
org.jfree.chart.text.TextAnchor:191	0 1.0 0.0
org.jfree.chart.text.TextAnchor:194	0 1.0 0.0
org.jfree.chart.text.TextAnchor:195	0 1.0 0.0
org.jfree.chart.text.TextAnchor:197	0 1.0 0.0
org.jfree.chart.text.TextAnchor:200	0 1.0 0.0
org.jfree.chart.text.TextAnchor:203	0 1.0 0.0
org.jfree.chart.text.TextAnchor:206	0 1.0 0.0
org.jfree.chart.text.TextAnchor:209	0 1.0 0.0
org.jfree.chart.text.TextAnchor:212	0 1.0 0.0
org.jfree.chart.text.TextAnchor:213	0 1.0 0.0
org.jfree.chart.text.TextAnchor:227	0 1.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:141	0 3.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:144	0 3.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:147	0 3.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:149	0 3.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:152	0 3.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:130	0 1.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:99	0 1.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:102	0 1.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:104	0 1.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:117	0 1.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:118	0 1.0 0.0
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator:119	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1291	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1294	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1297	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1299	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1303	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1307	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1311	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1315	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1319	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1323	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1327	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1331	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1335	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1339	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1343	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1352	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1353	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1462	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1466	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1467	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1471	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1484	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1485	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1489	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1502	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1503	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1506	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1517	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1518	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1521	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1525	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1529	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:248	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:261	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:274	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:277	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:278	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:705	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:721	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:745	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:746	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:747	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:748	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:749	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:755	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:769	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:785	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:787	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:802	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:804	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:874	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:875	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:879	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:880	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:881	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:882	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:886	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:887	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:891	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:892	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:895	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:897	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:898	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:901	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:903	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:905	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1011	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1012	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1013	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1014	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1016	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1020	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1021	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1024	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1025	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1027	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1028	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1032	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1033	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1037	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1038	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1039	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1041	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1042	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1043	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1055	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1056	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1159	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1244	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1245	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1250	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1254	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1255	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1257	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1258	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1259	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1263	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1264	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1268	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1269	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1270	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1271	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1273	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1275	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1276	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1277	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1278	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1279	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1362	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1363	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1364	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1365	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1367	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1431	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1432	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1433	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1435	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1436	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1442	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1448	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:178	0 3.0 0.0
org.jfree.chart.util.AbstractObjectList:182	0 3.0 0.0
org.jfree.chart.util.AbstractObjectList:186	0 3.0 0.0
org.jfree.chart.util.AbstractObjectList:190	0 3.0 0.0
org.jfree.chart.util.AbstractObjectList:191	0 3.0 0.0
org.jfree.chart.util.AbstractObjectList:192	0 3.0 0.0
org.jfree.chart.util.AbstractObjectList:197	0 3.0 0.0
org.jfree.chart.util.AbstractObjectList:149	0 4.0 0.0
org.jfree.chart.util.AbstractObjectList:220	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:221	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:222	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:223	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:226	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:240	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:241	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:242	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:243	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:254	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:267	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:268	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:269	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:270	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:277	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:109	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:110	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:111	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:113	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:123	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:126	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:131	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:132	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:133	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:161	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:162	0 1.0 0.0
org.jfree.chart.util.AbstractObjectList:163	0 1.0 0.0
org.jfree.chart.util.BooleanList:95	0 3.0 0.0
org.jfree.chart.util.BooleanList:96	0 3.0 0.0
org.jfree.chart.util.BooleanList:73	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:127	0 3.0 0.0
org.jfree.chart.util.ObjectUtilities:128	0 3.0 0.0
org.jfree.chart.util.ObjectUtilities:130	0 3.0 0.0
org.jfree.chart.util.ObjectUtilities:131	0 3.0 0.0
org.jfree.chart.util.ObjectUtilities:82	0 4.0 0.0
org.jfree.chart.util.ObjectUtilities:147	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:148	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:149	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:151	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:164	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:167	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:168	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:169	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:173	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:175	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:176	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:257	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:260	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:261	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:263	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:264	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:441	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:442	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:444	0 1.0 0.0
org.jfree.chart.util.ObjectUtilities:445	0 1.0 0.0
org.jfree.chart.util.PaintList:94	0 3.0 0.0
org.jfree.chart.util.PaintList:97	0 3.0 0.0
org.jfree.chart.util.PaintList:100	0 3.0 0.0
org.jfree.chart.util.PaintList:101	0 3.0 0.0
org.jfree.chart.util.PaintList:102	0 3.0 0.0
org.jfree.chart.util.PaintList:103	0 3.0 0.0
org.jfree.chart.util.PaintList:109	0 3.0 0.0
org.jfree.chart.util.PaintList:130	0 1.0 0.0
org.jfree.chart.util.PaintList:131	0 1.0 0.0
org.jfree.chart.util.PaintList:132	0 1.0 0.0
org.jfree.chart.util.PaintList:133	0 1.0 0.0
org.jfree.chart.util.PaintList:144	0 1.0 0.0
org.jfree.chart.util.PaintList:157	0 1.0 0.0
org.jfree.chart.util.PaintList:158	0 1.0 0.0
org.jfree.chart.util.PaintList:159	0 1.0 0.0
org.jfree.chart.util.PaintList:166	0 1.0 0.0
org.jfree.chart.util.PaintList:72	0 1.0 0.0
org.jfree.chart.util.PaintList:83	0 1.0 0.0
org.jfree.chart.util.PaintList:84	0 1.0 0.0
org.jfree.chart.util.PaintUtilities:78	0 3.0 0.0
org.jfree.chart.util.PaintUtilities:81	0 3.0 0.0
org.jfree.chart.util.PaintUtilities:85	0 3.0 0.0
org.jfree.chart.util.PaintUtilities:87	0 3.0 0.0
org.jfree.chart.util.PaintUtilities:98	0 3.0 0.0
org.jfree.chart.util.PaintUtilities:100	0 3.0 0.0
org.jfree.chart.util.ShapeList:104	0 3.0 0.0
org.jfree.chart.util.ShapeList:108	0 3.0 0.0
org.jfree.chart.util.ShapeList:112	0 3.0 0.0
org.jfree.chart.util.ShapeList:113	0 3.0 0.0
org.jfree.chart.util.ShapeList:92	0 1.0 0.0
org.jfree.chart.util.ShapeList:138	0 1.0 0.0
org.jfree.chart.util.ShapeList:139	0 1.0 0.0
org.jfree.chart.util.ShapeList:140	0 1.0 0.0
org.jfree.chart.util.ShapeList:141	0 1.0 0.0
org.jfree.chart.util.ShapeList:152	0 1.0 0.0
org.jfree.chart.util.ShapeList:165	0 1.0 0.0
org.jfree.chart.util.ShapeList:166	0 1.0 0.0
org.jfree.chart.util.ShapeList:167	0 1.0 0.0
org.jfree.chart.util.ShapeList:174	0 1.0 0.0
org.jfree.chart.util.ShapeList:71	0 1.0 0.0
org.jfree.chart.util.ShapeList:81	0 1.0 0.0
org.jfree.chart.util.ShapeList:82	0 1.0 0.0
org.jfree.chart.util.StrokeList:105	0 3.0 0.0
org.jfree.chart.util.StrokeList:109	0 3.0 0.0
org.jfree.chart.util.StrokeList:113	0 3.0 0.0
org.jfree.chart.util.StrokeList:114	0 3.0 0.0
org.jfree.chart.util.StrokeList:93	0 1.0 0.0
org.jfree.chart.util.StrokeList:139	0 1.0 0.0
org.jfree.chart.util.StrokeList:140	0 1.0 0.0
org.jfree.chart.util.StrokeList:141	0 1.0 0.0
org.jfree.chart.util.StrokeList:142	0 1.0 0.0
org.jfree.chart.util.StrokeList:153	0 1.0 0.0
org.jfree.chart.util.StrokeList:166	0 1.0 0.0
org.jfree.chart.util.StrokeList:167	0 1.0 0.0
org.jfree.chart.util.StrokeList:168	0 1.0 0.0
org.jfree.chart.util.StrokeList:175	0 1.0 0.0
org.jfree.chart.util.StrokeList:71	0 1.0 0.0
org.jfree.chart.util.ObjectList:87	0 1.0 0.0
org.jfree.chart.util.ObjectList:97	0 1.0 0.0
org.jfree.chart.util.ObjectList:98	0 1.0 0.0
org.jfree.chart.util.ObjectList:109	0 1.0 0.0
org.jfree.chart.axis.Axis:137	0 1.0 0.0
org.jfree.chart.axis.Axis:141	0 1.0 0.0
org.jfree.chart.axis.Axis:144	0 1.0 0.0
org.jfree.chart.axis.Axis:148	0 1.0 0.0
org.jfree.chart.axis.Axis:151	0 1.0 0.0
org.jfree.chart.axis.Axis:157	0 1.0 0.0
org.jfree.chart.axis.Axis:161	0 1.0 0.0
org.jfree.chart.axis.Axis:164	0 1.0 0.0
org.jfree.chart.axis.Axis:171	0 1.0 0.0
org.jfree.chart.axis.Axis:174	0 1.0 0.0
org.jfree.chart.axis.Axis:273	0 1.0 0.0
org.jfree.chart.axis.Axis:275	0 1.0 0.0
org.jfree.chart.axis.Axis:276	0 1.0 0.0
org.jfree.chart.axis.Axis:277	0 1.0 0.0
org.jfree.chart.axis.Axis:278	0 1.0 0.0
org.jfree.chart.axis.Axis:279	0 1.0 0.0
org.jfree.chart.axis.Axis:280	0 1.0 0.0
org.jfree.chart.axis.Axis:281	0 1.0 0.0
org.jfree.chart.axis.Axis:282	0 1.0 0.0
org.jfree.chart.axis.Axis:284	0 1.0 0.0
org.jfree.chart.axis.Axis:285	0 1.0 0.0
org.jfree.chart.axis.Axis:286	0 1.0 0.0
org.jfree.chart.axis.Axis:288	0 1.0 0.0
org.jfree.chart.axis.Axis:289	0 1.0 0.0
org.jfree.chart.axis.Axis:290	0 1.0 0.0
org.jfree.chart.axis.Axis:291	0 1.0 0.0
org.jfree.chart.axis.Axis:293	0 1.0 0.0
org.jfree.chart.axis.Axis:294	0 1.0 0.0
org.jfree.chart.axis.Axis:295	0 1.0 0.0
org.jfree.chart.axis.Axis:296	0 1.0 0.0
org.jfree.chart.axis.Axis:297	0 1.0 0.0
org.jfree.chart.axis.Axis:299	0 1.0 0.0
org.jfree.chart.axis.Axis:301	0 1.0 0.0
org.jfree.chart.axis.Axis:303	0 1.0 0.0
org.jfree.chart.axis.Axis:314	0 1.0 0.0
org.jfree.chart.axis.Axis:342	0 1.0 0.0
org.jfree.chart.axis.Axis:381	0 1.0 0.0
org.jfree.chart.axis.Axis:410	0 1.0 0.0
org.jfree.chart.axis.Axis:438	0 1.0 0.0
org.jfree.chart.axis.Axis:467	0 1.0 0.0
org.jfree.chart.axis.Axis:549	0 1.0 0.0
org.jfree.chart.axis.Axis:575	0 1.0 0.0
org.jfree.chart.axis.Axis:602	0 1.0 0.0
org.jfree.chart.axis.Axis:631	0 1.0 0.0
org.jfree.chart.axis.Axis:662	0 1.0 0.0
org.jfree.chart.axis.Axis:694	0 1.0 0.0
org.jfree.chart.axis.Axis:721	0 1.0 0.0
org.jfree.chart.axis.Axis:752	0 1.0 0.0
org.jfree.chart.axis.Axis:764	0 1.0 0.0
org.jfree.chart.axis.Axis:765	0 1.0 0.0
org.jfree.chart.axis.Axis:766	0 1.0 0.0
org.jfree.chart.axis.Axis:768	0 1.0 0.0
org.jfree.chart.axis.Axis:779	0 1.0 0.0
org.jfree.chart.axis.Axis:804	0 1.0 0.0
org.jfree.chart.axis.Axis:828	0 1.0 0.0
org.jfree.chart.axis.Axis:857	0 1.0 0.0
org.jfree.chart.axis.Axis:886	0 1.0 0.0
org.jfree.chart.axis.Axis:899	0 1.0 0.0
org.jfree.chart.axis.Axis:900	0 1.0 0.0
org.jfree.chart.axis.Axis:901	0 1.0 0.0
org.jfree.chart.axis.Axis:911	0 1.0 0.0
org.jfree.chart.axis.Axis:1000	0 1.0 0.0
org.jfree.chart.axis.Axis:1001	0 1.0 0.0
org.jfree.chart.axis.Axis:1036	0 1.0 0.0
org.jfree.chart.axis.Axis:1037	0 1.0 0.0
org.jfree.chart.axis.Axis:1043	0 1.0 0.0
org.jfree.chart.axis.Axis:1056	0 1.0 0.0
org.jfree.chart.axis.Axis:1057	0 1.0 0.0
org.jfree.chart.axis.Axis:1058	0 1.0 0.0
org.jfree.chart.axis.Axis:1059	0 1.0 0.0
org.jfree.chart.axis.Axis:1060	0 1.0 0.0
org.jfree.chart.axis.Axis:1061	0 1.0 0.0
org.jfree.chart.axis.Axis:1062	0 1.0 0.0
org.jfree.chart.axis.Axis:1063	0 1.0 0.0
org.jfree.chart.axis.Axis:1064	0 1.0 0.0
org.jfree.chart.axis.Axis:1065	0 1.0 0.0
org.jfree.chart.axis.Axis:1067	0 1.0 0.0
org.jfree.chart.axis.Axis:1068	0 1.0 0.0
org.jfree.chart.axis.Axis:1069	0 1.0 0.0
org.jfree.chart.axis.Axis:1071	0 1.0 0.0
org.jfree.chart.axis.Axis:1072	0 1.0 0.0
org.jfree.chart.axis.Axis:1075	0 1.0 0.0
org.jfree.chart.axis.Axis:1097	0 1.0 0.0
org.jfree.chart.axis.Axis:1101	0 1.0 0.0
org.jfree.chart.axis.Axis:1105	0 1.0 0.0
org.jfree.chart.axis.Axis:1106	0 1.0 0.0
org.jfree.chart.axis.Axis:1107	0 1.0 0.0
org.jfree.chart.axis.Axis:1108	0 1.0 0.0
org.jfree.chart.axis.Axis:1109	0 1.0 0.0
org.jfree.chart.axis.Axis:1110	0 1.0 0.0
org.jfree.chart.axis.Axis:1111	0 1.0 0.0
org.jfree.chart.axis.Axis:1113	0 1.0 0.0
org.jfree.chart.axis.Axis:1131	0 1.0 0.0
org.jfree.chart.axis.Axis:1132	0 1.0 0.0
org.jfree.chart.axis.Axis:1135	0 1.0 0.0
org.jfree.chart.axis.Axis:1136	0 1.0 0.0
org.jfree.chart.axis.Axis:1137	0 1.0 0.0
org.jfree.chart.axis.Axis:1138	0 1.0 0.0
org.jfree.chart.axis.Axis:1139	0 1.0 0.0
org.jfree.chart.axis.Axis:1140	0 1.0 0.0
org.jfree.chart.axis.Axis:1142	0 1.0 0.0
org.jfree.chart.axis.Axis:1144	0 1.0 0.0
org.jfree.chart.axis.Axis:1146	0 1.0 0.0
org.jfree.chart.axis.Axis:1148	0 1.0 0.0
org.jfree.chart.axis.Axis:1149	0 1.0 0.0
org.jfree.chart.axis.Axis:1150	0 1.0 0.0
org.jfree.chart.axis.Axis:1153	0 1.0 0.0
org.jfree.chart.axis.Axis:1154	0 1.0 0.0
