org.apache.commons.lang.text.StrBuilder:158	2.0 3.0 0.6324555320336759
org.apache.commons.lang.text.StrBuilder:1537	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:1540	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2073	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2074	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2077	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2078	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2079	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2080	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:2083	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:2109	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2110	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2111	0 6.0 0.0
org.apache.commons.lang.text.StrBuilder:2113	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2114	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2115	0 7.0 0.0
org.apache.commons.lang.text.StrBuilder:2117	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2120	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2123	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2124	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2126	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2127	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2128	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2129	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2132	0 10.0 0.0
org.apache.commons.lang.text.StrBuilder:2134	0 5.0 0.0
org.apache.commons.lang.text.StrBuilder:1550	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:1551	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:1552	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:1553	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:1554	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:1557	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:1572	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1601	0 34.0 0.0
org.apache.commons.lang.text.StrBuilder:1602	0 34.0 0.0
org.apache.commons.lang.text.StrBuilder:1603	0 32.0 0.0
org.apache.commons.lang.text.StrBuilder:1604	0 32.0 0.0
org.apache.commons.lang.text.StrBuilder:1605	0 32.0 0.0
org.apache.commons.lang.text.StrBuilder:1607	0 34.0 0.0
org.apache.commons.lang.text.StrBuilder:1610	0 34.0 0.0
org.apache.commons.lang.text.StrBuilder:1761	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1762	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1783	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1784	0 5.0 0.0
org.apache.commons.lang.text.StrBuilder:1786	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1787	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1788	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1789	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1790	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1791	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1792	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1793	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1794	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1799	0 9.0 0.0
org.apache.commons.lang.text.StrBuilder:1586	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1795	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:1608	0 32.0 0.0
org.apache.commons.lang.text.StrBuilder:1624	0 23.0 0.0
org.apache.commons.lang.text.StrBuilder:1625	0 23.0 0.0
org.apache.commons.lang.text.StrBuilder:1626	0 23.0 0.0
org.apache.commons.lang.text.StrBuilder:1627	0 23.0 0.0
org.apache.commons.lang.text.StrBuilder:1640	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1641	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1642	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1643	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1647	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1659	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1660	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1661	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1662	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1663	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1667	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1679	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1680	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1681	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1682	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1683	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1684	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1685	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1688	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1699	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1700	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1701	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1702	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1703	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1704	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1707	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1723	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1738	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1813	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1814	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1815	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1816	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1817	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1818	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1820	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1834	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1835	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1836	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1837	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1838	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1840	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1841	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1843	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1844	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1846	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1847	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1849	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1862	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1863	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1865	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1866	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1867	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1869	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1870	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1872	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1873	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1874	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1877	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1889	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1890	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1892	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1893	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1894	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1896	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1897	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1899	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1900	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1901	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1902	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1905	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1917	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1934	0 52.0 0.0
org.apache.commons.lang.text.StrBuilder:1935	0 52.0 0.0
org.apache.commons.lang.text.StrBuilder:1999	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2000	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2002	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2003	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2005	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2006	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2008	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1973	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1974	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1975	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1976	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1978	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1951	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1952	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1953	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1954	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:1956	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2020	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2021	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2022	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2023	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2026	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2036	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2051	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2164	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2165	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2166	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2168	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2169	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2170	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2171	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2172	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2175	0 3.0 0.0
org.apache.commons.lang.text.StrBuilder:2062	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2075	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2186	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2197	0 4.0 0.0
org.apache.commons.lang.text.StrBuilder:2198	0 4.0 0.0
org.apache.commons.lang.text.StrBuilder:2201	0 4.0 0.0
org.apache.commons.lang.text.StrBuilder:2202	0 4.0 0.0
org.apache.commons.lang.text.StrBuilder:2203	0 4.0 0.0
org.apache.commons.lang.text.StrBuilder:2206	0 4.0 0.0
org.apache.commons.lang.text.StrBuilder:2199	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2095	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2118	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2121	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2218	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2232	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2233	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2234	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2236	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2237	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2238	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2239	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2243	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2244	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2245	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2246	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2249	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2252	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2253	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2255	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2148	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2269	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2285	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2286	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2287	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2289	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2290	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2291	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2292	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2293	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2296	0 2.0 0.0
org.apache.commons.lang.text.StrBuilder:2333	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2357	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2382	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2424	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2425	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2427	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2428	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2430	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2431	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2432	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2433	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2434	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2435	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2439	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2450	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2451	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2453	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2454	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2456	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2457	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2458	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2459	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2460	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2463	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2474	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2475	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2477	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2486	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2487	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2488	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2489	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2491	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2515	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2595	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2596	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2597	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2602	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2606	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2607	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2609	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2614	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2616	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2618	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2619	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2621	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2622	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2624	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2625	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2627	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2628	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2629	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2634	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2635	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2637	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2638	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2640	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2641	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2646	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2651	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2656	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2657	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2661	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2662	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2560	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2561	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2562	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2566	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2567	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2575	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2576	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2577	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2672	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2673	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2674	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2679	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2684	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2688	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2689	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2693	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2694	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2698	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2699	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2703	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2704	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2708	0 1.0 0.0
org.apache.commons.lang.text.StrBuilder:2709	0 1.0 0.0
org.apache.commons.lang.text.StrMatcher:153	0 62.0 0.0
org.apache.commons.lang.text.StrMatcher:163	0 38.0 0.0
org.apache.commons.lang.text.StrMatcher:205	0 46.0 0.0
org.apache.commons.lang.text.StrMatcher:208	0 46.0 0.0
org.apache.commons.lang.text.StrMatcher:98	0 6.0 0.0
org.apache.commons.lang.text.StrMatcher:80	0 58.0 0.0
org.apache.commons.lang.text.StrMatcher:89	0 56.0 0.0
org.apache.commons.lang.text.StrMatcher:108	0 56.0 0.0
org.apache.commons.lang.text.StrMatcher:117	0 56.0 0.0
org.apache.commons.lang.text.StrMatcher:135	0 56.0 0.0
org.apache.commons.lang.text.StrMatcher:144	0 2.0 0.0
org.apache.commons.lang.text.StrMatcher:331	0 40.0 0.0
org.apache.commons.lang.text.StrMatcher:299	0 20.0 0.0
org.apache.commons.lang.text.StrMatcher:399	0 55.0 0.0
org.apache.commons.lang.text.StrMatcher:349	0 46.0 0.0
org.apache.commons.lang.text.StrMatcher:350	0 46.0 0.0
org.apache.commons.lang.text.StrMatcher:351	0 46.0 0.0
org.apache.commons.lang.text.StrMatcher:363	0 40.0 0.0
org.apache.commons.lang.text.StrMatcher:364	0 40.0 0.0
org.apache.commons.lang.text.StrMatcher:367	0 40.0 0.0
org.apache.commons.lang.text.StrMatcher:368	0 40.0 0.0
org.apache.commons.lang.text.StrMatcher:369	0 40.0 0.0
org.apache.commons.lang.text.StrMatcher:372	0 39.0 0.0
org.apache.commons.lang.text.StrMatcher:365	0 32.0 0.0
org.apache.commons.lang.text.StrMatcher:426	0 14.0 0.0
org.apache.commons.lang.text.StrTokenizer:93	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:94	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:95	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:96	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:97	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:98	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:99	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:101	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:102	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:103	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:104	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:105	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:106	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:107	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:108	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:118	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:120	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:122	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:124	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:127	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:129	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:241	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:242	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:243	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:415	0 6.0 0.0
org.apache.commons.lang.text.StrTokenizer:416	0 6.0 0.0
org.apache.commons.lang.text.StrTokenizer:449	0 10.0 0.0
org.apache.commons.lang.text.StrTokenizer:450	0 10.0 0.0
org.apache.commons.lang.text.StrTokenizer:475	0 12.0 0.0
org.apache.commons.lang.text.StrTokenizer:476	0 12.0 0.0
org.apache.commons.lang.text.StrTokenizer:477	0 12.0 0.0
org.apache.commons.lang.text.StrTokenizer:523	0 45.0 0.0
org.apache.commons.lang.text.StrTokenizer:524	0 45.0 0.0
org.apache.commons.lang.text.StrTokenizer:533	0 40.0 0.0
org.apache.commons.lang.text.StrTokenizer:534	0 38.0 0.0
org.apache.commons.lang.text.StrTokenizer:612	0 53.0 0.0
org.apache.commons.lang.text.StrTokenizer:613	0 53.0 0.0
org.apache.commons.lang.text.StrTokenizer:615	0 12.0 0.0
org.apache.commons.lang.text.StrTokenizer:616	0 12.0 0.0
org.apache.commons.lang.text.StrTokenizer:617	0 12.0 0.0
org.apache.commons.lang.text.StrTokenizer:622	0 53.0 0.0
org.apache.commons.lang.text.StrTokenizer:645	0 53.0 0.0
org.apache.commons.lang.text.StrTokenizer:648	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:649	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:650	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:653	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:655	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:658	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:659	0 11.0 0.0
org.apache.commons.lang.text.StrTokenizer:662	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:672	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:673	0 22.0 0.0
org.apache.commons.lang.text.StrTokenizer:674	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:680	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:681	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:697	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:698	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:701	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:710	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:716	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:717	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:723	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:724	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:727	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:749	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:750	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:751	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:752	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:754	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:758	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:788	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:789	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:791	0 47.0 0.0
org.apache.commons.lang.text.StrTokenizer:792	0 47.0 0.0
org.apache.commons.lang.text.StrTokenizer:796	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:805	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:806	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:814	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:815	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:822	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:823	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:824	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:860	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:872	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:875	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:877	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:912	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:925	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:926	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:928	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:956	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:969	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:970	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:972	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:1000	0 50.0 0.0
org.apache.commons.lang.text.StrTokenizer:1013	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:1014	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:1016	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:1038	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:1039	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:1050	0 22.0 0.0
org.apache.commons.lang.text.StrTokenizer:1061	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:1062	0 56.0 0.0
org.apache.commons.lang.text.StrTokenizer:1072	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:1073	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:252	0 43.0 0.0
