org.apache.commons.math3.optimization.linear.Relationship:59	1.0 1.0 0.7071067811865475
org.apache.commons.math3.optimization.linear.SimplexTableau:286	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.SimplexTableau:288	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.SimplexTableau:289	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.SimplexTableau:374	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.SimplexTableau:375	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.SimplexTableau:539	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.SimplexTableau:547	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.SimplexTableau:555	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:56	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:57	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:58	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:255	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:302	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:303	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:304	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:323	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.Array2DRowRealMatrix:329	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.AbstractRealMatrix:53	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.AbstractRealMatrix:54	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.AbstractRealMatrix:57	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.AbstractRealMatrix:60	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:37	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:41	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:84	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:85	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:86	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:198	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:199	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:200	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:285	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:374	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:375	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:377	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:629	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.ArrayRealVector:733	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:58	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:59	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:65	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:66	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:67	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:68	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:75	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:83	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.MatrixUtils:367	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.MatrixUtils:368	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.MatrixUtils:369	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.MatrixUtils:379	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.MatrixUtils:384	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.MatrixUtils:394	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.MatrixUtils:398	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealLinearOperator:53	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVector:58	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVector:527	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVector:864	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:82	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:83	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:106	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:107	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:108	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:109	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:110	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:111	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:112	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:113	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:114	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:162	1.0 27.0 0.1889822365046136
org.apache.commons.math3.linear.RealVectorFormat:171	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.GoalType:27	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.GoalType:30	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.GoalType:33	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:81	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:82	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:99	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:100	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:101	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:102	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:103	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:168	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:176	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.LinearConstraint:184	1.0 27.0 0.1889822365046136
org.apache.commons.math3.util.CompositeFormat:54	1.0 27.0 0.1889822365046136
org.apache.commons.math3.util.CompositeFormat:55	1.0 27.0 0.1889822365046136
org.apache.commons.math3.util.CompositeFormat:56	1.0 27.0 0.1889822365046136
org.apache.commons.math3.optimization.linear.Relationship:61	0.0 3.0 0.0
org.apache.commons.math3.optimization.linear.Relationship:63	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:414	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:418	0.0 6.5 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:329	0.0 4.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:117	0.0 4.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:118	0.0 4.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:563	0.0 3.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:570	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:574	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:575	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:576	0.0 12.333333333333334 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:609	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:610	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:611	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:620	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:621	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.SimplexTableau:622	0.0 1.0 0.0
org.apache.commons.math3.util.Pair:72	0.0 18.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:199	0.0 13.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:179	0.0 3.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:100	0.0 8.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:114	0.0 8.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:115	0.0 8.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:116	0.0 7.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:117	0.0 7.5 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:118	0.0 7.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:120	0.0 7.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:123	0.0 3.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:170	0.0 4.0 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:110	0.0 4.166666666666667 0.0
org.apache.commons.math3.optimization.linear.SimplexSolver:142	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:246	0.0 3.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:506	0.0 3.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:507	0.0 3.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:509	0.0 3.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:510	0.0 3.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:512	0.0 3.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:95	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:96	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:99	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:102	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:103	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:106	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:107	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:110	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:111	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:115	0.0 1.0 0.0
org.apache.commons.math3.linear.Array2DRowRealMatrix:117	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:909	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:912	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:915	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:916	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:917	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:918	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:921	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:922	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:923	0.0 1.0 0.0
org.apache.commons.math3.linear.AbstractRealMatrix:928	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:776	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:777	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:781	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:822	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:826	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:830	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:831	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:835	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:839	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:840	0.0 1.0 0.0
org.apache.commons.math3.linear.ArrayRealVector:844	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:108	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:112	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:113	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:114	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:132	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:133	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:134	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:143	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:144	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearObjectiveFunction:145	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:645	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:646	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:647	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:648	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:650	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:676	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:677	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:678	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:679	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:683	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:686	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:688	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:689	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:699	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:701	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:746	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:747	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:748	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:749	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:750	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:751	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:752	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:755	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:781	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:782	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:783	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:784	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:785	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:786	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:787	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:792	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:795	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:797	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:798	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:808	0.0 1.0 0.0
org.apache.commons.math3.linear.MatrixUtils:809	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:191	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:195	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:196	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:197	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:218	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:219	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:220	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:229	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:230	0.0 1.0 0.0
org.apache.commons.math3.optimization.linear.LinearConstraint:231	0.0 1.0 0.0
org.apache.commons.math3.exception.MathIllegalStateException:45	0.0 5.333333333333333 0.0
org.apache.commons.math3.exception.MathIllegalStateException:46	0.0 5.333333333333333 0.0
org.apache.commons.math3.exception.MathIllegalStateException:47	0.0 5.333333333333333 0.0
org.apache.commons.math3.exception.MathIllegalStateException:48	0.0 5.333333333333333 0.0
org.apache.commons.math3.optimization.linear.NoFeasibleSolutionException:38	0.0 3.0 0.0
org.apache.commons.math3.optimization.linear.NoFeasibleSolutionException:39	0.0 3.0 0.0
org.apache.commons.math3.optimization.linear.UnboundedSolutionException:38	0.0 2.3333333333333335 0.0
org.apache.commons.math3.optimization.linear.UnboundedSolutionException:39	0.0 2.3333333333333335 0.0
