org.apache.commons.math.optimization.linear.SimplexTableau:339	1.0 2.0 0.5773502691896258
org.apache.commons.math.optimization.linear.SimplexSolver:107	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:114	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:115	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:118	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:121	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:122	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:125	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:126	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:129	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:130	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:136	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:138	0.0 1.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:296	0.0 3.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:602	0.0 3.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:603	0.0 3.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:605	0.0 3.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:606	0.0 3.0 0.0
org.apache.commons.math.linear.RealMatrixImpl:608	0.0 3.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:191	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:195	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:201	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:202	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:227	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:228	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:229	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:238	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:239	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.LinearConstraint:240	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1027	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1030	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1033	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1034	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1035	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1036	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1039	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1040	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1041	0.0 1.0 0.0
org.apache.commons.math.linear.AbstractRealMatrix:1046	0.0 1.0 0.0
org.apache.commons.math.ConvergenceException:45	0.0 2.0 0.0
org.apache.commons.math.ConvergenceException:46	0.0 2.0 0.0
org.apache.commons.math.MathException:60	0.0 2.0 0.0
org.apache.commons.math.MathException:67	0.0 2.0 0.0
org.apache.commons.math.MathException:73	0.0 2.0 0.0
org.apache.commons.math.MathException:85	0.0 2.0 0.0
org.apache.commons.math.MathException:106	0.0 2.0 0.0
org.apache.commons.math.MathException:107	0.0 2.0 0.0
org.apache.commons.math.MathException:108	0.0 2.0 0.0
org.apache.commons.math.MathException:109	0.0 2.0 0.0
org.apache.commons.math.optimization.OptimizationException:42	0.0 2.0 0.0
org.apache.commons.math.optimization.OptimizationException:43	0.0 2.0 0.0
org.apache.commons.math.optimization.linear.NoFeasibleSolutionException:37	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.NoFeasibleSolutionException:38	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.UnboundedSolutionException:37	0.0 1.0 0.0
org.apache.commons.math.optimization.linear.UnboundedSolutionException:38	0.0 1.0 0.0
