org.jfree.chart.plot.PiePlot:2613	0 0.0 0
org.jfree.chart.ChartFactory:1429	0 3.0 0.0
org.jfree.chart.ChartFactory:1104	0 4.0 0.0
org.jfree.chart.ChartFactory:1107	0 4.0 0.0
org.jfree.chart.ChartFactory:1108	0 4.0 0.0
org.jfree.chart.ChartFactory:1110	0 4.0 0.0
org.jfree.chart.ChartFactory:1111	0 4.0 0.0
org.jfree.chart.ChartFactory:1112	0 4.0 0.0
org.jfree.chart.ChartFactory:1115	0 4.0 0.0
org.jfree.chart.ChartFactory:1116	0 4.0 0.0
org.jfree.chart.ChartFactory:1119	0 4.0 0.0
org.jfree.chart.ChartFactory:1121	0 4.0 0.0
org.jfree.chart.ChartFactory:1122	0 4.0 0.0
org.jfree.chart.ChartFactory:1125	0 4.0 0.0
org.jfree.chart.ChartFactory:984	0 4.0 0.0
org.jfree.chart.ChartFactory:987	0 4.0 0.0
org.jfree.chart.ChartFactory:988	0 4.0 0.0
org.jfree.chart.ChartFactory:991	0 4.0 0.0
org.jfree.chart.ChartFactory:992	0 4.0 0.0
org.jfree.chart.ChartFactory:993	0 4.0 0.0
org.jfree.chart.ChartFactory:996	0 4.0 0.0
org.jfree.chart.ChartFactory:997	0 4.0 0.0
org.jfree.chart.ChartFactory:1001	0 4.0 0.0
org.jfree.chart.ChartFactory:1003	0 4.0 0.0
org.jfree.chart.ChartFactory:1004	0 4.0 0.0
org.jfree.chart.ChartFactory:1007	0 4.0 0.0
org.jfree.chart.ChartFactory:1011	0 4.0 0.0
org.jfree.chart.ChartFactory:1014	0 4.0 0.0
org.jfree.chart.ChartFactory:866	0 4.0 0.0
org.jfree.chart.ChartFactory:870	0 4.0 0.0
org.jfree.chart.ChartFactory:871	0 4.0 0.0
org.jfree.chart.ChartFactory:873	0 4.0 0.0
org.jfree.chart.ChartFactory:874	0 4.0 0.0
org.jfree.chart.ChartFactory:875	0 4.0 0.0
org.jfree.chart.ChartFactory:878	0 4.0 0.0
org.jfree.chart.ChartFactory:879	0 4.0 0.0
org.jfree.chart.ChartFactory:882	0 4.0 0.0
org.jfree.chart.ChartFactory:884	0 4.0 0.0
org.jfree.chart.ChartFactory:885	0 4.0 0.0
org.jfree.chart.ChartFactory:888	0 4.0 0.0
org.jfree.chart.ChartFactory:1314	0 3.0 0.0
org.jfree.chart.ChartFactory:1317	0 3.0 0.0
org.jfree.chart.ChartFactory:1318	0 3.0 0.0
org.jfree.chart.ChartFactory:1320	0 3.0 0.0
org.jfree.chart.ChartFactory:1322	0 3.0 0.0
org.jfree.chart.ChartFactory:1323	0 3.0 0.0
org.jfree.chart.ChartFactory:1324	0 3.0 0.0
org.jfree.chart.ChartFactory:1327	0 3.0 0.0
org.jfree.chart.ChartFactory:1328	0 3.0 0.0
org.jfree.chart.ChartFactory:1329	0 3.0 0.0
org.jfree.chart.ChartFactory:1337	0 3.0 0.0
org.jfree.chart.ChartFactory:1338	0 3.0 0.0
org.jfree.chart.ChartFactory:1340	0 3.0 0.0
org.jfree.chart.ChartFactory:1342	0 3.0 0.0
org.jfree.chart.ChartFactory:1343	0 3.0 0.0
org.jfree.chart.ChartFactory:1346	0 3.0 0.0
org.jfree.chart.ChartFactory:1348	0 3.0 0.0
org.jfree.chart.ChartFactory:1349	0 3.0 0.0
org.jfree.chart.ChartFactory:1350	0 3.0 0.0
org.jfree.chart.ChartFactory:1351	0 3.0 0.0
org.jfree.chart.ChartFactory:1352	0 3.0 0.0
org.jfree.chart.ChartFactory:1353	0 3.0 0.0
org.jfree.chart.ChartFactory:1356	0 3.0 0.0
org.jfree.chart.ChartFactory:1547	0 3.0 0.0
org.jfree.chart.ChartFactory:1550	0 3.0 0.0
org.jfree.chart.ChartFactory:1551	0 3.0 0.0
org.jfree.chart.ChartFactory:1552	0 3.0 0.0
org.jfree.chart.ChartFactory:1553	0 3.0 0.0
org.jfree.chart.ChartFactory:1554	0 3.0 0.0
org.jfree.chart.ChartFactory:1555	0 3.0 0.0
org.jfree.chart.ChartFactory:1557	0 3.0 0.0
org.jfree.chart.ChartFactory:1558	0 3.0 0.0
org.jfree.chart.ChartFactory:1559	0 3.0 0.0
org.jfree.chart.ChartFactory:1562	0 3.0 0.0
org.jfree.chart.ChartFactory:1563	0 3.0 0.0
org.jfree.chart.ChartFactory:1564	0 3.0 0.0
org.jfree.chart.ChartFactory:1567	0 3.0 0.0
org.jfree.chart.ChartFactory:1570	0 3.0 0.0
org.jfree.chart.ChartFactory:1573	0 3.0 0.0
org.jfree.chart.ChartFactory:1479	0 4.0 0.0
org.jfree.chart.ChartFactory:1482	0 4.0 0.0
org.jfree.chart.ChartFactory:1483	0 4.0 0.0
org.jfree.chart.ChartFactory:1487	0 4.0 0.0
org.jfree.chart.ChartFactory:1488	0 4.0 0.0
org.jfree.chart.ChartFactory:1489	0 4.0 0.0
org.jfree.chart.ChartFactory:1491	0 4.0 0.0
org.jfree.chart.ChartFactory:1493	0 4.0 0.0
org.jfree.chart.ChartFactory:1494	0 4.0 0.0
org.jfree.chart.ChartFactory:1496	0 3.0 0.0
org.jfree.chart.ChartFactory:1500	0 3.0 0.0
org.jfree.chart.ChartFactory:1502	0 3.0 0.0
org.jfree.chart.ChartFactory:1504	0 4.0 0.0
org.jfree.chart.ChartFactory:1505	0 3.0 0.0
org.jfree.chart.ChartFactory:1508	0 4.0 0.0
org.jfree.chart.ChartFactory:1509	0 4.0 0.0
org.jfree.chart.ChartFactory:1511	0 4.0 0.0
org.jfree.chart.ChartFactory:1514	0 4.0 0.0
org.jfree.chart.ChartFactory:1660	0 11.0 0.0
org.jfree.chart.ChartFactory:1663	0 11.0 0.0
org.jfree.chart.ChartFactory:1664	0 11.0 0.0
org.jfree.chart.ChartFactory:1665	0 11.0 0.0
org.jfree.chart.ChartFactory:1666	0 11.0 0.0
org.jfree.chart.ChartFactory:1667	0 11.0 0.0
org.jfree.chart.ChartFactory:1668	0 11.0 0.0
org.jfree.chart.ChartFactory:1669	0 11.0 0.0
org.jfree.chart.ChartFactory:1670	0 6.0 0.0
org.jfree.chart.ChartFactory:1672	0 11.0 0.0
org.jfree.chart.ChartFactory:1673	0 3.0 0.0
org.jfree.chart.ChartFactory:1676	0 11.0 0.0
org.jfree.chart.ChartFactory:1679	0 11.0 0.0
org.jfree.chart.ChartFactory:1761	0 3.0 0.0
org.jfree.chart.ChartFactory:1764	0 3.0 0.0
org.jfree.chart.ChartFactory:1765	0 3.0 0.0
org.jfree.chart.ChartFactory:1766	0 3.0 0.0
org.jfree.chart.ChartFactory:1768	0 3.0 0.0
org.jfree.chart.ChartFactory:1769	0 3.0 0.0
org.jfree.chart.ChartFactory:1770	0 3.0 0.0
org.jfree.chart.ChartFactory:1773	0 3.0 0.0
org.jfree.chart.ChartFactory:1774	0 3.0 0.0
org.jfree.chart.ChartFactory:1775	0 3.0 0.0
org.jfree.chart.ChartFactory:1777	0 3.0 0.0
org.jfree.chart.ChartFactory:1781	0 3.0 0.0
org.jfree.chart.ChartFactory:1782	0 3.0 0.0
org.jfree.chart.ChartFactory:1783	0 3.0 0.0
org.jfree.chart.ChartFactory:1784	0 3.0 0.0
org.jfree.chart.ChartFactory:1785	0 3.0 0.0
org.jfree.chart.ChartFactory:1786	0 3.0 0.0
org.jfree.chart.ChartFactory:1788	0 3.0 0.0
org.jfree.chart.ChartFactory:1707	0 3.0 0.0
org.jfree.chart.ChartFactory:1710	0 3.0 0.0
org.jfree.chart.ChartFactory:1711	0 3.0 0.0
org.jfree.chart.ChartFactory:1712	0 3.0 0.0
org.jfree.chart.ChartFactory:1714	0 3.0 0.0
org.jfree.chart.ChartFactory:1715	0 3.0 0.0
org.jfree.chart.ChartFactory:1716	0 3.0 0.0
org.jfree.chart.ChartFactory:1719	0 3.0 0.0
org.jfree.chart.ChartFactory:1720	0 3.0 0.0
org.jfree.chart.ChartFactory:1721	0 3.0 0.0
org.jfree.chart.ChartFactory:1723	0 3.0 0.0
org.jfree.chart.ChartFactory:1726	0 3.0 0.0
org.jfree.chart.ChartFactory:1727	0 3.0 0.0
org.jfree.chart.ChartFactory:1728	0 3.0 0.0
org.jfree.chart.ChartFactory:1729	0 3.0 0.0
org.jfree.chart.ChartFactory:1730	0 3.0 0.0
org.jfree.chart.ChartFactory:1731	0 3.0 0.0
org.jfree.chart.ChartFactory:1733	0 3.0 0.0
org.jfree.chart.ChartFactory:1604	0 5.0 0.0
org.jfree.chart.ChartFactory:1607	0 5.0 0.0
org.jfree.chart.ChartFactory:1608	0 5.0 0.0
org.jfree.chart.ChartFactory:1609	0 5.0 0.0
org.jfree.chart.ChartFactory:1610	0 5.0 0.0
org.jfree.chart.ChartFactory:1611	0 5.0 0.0
org.jfree.chart.ChartFactory:1612	0 5.0 0.0
org.jfree.chart.ChartFactory:1613	0 5.0 0.0
org.jfree.chart.ChartFactory:1617	0 5.0 0.0
org.jfree.chart.ChartFactory:1618	0 5.0 0.0
org.jfree.chart.ChartFactory:1621	0 5.0 0.0
org.jfree.chart.ChartFactory:1623	0 5.0 0.0
org.jfree.chart.ChartFactory:1624	0 5.0 0.0
org.jfree.chart.ChartFactory:1625	0 5.0 0.0
org.jfree.chart.ChartFactory:1627	0 5.0 0.0
org.jfree.chart.ChartFactory:1629	0 5.0 0.0
org.jfree.chart.ChartFactory:1631	0 5.0 0.0
org.jfree.chart.block.LineBorder:146	0 10.0 0.0
org.jfree.chart.block.LineBorder:123	0 31.0 0.0
org.jfree.chart.block.LineBorder:142	0 31.0 0.0
org.jfree.chart.block.LineBorder:143	0 31.0 0.0
org.jfree.chart.block.LineBorder:145	0 31.0 0.0
org.jfree.chart.block.LineBorder:82	0 94.0 0.0
org.jfree.chart.block.LineBorder:84	0 94.0 0.0
org.jfree.chart.block.LineBorder:93	0 94.0 0.0
org.jfree.chart.block.LineBorder:94	0 94.0 0.0
org.jfree.chart.block.LineBorder:97	0 94.0 0.0
org.jfree.chart.block.LineBorder:100	0 94.0 0.0
org.jfree.chart.block.LineBorder:103	0 94.0 0.0
org.jfree.chart.block.LineBorder:104	0 94.0 0.0
org.jfree.chart.block.LineBorder:105	0 94.0 0.0
org.jfree.chart.block.LineBorder:106	0 94.0 0.0
org.jfree.chart.block.LineBorder:114	0 21.0 0.0
org.jfree.chart.block.LineBorder:132	0 21.0 0.0
org.jfree.chart.block.LineBorder:148	0 21.0 0.0
org.jfree.chart.block.LineBorder:149	0 21.0 0.0
org.jfree.chart.block.LineBorder:150	0 21.0 0.0
org.jfree.chart.block.LineBorder:151	0 21.0 0.0
org.jfree.chart.block.LineBorder:152	0 21.0 0.0
org.jfree.chart.block.LineBorder:153	0 21.0 0.0
org.jfree.chart.block.LineBorder:154	0 21.0 0.0
org.jfree.chart.block.LineBorder:155	0 21.0 0.0
org.jfree.chart.block.LineBorder:156	0 21.0 0.0
org.jfree.chart.block.LineBorder:157	0 21.0 0.0
org.jfree.chart.block.LineBorder:158	0 21.0 0.0
org.jfree.chart.block.LineBorder:159	0 21.0 0.0
org.jfree.chart.block.LineBorder:160	0 21.0 0.0
org.jfree.chart.block.LineBorder:161	0 21.0 0.0
org.jfree.chart.block.LineBorder:162	0 21.0 0.0
org.jfree.chart.block.LineBorder:163	0 21.0 0.0
org.jfree.chart.block.LineBorder:165	0 21.0 0.0
org.jfree.chart.block.LineBorder:166	0 21.0 0.0
org.jfree.chart.block.LineBorder:167	0 21.0 0.0
org.jfree.chart.block.LineBorder:169	0 21.0 0.0
org.jfree.chart.block.LineBorder:170	0 21.0 0.0
org.jfree.chart.block.LineBorder:171	0 21.0 0.0
org.jfree.chart.block.LineBorder:173	0 21.0 0.0
org.jfree.chart.block.LineBorder:174	0 21.0 0.0
org.jfree.chart.block.LineBorder:175	0 21.0 0.0
org.jfree.chart.block.LineBorder:177	0 21.0 0.0
org.jfree.chart.block.LineBorder:187	0 9.0 0.0
org.jfree.chart.block.LineBorder:190	0 9.0 0.0
org.jfree.chart.block.LineBorder:193	0 9.0 0.0
org.jfree.chart.block.LineBorder:194	0 9.0 0.0
org.jfree.chart.block.LineBorder:197	0 9.0 0.0
org.jfree.chart.block.LineBorder:200	0 9.0 0.0
org.jfree.chart.block.LineBorder:203	0 9.0 0.0
org.jfree.chart.block.LineBorder:214	0 8.0 0.0
org.jfree.chart.block.LineBorder:215	0 8.0 0.0
org.jfree.chart.block.LineBorder:216	0 8.0 0.0
org.jfree.chart.block.LineBorder:217	0 8.0 0.0
org.jfree.chart.block.LineBorder:229	0 8.0 0.0
org.jfree.chart.block.LineBorder:230	0 8.0 0.0
org.jfree.chart.block.LineBorder:231	0 8.0 0.0
org.jfree.chart.block.LineBorder:232	0 8.0 0.0
org.jfree.chart.title.LegendTitle:472	0 10.0 0.0
org.jfree.chart.title.LegendTitle:388	0 31.0 0.0
org.jfree.chart.title.LegendTitle:389	0 31.0 0.0
org.jfree.chart.title.LegendTitle:390	0 31.0 0.0
org.jfree.chart.title.LegendTitle:391	0 31.0 0.0
org.jfree.chart.title.LegendTitle:396	0 31.0 0.0
org.jfree.chart.title.LegendTitle:397	0 31.0 0.0
org.jfree.chart.title.LegendTitle:398	0 31.0 0.0
org.jfree.chart.title.LegendTitle:399	0 31.0 0.0
org.jfree.chart.title.LegendTitle:406	0 31.0 0.0
org.jfree.chart.title.LegendTitle:469	0 31.0 0.0
org.jfree.chart.title.LegendTitle:470	0 31.0 0.0
org.jfree.chart.title.LegendTitle:471	0 31.0 0.0
org.jfree.chart.title.LegendTitle:507	0 31.0 0.0
org.jfree.chart.title.LegendTitle:508	0 31.0 0.0
org.jfree.chart.title.LegendTitle:509	0 31.0 0.0
org.jfree.chart.title.LegendTitle:510	0 31.0 0.0
org.jfree.chart.title.LegendTitle:511	0 31.0 0.0
org.jfree.chart.title.LegendTitle:513	0 31.0 0.0
org.jfree.chart.title.LegendTitle:514	0 31.0 0.0
org.jfree.chart.title.LegendTitle:515	0 31.0 0.0
org.jfree.chart.title.LegendTitle:516	0 31.0 0.0
org.jfree.chart.title.LegendTitle:517	0 31.0 0.0
org.jfree.chart.title.LegendTitle:518	0 31.0 0.0
org.jfree.chart.title.LegendTitle:520	0 31.0 0.0
org.jfree.chart.title.LegendTitle:521	0 31.0 0.0
org.jfree.chart.title.LegendTitle:108	0 94.0 0.0
org.jfree.chart.title.LegendTitle:112	0 94.0 0.0
org.jfree.chart.title.LegendTitle:162	0 94.0 0.0
org.jfree.chart.title.LegendTitle:163	0 94.0 0.0
org.jfree.chart.title.LegendTitle:175	0 94.0 0.0
org.jfree.chart.title.LegendTitle:176	0 94.0 0.0
org.jfree.chart.title.LegendTitle:177	0 94.0 0.0
org.jfree.chart.title.LegendTitle:178	0 94.0 0.0
org.jfree.chart.title.LegendTitle:179	0 94.0 0.0
org.jfree.chart.title.LegendTitle:180	0 94.0 0.0
org.jfree.chart.title.LegendTitle:181	0 94.0 0.0
org.jfree.chart.title.LegendTitle:182	0 94.0 0.0
org.jfree.chart.title.LegendTitle:183	0 94.0 0.0
org.jfree.chart.title.LegendTitle:184	0 94.0 0.0
org.jfree.chart.title.LegendTitle:185	0 94.0 0.0
org.jfree.chart.title.LegendTitle:186	0 94.0 0.0
org.jfree.chart.title.LegendTitle:187	0 94.0 0.0
org.jfree.chart.title.LegendTitle:188	0 94.0 0.0
org.jfree.chart.title.LegendTitle:229	0 94.0 0.0
org.jfree.chart.title.LegendTitle:230	0 94.0 0.0
org.jfree.chart.title.LegendTitle:231	0 94.0 0.0
org.jfree.chart.title.LegendTitle:261	0 21.0 0.0
org.jfree.chart.title.LegendTitle:282	0 21.0 0.0
org.jfree.chart.title.LegendTitle:400	0 21.0 0.0
org.jfree.chart.title.LegendTitle:401	0 21.0 0.0
org.jfree.chart.title.LegendTitle:402	0 21.0 0.0
org.jfree.chart.title.LegendTitle:416	0 21.0 0.0
org.jfree.chart.title.LegendTitle:417	0 21.0 0.0
org.jfree.chart.title.LegendTitle:419	0 21.0 0.0
org.jfree.chart.title.LegendTitle:420	0 21.0 0.0
org.jfree.chart.title.LegendTitle:421	0 21.0 0.0
org.jfree.chart.title.LegendTitle:422	0 21.0 0.0
org.jfree.chart.title.LegendTitle:423	0 21.0 0.0
org.jfree.chart.title.LegendTitle:424	0 21.0 0.0
org.jfree.chart.title.LegendTitle:425	0 21.0 0.0
org.jfree.chart.title.LegendTitle:426	0 21.0 0.0
org.jfree.chart.title.LegendTitle:427	0 21.0 0.0
org.jfree.chart.title.LegendTitle:428	0 21.0 0.0
org.jfree.chart.title.LegendTitle:429	0 21.0 0.0
org.jfree.chart.title.LegendTitle:431	0 21.0 0.0
org.jfree.chart.title.LegendTitle:434	0 21.0 0.0
org.jfree.chart.title.LegendTitle:435	0 21.0 0.0
org.jfree.chart.title.LegendTitle:436	0 21.0 0.0
org.jfree.chart.title.LegendTitle:437	0 21.0 0.0
org.jfree.chart.title.LegendTitle:439	0 21.0 0.0
org.jfree.chart.title.LegendTitle:440	0 21.0 0.0
org.jfree.chart.title.LegendTitle:441	0 21.0 0.0
org.jfree.chart.title.LegendTitle:442	0 21.0 0.0
org.jfree.chart.title.LegendTitle:444	0 21.0 0.0
org.jfree.chart.title.LegendTitle:445	0 21.0 0.0
org.jfree.chart.title.LegendTitle:447	0 21.0 0.0
org.jfree.chart.title.LegendTitle:474	0 21.0 0.0
org.jfree.chart.title.LegendTitle:475	0 21.0 0.0
org.jfree.chart.title.LegendTitle:476	0 21.0 0.0
org.jfree.chart.title.LegendTitle:478	0 21.0 0.0
org.jfree.chart.title.LegendTitle:479	0 21.0 0.0
org.jfree.chart.title.LegendTitle:480	0 21.0 0.0
org.jfree.chart.title.LegendTitle:481	0 21.0 0.0
org.jfree.chart.title.LegendTitle:482	0 21.0 0.0
org.jfree.chart.title.LegendTitle:541	0 11.0 0.0
org.jfree.chart.title.LegendTitle:544	0 9.0 0.0
org.jfree.chart.title.LegendTitle:547	0 9.0 0.0
org.jfree.chart.title.LegendTitle:550	0 9.0 0.0
org.jfree.chart.title.LegendTitle:551	0 9.0 0.0
org.jfree.chart.title.LegendTitle:554	0 9.0 0.0
org.jfree.chart.title.LegendTitle:557	0 9.0 0.0
org.jfree.chart.title.LegendTitle:560	0 9.0 0.0
org.jfree.chart.title.LegendTitle:563	0 9.0 0.0
org.jfree.chart.title.LegendTitle:566	0 9.0 0.0
org.jfree.chart.title.LegendTitle:569	0 9.0 0.0
org.jfree.chart.title.LegendTitle:572	0 9.0 0.0
org.jfree.chart.title.LegendTitle:575	0 9.0 0.0
org.jfree.chart.title.LegendTitle:196	0 1.0 0.0
org.jfree.chart.title.LegendTitle:586	0 8.0 0.0
org.jfree.chart.title.LegendTitle:587	0 8.0 0.0
org.jfree.chart.title.LegendTitle:588	0 8.0 0.0
org.jfree.chart.title.LegendTitle:589	0 8.0 0.0
org.jfree.chart.title.LegendTitle:601	0 8.0 0.0
org.jfree.chart.title.LegendTitle:602	0 8.0 0.0
org.jfree.chart.title.LegendTitle:603	0 8.0 0.0
org.jfree.chart.title.LegendTitle:604	0 8.0 0.0
org.jfree.chart.title.LegendTitle:542	0 3.0 0.0
org.jfree.chart.util.RectangleInsets:192	0 20.0 0.0
org.jfree.chart.util.RectangleInsets:381	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:382	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:385	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:396	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:397	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:400	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:411	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:412	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:415	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:426	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:427	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:430	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:441	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:442	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:445	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:456	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:457	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:460	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:471	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:472	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:475	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:486	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:487	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:490	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:501	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:512	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:523	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:535	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:545	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:546	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:547	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:548	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:549	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:550	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:551	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:552	0 32.0 0.0
org.jfree.chart.util.RectangleInsets:184	0 37.0 0.0
org.jfree.chart.util.RectangleInsets:187	0 37.0 0.0
org.jfree.chart.util.RectangleInsets:188	0 37.0 0.0
org.jfree.chart.util.RectangleInsets:191	0 37.0 0.0
org.jfree.chart.util.RectangleInsets:181	0 44.0 0.0
org.jfree.chart.util.RectangleInsets:65	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:102	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:103	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:116	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:117	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:120	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:121	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:122	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:123	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:124	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:125	0 170.0 0.0
org.jfree.chart.util.RectangleInsets:194	0 26.0 0.0
org.jfree.chart.util.RectangleInsets:197	0 26.0 0.0
org.jfree.chart.util.RectangleInsets:200	0 26.0 0.0
org.jfree.chart.util.RectangleInsets:203	0 26.0 0.0
org.jfree.chart.util.RectangleInsets:143	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:152	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:161	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:170	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:335	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:350	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:353	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:354	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:355	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:356	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:357	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:359	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:360	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:361	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:362	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:363	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:365	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:182	0 10.0 0.0
org.jfree.chart.renderer.RendererState:62	0 23.0 0.0
org.jfree.chart.renderer.RendererState:63	0 23.0 0.0
org.jfree.chart.renderer.RendererState:64	0 23.0 0.0
org.jfree.chart.renderer.RendererState:83	0 16.0 0.0
org.jfree.chart.renderer.RendererState:84	0 16.0 0.0
org.jfree.chart.renderer.RendererState:85	0 10.0 0.0
org.jfree.chart.renderer.RendererState:86	0 10.0 0.0
org.jfree.chart.renderer.RendererState:90	0 16.0 0.0
org.jfree.chart.renderer.RendererState:72	0 1.0 0.0
org.jfree.chart.JFreeChart:1195	0 30.0 0.0
org.jfree.chart.JFreeChart:1197	0 30.0 0.0
org.jfree.chart.JFreeChart:1252	0 30.0 0.0
org.jfree.chart.JFreeChart:1305	0 30.0 0.0
org.jfree.chart.JFreeChart:1306	0 30.0 0.0
org.jfree.chart.JFreeChart:1308	0 30.0 0.0
org.jfree.chart.JFreeChart:1309	0 30.0 0.0
org.jfree.chart.JFreeChart:1312	0 30.0 0.0
org.jfree.chart.JFreeChart:1343	0 30.0 0.0
org.jfree.chart.JFreeChart:1344	0 30.0 0.0
org.jfree.chart.JFreeChart:1204	0 31.0 0.0
org.jfree.chart.JFreeChart:1205	0 31.0 0.0
org.jfree.chart.JFreeChart:1207	0 31.0 0.0
org.jfree.chart.JFreeChart:1210	0 31.0 0.0
org.jfree.chart.JFreeChart:1254	0 31.0 0.0
org.jfree.chart.JFreeChart:1257	0 31.0 0.0
org.jfree.chart.JFreeChart:1258	0 31.0 0.0
org.jfree.chart.JFreeChart:1313	0 31.0 0.0
org.jfree.chart.JFreeChart:1314	0 31.0 0.0
org.jfree.chart.JFreeChart:1315	0 31.0 0.0
org.jfree.chart.JFreeChart:1317	0 31.0 0.0
org.jfree.chart.JFreeChart:1318	0 31.0 0.0
org.jfree.chart.JFreeChart:1320	0 31.0 0.0
org.jfree.chart.JFreeChart:457	0 32.0 0.0
org.jfree.chart.JFreeChart:1136	0 32.0 0.0
org.jfree.chart.JFreeChart:1140	0 32.0 0.0
org.jfree.chart.JFreeChart:1146	0 32.0 0.0
org.jfree.chart.JFreeChart:1147	0 32.0 0.0
org.jfree.chart.JFreeChart:1149	0 32.0 0.0
org.jfree.chart.JFreeChart:1152	0 32.0 0.0
org.jfree.chart.JFreeChart:1153	0 32.0 0.0
org.jfree.chart.JFreeChart:1154	0 32.0 0.0
org.jfree.chart.JFreeChart:1157	0 32.0 0.0
org.jfree.chart.JFreeChart:1171	0 32.0 0.0
org.jfree.chart.JFreeChart:1186	0 32.0 0.0
org.jfree.chart.JFreeChart:1187	0 32.0 0.0
org.jfree.chart.JFreeChart:1188	0 32.0 0.0
org.jfree.chart.JFreeChart:1190	0 32.0 0.0
org.jfree.chart.JFreeChart:1191	0 32.0 0.0
org.jfree.chart.JFreeChart:1194	0 32.0 0.0
org.jfree.chart.JFreeChart:1202	0 32.0 0.0
org.jfree.chart.JFreeChart:1203	0 32.0 0.0
org.jfree.chart.JFreeChart:1212	0 32.0 0.0
org.jfree.chart.JFreeChart:1215	0 32.0 0.0
org.jfree.chart.JFreeChart:1216	0 32.0 0.0
org.jfree.chart.JFreeChart:1219	0 32.0 0.0
org.jfree.chart.JFreeChart:1240	0 32.0 0.0
org.jfree.chart.JFreeChart:1241	0 32.0 0.0
org.jfree.chart.JFreeChart:1242	0 32.0 0.0
org.jfree.chart.JFreeChart:1245	0 32.0 0.0
org.jfree.chart.JFreeChart:1246	0 32.0 0.0
org.jfree.chart.JFreeChart:1251	0 32.0 0.0
org.jfree.chart.JFreeChart:1261	0 32.0 0.0
org.jfree.chart.JFreeChart:1282	0 32.0 0.0
org.jfree.chart.JFreeChart:1285	0 32.0 0.0
org.jfree.chart.JFreeChart:1288	0 32.0 0.0
org.jfree.chart.JFreeChart:1289	0 32.0 0.0
org.jfree.chart.JFreeChart:1290	0 32.0 0.0
org.jfree.chart.JFreeChart:1291	0 32.0 0.0
org.jfree.chart.JFreeChart:1294	0 32.0 0.0
org.jfree.chart.JFreeChart:1295	0 32.0 0.0
