org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1793	1.0 0.0 1.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1236	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1237	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1238	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1710	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1711	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1713	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1715	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1016	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1019	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1022	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1023	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1025	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1029	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1030	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1034	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1035	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1036	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1038	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:350	0 4.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:351	0 4.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:367	0 4.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:368	0 4.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:369	0 4.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:371	0 4.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:394	0 5.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:395	0 5.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:410	0 5.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:411	0 5.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:412	0 5.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:414	0 5.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:622	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:623	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:637	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:638	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:639	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:641	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:668	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:671	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:672	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:673	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:675	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:676	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:677	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:683	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:736	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:739	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:740	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:741	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:764	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:765	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:766	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:789	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:790	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:791	0 2.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1481	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1485	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1489	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1493	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1497	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1501	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1505	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1509	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1513	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1517	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1521	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1692	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1693	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1695	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1697	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:723	0 8.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:751	0 8.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1742	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:776	0 8.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1746	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:335	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:566	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1532	0 20.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1533	0 20.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:800	0 11.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:882	0 9.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:883	0 9.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:437	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:551	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1839	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1842	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1843	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1865	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1868	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1869	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1879	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1880	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1882	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1885	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1886	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1887	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1890	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1892	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1893	0 3.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1419	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1420	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1425	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1429	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1430	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1432	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1433	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1434	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1438	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1439	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1443	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1444	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1445	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1446	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1448	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1450	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1451	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1452	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1455	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1456	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1457	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1458	0 1.0 0.0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1459	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:1673	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:1674	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:1675	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:1681	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:1682	0 7.0 0.0
org.jfree.chart.plot.CategoryPlot:1358	0 21.0 0.0
org.jfree.chart.plot.CategoryPlot:1357	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:1045	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:1046	0 22.0 0.0
org.jfree.chart.plot.CategoryPlot:1727	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:951	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1044	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1449	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1452	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1453	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1456	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1457	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1458	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1459	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1463	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1466	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:1468	0 114.0 0.0
org.jfree.chart.plot.CategoryPlot:602	0 89.0 0.0
org.jfree.chart.plot.CategoryPlot:612	0 98.0 0.0
org.jfree.chart.plot.CategoryPlot:613	0 98.0 0.0
org.jfree.chart.plot.CategoryPlot:619	0 101.0 0.0
org.jfree.chart.plot.CategoryPlot:620	0 101.0 0.0
org.jfree.chart.plot.CategoryPlot:627	0 101.0 0.0
org.jfree.chart.plot.CategoryPlot:628	0 101.0 0.0
org.jfree.chart.plot.CategoryPlot:729	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:732	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:733	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:734	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:759	0 81.0 0.0
org.jfree.chart.plot.CategoryPlot:760	0 81.0 0.0
org.jfree.chart.plot.CategoryPlot:761	0 81.0 0.0
org.jfree.chart.plot.CategoryPlot:763	0 81.0 0.0
org.jfree.chart.plot.CategoryPlot:770	0 81.0 0.0
org.jfree.chart.plot.CategoryPlot:991	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1016	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:1029	0 61.0 0.0
org.jfree.chart.plot.CategoryPlot:1061	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1062	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1072	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1073	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1084	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1085	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1086	0 2.0 0.0
org.jfree.chart.plot.CategoryPlot:1088	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1089	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1091	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1092	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1093	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1094	0 9.0 0.0
org.jfree.chart.plot.CategoryPlot:1096	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1097	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1099	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:1269	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1294	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:1572	0 51.0 0.0
org.jfree.chart.plot.CategoryPlot:1596	0 77.0 0.0
org.jfree.chart.plot.CategoryPlot:1597	0 77.0 0.0
org.jfree.chart.plot.CategoryPlot:1598	0 77.0 0.0
org.jfree.chart.plot.CategoryPlot:1600	0 77.0 0.0
org.jfree.chart.plot.CategoryPlot:1708	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:1709	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:1710	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:1711	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:1712	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:1715	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:1924	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:1927	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:1928	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:1929	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:2017	0 53.0 0.0
org.jfree.chart.plot.CategoryPlot:2020	0 53.0 0.0
org.jfree.chart.plot.CategoryPlot:2021	0 53.0 0.0
org.jfree.chart.plot.CategoryPlot:2022	0 53.0 0.0
org.jfree.chart.plot.CategoryPlot:2098	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:2101	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:2102	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:2103	0 52.0 0.0
org.jfree.chart.plot.CategoryPlot:2338	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:2358	0 54.0 0.0
org.jfree.chart.plot.CategoryPlot:2359	0 54.0 0.0
org.jfree.chart.plot.CategoryPlot:2372	0 54.0 0.0
org.jfree.chart.plot.CategoryPlot:2373	0 54.0 0.0
org.jfree.chart.plot.CategoryPlot:2374	0 54.0 0.0
org.jfree.chart.plot.CategoryPlot:2376	0 54.0 0.0
org.jfree.chart.plot.CategoryPlot:4369	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4370	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4372	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4373	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4374	0 98.0 0.0
org.jfree.chart.plot.CategoryPlot:4376	0 13.0 0.0
org.jfree.chart.plot.CategoryPlot:4382	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4383	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4384	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4385	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4386	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4387	0 100.0 0.0
org.jfree.chart.plot.CategoryPlot:4389	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4390	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4438	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4439	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4440	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4441	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4443	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4449	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4450	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4454	0 103.0 0.0
org.jfree.chart.plot.CategoryPlot:4903	0 31.0 0.0
org.jfree.chart.plot.CategoryPlot:4904	0 16.0 0.0
org.jfree.chart.plot.CategoryPlot:1354	0 11.0 0.0
org.jfree.chart.plot.CategoryPlot:1583	0 58.0 0.0
org.jfree.chart.plot.CategoryPlot:690	0 44.0 0.0
org.jfree.chart.plot.CategoryPlot:782	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:783	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:795	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:796	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:807	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:808	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:809	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:811	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:812	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:814	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:815	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:816	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:817	0 8.0 0.0
org.jfree.chart.plot.CategoryPlot:819	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:820	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:822	0 12.0 0.0
org.jfree.chart.plot.CategoryPlot:867	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:880	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:881	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:882	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:884	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:887	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:974	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:975	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:976	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:977	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:982	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1163	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1164	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1165	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1167	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1170	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1243	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:1254	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1255	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1257	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1260	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:1307	0 3.0 0.0
org.jfree.chart.plot.CategoryPlot:1481	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1484	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1485	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1487	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1489	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1490	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1491	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1495	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1547	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1550	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1551	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1553	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1555	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1556	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1557	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1561	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:1738	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:1829	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:1942	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:2032	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2059	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2086	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2116	0 28.0 0.0
org.jfree.chart.plot.CategoryPlot:2236	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:2239	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:2241	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:2242	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:2243	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:2244	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:2251	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:2523	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2524	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2525	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2526	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2528	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2529	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2531	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2534	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2797	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2798	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2799	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2800	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2802	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2803	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2805	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2808	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2952	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:2982	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3007	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3008	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3011	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3021	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3046	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3047	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3050	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3085	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3086	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3089	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3161	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3214	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3241	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3242	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3245	0 37.0 0.0
org.jfree.chart.plot.CategoryPlot:3317	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3444	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3449	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3465	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3467	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3473	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3474	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3475	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3476	0 38.0 0.0
org.jfree.chart.plot.CategoryPlot:3477	0 38.0 0.0
org.jfree.chart.plot.CategoryPlot:3482	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3499	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3504	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3520	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3521	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3522	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3523	0 38.0 0.0
org.jfree.chart.plot.CategoryPlot:3524	0 38.0 0.0
org.jfree.chart.plot.CategoryPlot:3528	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3540	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3541	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3542	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3543	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3544	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3557	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3558	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3559	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3560	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3583	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3584	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3585	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3590	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3594	0 29.0 0.0
org.jfree.chart.plot.CategoryPlot:3596	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3599	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3600	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3603	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3604	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3605	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3606	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3607	0 39.0 0.0
org.jfree.chart.plot.CategoryPlot:3610	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3611	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3615	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3616	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3622	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3626	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3630	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3631	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3632	0 36.0 0.0
org.jfree.chart.plot.CategoryPlot:3637	0 36.0 0.0
