org.apache.commons.math3.util.FastMath:1542	1.0 0.0 1.0
org.apache.commons.math3.dfp.Dfp:1777	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1778	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1779	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1780	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1781	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1785	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1786	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1787	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1788	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1789	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1793	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1795	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1796	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1800	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1801	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1803	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1804	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1805	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1810	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1811	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1812	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1813	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1815	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1816	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1820	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1821	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1824	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1825	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1827	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1830	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1831	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1832	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1835	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1840	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1842	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1846	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1847	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1848	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1853	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1854	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1855	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1856	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1857	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1862	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1863	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1867	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1868	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1870	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1871	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1874	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1875	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1880	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1881	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1884	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1895	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1906	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1916	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1924	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1926	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1927	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1928	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1929	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1930	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1931	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1934	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1936	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1937	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1938	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1939	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1940	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1943	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1944	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1945	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1948	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1963	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1968	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1988	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:1999	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2002	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2007	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2009	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2010	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2018	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2021	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2026	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2027	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2028	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2029	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2030	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2031	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2032	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2033	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2034	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2035	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2037	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2044	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2045	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2049	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2058	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2067	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2071	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2160	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2161	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2163	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2164	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2166	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2168	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2169	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2170	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2171	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2174	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2182	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2183	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2184	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2185	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2186	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2187	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2188	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2189	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2193	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2201	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2207	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2208	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2209	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2211	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2212	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2216	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2217	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2221	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2225	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2237	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2239	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2288	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2291	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.Dfp:2307	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:177	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:178	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:191	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:193	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:194	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:195	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:196	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:197	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:198	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:200	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:202	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:208	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:211	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:212	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:213	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:214	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:215	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:216	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:217	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:218	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:219	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:220	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:221	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:222	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:223	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:224	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:226	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:229	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:230	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:231	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:232	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:233	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:234	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:235	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:236	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:237	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:238	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:239	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:240	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:241	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:242	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:245	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:251	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:269	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:331	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:332	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:403	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:530	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:531	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:532	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:533	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:535	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:537	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:538	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:540	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:541	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:544	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:545	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:546	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:549	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:550	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:551	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:554	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:555	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:559	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:561	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:562	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:563	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:564	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:568	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:570	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:578	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:581	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:582	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:583	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:584	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:586	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:587	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:588	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:590	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:591	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:592	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:594	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:595	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:596	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:597	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:598	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:601	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:611	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:612	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:613	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:614	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:615	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:623	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:624	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:626	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:627	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:628	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:629	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:631	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:633	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:634	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:635	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:637	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:638	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:642	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:653	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:654	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:655	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:656	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:657	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:659	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:660	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:661	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:662	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:663	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:664	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:665	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:667	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:670	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:736	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:737	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:739	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:740	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:741	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:742	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:743	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:744	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:745	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:746	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:747	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:748	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:749	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:751	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:754	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:30	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:33	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:36	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:39	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:42	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:47	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:50	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:53	1.0 74.0 0.11547005383792514
org.apache.commons.math3.dfp.DfpField:56	1.0 74.0 0.11547005383792514
org.apache.commons.math3.util.FastMath:1478	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1489	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1501	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1525	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1539	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1556	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1557	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1558	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1559	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1560	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1568	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1569	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1573	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1574	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1577	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1578	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1579	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1580	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1583	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1584	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1586	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1587	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1589	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1590	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1591	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1592	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1593	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1594	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1596	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1598	1.0 161.0 0.07856742013183861
org.apache.commons.math3.util.FastMath:1442	1.0 163.0 0.07808688094430304
org.apache.commons.math3.util.FastMath:1444	1.0 163.0 0.07808688094430304
org.apache.commons.math3.util.FastMath:1448	1.0 163.0 0.07808688094430304
org.apache.commons.math3.util.FastMath:1453	1.0 163.0 0.07808688094430304
org.apache.commons.math3.util.FastMath:1245	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1246	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1247	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1248	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1249	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1252	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1253	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1254	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1255	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1258	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1259	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1260	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1262	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1264	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1265	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1267	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1268	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1269	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1272	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1273	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1274	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1276	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1277	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1278	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1282	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1283	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1291	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1292	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1293	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1347	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1348	1.0 223.0 0.0668153104781061
org.apache.commons.math3.util.FastMath:1178	1.0 246.0 0.06362847629757777
org.apache.commons.math3.random.BitsStreamGenerator:35	1.0 256.0 0.06237828615518053
org.apache.commons.math3.random.BitsStreamGenerator:36	1.0 256.0 0.06237828615518053
org.apache.commons.math3.random.BitsStreamGenerator:37	1.0 256.0 0.06237828615518053
org.apache.commons.math3.random.BitsStreamGenerator:165	1.0 256.0 0.06237828615518053
org.apache.commons.math3.random.BitsStreamGenerator:166	1.0 256.0 0.06237828615518053
org.apache.commons.math3.util.FastMath:945	1.0 269.0 0.06085806194501846
org.apache.commons.math3.util.FastMath:897	1.0 274.0 0.060302268915552716
org.apache.commons.math3.util.FastMath:898	1.0 274.0 0.060302268915552716
org.apache.commons.math3.util.FastMath:887	1.0 278.0 0.05986843400892496
org.apache.commons.math3.util.FastMath:889	1.0 278.0 0.05986843400892496
org.apache.commons.math3.util.FastMath:905	1.0 357.0 0.05285164225816899
