org.joda.time.Partial:219	1.0 0.0 1.0
org.joda.time.DurationFieldType:60	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:62	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:64	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:66	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:68	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:70	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:72	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:74	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:76	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:78	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:80	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:82	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:94	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:95	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:96	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:259	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:260	1.0 3771.0 0.0162822402256459
org.joda.time.DurationFieldType:261	1.0 3771.0 0.0162822402256459
org.joda.time.DateTimeZone:205	1.0 3771.0 0.0162822402256459
org.joda.time.DateTimeZone:94	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:116	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:117	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:118	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:443	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:444	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:446	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:447	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:451	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:454	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:471	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:474	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:475	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:484	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:486	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:488	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:491	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:494	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:498	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:542	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:543	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:714	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:715	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:718	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:719	1.0 3777.0 0.016269305834440775
org.joda.time.DateTimeZone:731	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:38	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:39	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:40	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:41	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:42	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:88	1.0 3777.0 0.016269305834440775
org.joda.time.tz.FixedDateTimeZone:89	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:82	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:83	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:106	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:107	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:110	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:111	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:114	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:115	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:117	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:118	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:121	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:123	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:124	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:135	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:139	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:140	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:144	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:149	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:151	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:152	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:153	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:154	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:173	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:195	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:198	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:199	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:200	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:204	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:213	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:251	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:252	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:254	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:257	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:259	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:261	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:262	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:273	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:274	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:275	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:276	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:280	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:281	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:283	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:286	1.0 3777.0 0.016269305834440775
org.joda.time.tz.ZoneInfoProvider:288	1.0 3777.0 0.016269305834440775
org.joda.time.Partial:346	0 145.0 0.0
org.joda.time.Partial:370	0 126.0 0.0
org.joda.time.Partial:282	0 20.0 0.0
org.joda.time.Partial:283	0 20.0 0.0
org.joda.time.Partial:284	0 20.0 0.0
org.joda.time.Partial:285	0 20.0 0.0
org.joda.time.Partial:286	0 20.0 0.0
org.joda.time.Partial:383	0 27.0 0.0
org.joda.time.Partial:594	0 2.0 0.0
org.joda.time.Partial:595	0 2.0 0.0
org.joda.time.Partial:597	0 2.0 0.0
org.joda.time.Partial:598	0 2.0 0.0
org.joda.time.Partial:599	0 2.0 0.0
org.joda.time.Partial:600	0 2.0 0.0
org.joda.time.Partial:601	0 2.0 0.0
org.joda.time.Partial:602	0 2.0 0.0
org.joda.time.Partial:606	0 2.0 0.0
org.joda.time.Partial:632	0 1.0 0.0
org.joda.time.Partial:710	0 44.0 0.0
org.joda.time.Partial:711	0 44.0 0.0
org.joda.time.Partial:712	0 44.0 0.0
org.joda.time.Partial:715	0 43.0 0.0
org.joda.time.Partial:717	0 43.0 0.0
org.joda.time.Partial:718	0 43.0 0.0
org.joda.time.Partial:719	0 41.0 0.0
org.joda.time.Partial:720	0 41.0 0.0
org.joda.time.Partial:724	0 41.0 0.0
org.joda.time.Partial:725	0 43.0 0.0
org.joda.time.Partial:727	0 43.0 0.0
org.joda.time.Partial:743	0 41.0 0.0
org.joda.time.Partial:744	0 41.0 0.0
org.joda.time.Partial:745	0 41.0 0.0
org.joda.time.Partial:746	0 41.0 0.0
org.joda.time.Partial:747	0 41.0 0.0
org.joda.time.Partial:751	0 40.0 0.0
org.joda.time.Partial:752	0 40.0 0.0
org.joda.time.Partial:755	0 39.0 0.0
org.joda.time.Partial:661	0 1.0 0.0
org.joda.time.Partial:662	0 1.0 0.0
org.joda.time.Partial:663	0 1.0 0.0
org.joda.time.Partial:664	0 1.0 0.0
org.joda.time.Partial:665	0 1.0 0.0
org.joda.time.Partial:666	0 1.0 0.0
org.joda.time.Partial:669	0 1.0 0.0
org.joda.time.Partial:139	0 18.0 0.0
org.joda.time.Partial:140	0 16.0 0.0
org.joda.time.Partial:153	0 21.0 0.0
org.joda.time.Partial:154	0 21.0 0.0
org.joda.time.Partial:155	0 21.0 0.0
org.joda.time.Partial:156	0 21.0 0.0
org.joda.time.Partial:159	0 19.0 0.0
org.joda.time.Partial:160	0 19.0 0.0
org.joda.time.Partial:161	0 19.0 0.0
org.joda.time.Partial:162	0 17.0 0.0
org.joda.time.Partial:222	0 9.0 0.0
org.joda.time.Partial:228	0 9.0 0.0
org.joda.time.Partial:232	0 9.0 0.0
org.joda.time.Partial:233	0 9.0 0.0
org.joda.time.Partial:234	0 9.0 0.0
org.joda.time.Partial:238	0 9.0 0.0
org.joda.time.Partial:260	0 4.0 0.0
org.joda.time.Partial:261	0 4.0 0.0
org.joda.time.Partial:264	0 3.0 0.0
org.joda.time.Partial:265	0 3.0 0.0
org.joda.time.Partial:266	0 3.0 0.0
org.joda.time.Partial:267	0 3.0 0.0
org.joda.time.Partial:268	0 3.0 0.0
org.joda.time.Partial:269	0 3.0 0.0
org.joda.time.Partial:271	0 3.0 0.0
org.joda.time.Partial:429	0 31.0 0.0
org.joda.time.Partial:432	0 30.0 0.0
org.joda.time.Partial:433	0 30.0 0.0
org.joda.time.Partial:434	0 28.0 0.0
org.joda.time.Partial:435	0 28.0 0.0
org.joda.time.Partial:438	0 28.0 0.0
org.joda.time.Partial:439	0 28.0 0.0
org.joda.time.Partial:440	0 28.0 0.0
org.joda.time.Partial:441	0 26.0 0.0
org.joda.time.Partial:442	0 26.0 0.0
org.joda.time.Partial:443	0 26.0 0.0
org.joda.time.Partial:444	0 26.0 0.0
org.joda.time.Partial:445	0 23.0 0.0
org.joda.time.Partial:446	0 23.0 0.0
org.joda.time.Partial:448	0 21.0 0.0
org.joda.time.Partial:449	0 6.0 0.0
org.joda.time.Partial:452	0 6.0 0.0
org.joda.time.Partial:453	0 6.0 0.0
org.joda.time.Partial:454	0 6.0 0.0
org.joda.time.Partial:461	0 28.0 0.0
org.joda.time.Partial:462	0 28.0 0.0
org.joda.time.Partial:463	0 28.0 0.0
org.joda.time.Partial:464	0 28.0 0.0
org.joda.time.Partial:465	0 28.0 0.0
org.joda.time.Partial:466	0 28.0 0.0
org.joda.time.Partial:469	0 28.0 0.0
org.joda.time.Partial:470	0 27.0 0.0
org.joda.time.Partial:471	0 27.0 0.0
org.joda.time.Partial:103	0 13.0 0.0
org.joda.time.Partial:104	0 13.0 0.0
org.joda.time.Partial:123	0 14.0 0.0
org.joda.time.Partial:124	0 14.0 0.0
org.joda.time.Partial:125	0 14.0 0.0
org.joda.time.Partial:126	0 14.0 0.0
org.joda.time.Partial:127	0 14.0 0.0
org.joda.time.Partial:647	0 17.0 0.0
org.joda.time.Partial:521	0 4.0 0.0
org.joda.time.Partial:223	0 1.0 0.0
org.joda.time.Partial:224	0 1.0 0.0
org.joda.time.Partial:239	0 2.0 0.0
org.joda.time.Partial:806	0 1.0 0.0
org.joda.time.Partial:807	0 1.0 0.0
org.joda.time.Partial:809	0 1.0 0.0
org.joda.time.Partial:298	0 8.0 0.0
org.joda.time.Partial:299	0 8.0 0.0
org.joda.time.Partial:300	0 8.0 0.0
org.joda.time.Partial:301	0 8.0 0.0
org.joda.time.Partial:302	0 8.0 0.0
org.joda.time.Partial:490	0 8.0 0.0
org.joda.time.Partial:491	0 8.0 0.0
org.joda.time.Partial:492	0 6.0 0.0
org.joda.time.Partial:493	0 6.0 0.0
org.joda.time.Partial:494	0 6.0 0.0
org.joda.time.Partial:495	0 6.0 0.0
org.joda.time.Partial:496	0 6.0 0.0
org.joda.time.Partial:497	0 6.0 0.0
org.joda.time.Partial:498	0 6.0 0.0
org.joda.time.Partial:499	0 6.0 0.0
org.joda.time.Partial:500	0 6.0 0.0
org.joda.time.Partial:447	0 8.0 0.0
org.joda.time.Partial:545	0 9.0 0.0
org.joda.time.Partial:569	0 8.0 0.0
org.joda.time.Partial:570	0 5.0 0.0
org.joda.time.Partial:573	0 4.0 0.0
org.joda.time.Partial:574	0 4.0 0.0
org.joda.time.Partial:575	0 4.0 0.0
org.joda.time.Partial:157	0 2.0 0.0
org.joda.time.Partial:546	0 6.0 0.0
org.joda.time.Partial:547	0 1.0 0.0
org.joda.time.Partial:455	0 3.0 0.0
org.joda.time.Partial:358	0 3.0 0.0
org.joda.time.Partial:791	0 1.0 0.0
org.joda.time.Partial:792	0 1.0 0.0
org.joda.time.Partial:794	0 1.0 0.0
org.joda.time.Partial:502	0 2.0 0.0
org.joda.time.Partial:713	0 2.0 0.0
org.joda.time.Partial:722	0 2.0 0.0
org.joda.time.Partial:571	0 1.0 0.0
org.joda.time.Partial:619	0 1.0 0.0
org.joda.time.Partial:549	0 5.0 0.0
org.joda.time.Partial:550	0 5.0 0.0
org.joda.time.Partial:522	0 2.0 0.0
org.joda.time.Partial:525	0 1.0 0.0
org.joda.time.Partial:526	0 1.0 0.0
org.joda.time.Partial:527	0 1.0 0.0
org.joda.time.Partial:402	0 3.0 0.0
org.joda.time.Partial:403	0 3.0 0.0
org.joda.time.Partial:404	0 3.0 0.0
org.joda.time.Partial:405	0 1.0 0.0
org.joda.time.Partial:203	0 1.0 0.0
org.joda.time.Partial:204	0 1.0 0.0
org.joda.time.Partial:205	0 1.0 0.0
org.joda.time.Partial:753	0 2.0 0.0
org.joda.time.Partial:768	0 3.0 0.0
org.joda.time.Partial:769	0 3.0 0.0
org.joda.time.Partial:770	0 3.0 0.0
org.joda.time.Partial:771	0 3.0 0.0
org.joda.time.Partial:772	0 2.0 0.0
org.joda.time.Partial:773	0 2.0 0.0
org.joda.time.Partial:775	0 2.0 0.0
org.joda.time.Partial:776	0 2.0 0.0
org.joda.time.Partial:777	0 2.0 0.0
org.joda.time.Partial:779	0 3.0 0.0
org.joda.time.Partial:780	0 3.0 0.0
org.joda.time.Partial:200	0 1.0 0.0
org.joda.time.Partial:551	0 2.0 0.0
org.joda.time.Partial:262	0 1.0 0.0
org.joda.time.Partial:748	0 1.0 0.0
org.joda.time.Partial:473	0 2.0 0.0
org.joda.time.Partial:474	0 1.0 0.0
org.joda.time.Partial:685	0 1.0 0.0
org.joda.time.Partial:686	0 1.0 0.0
org.joda.time.Partial:688	0 1.0 0.0
org.joda.time.Partial:689	0 1.0 0.0
org.joda.time.Partial:690	0 1.0 0.0
org.joda.time.Partial:691	0 1.0 0.0
org.joda.time.Partial:694	0 1.0 0.0
org.joda.time.Partial:407	0 2.0 0.0
org.joda.time.Partial:408	0 2.0 0.0
org.joda.time.Partial:409	0 2.0 0.0
org.joda.time.Partial:476	0 1.0 0.0
org.joda.time.Partial:477	0 1.0 0.0
org.joda.time.Partial:478	0 1.0 0.0
org.joda.time.Partial:430	0 1.0 0.0
org.joda.time.Partial:523	0 1.0 0.0
org.joda.time.Partial:194	0 1.0 0.0
org.joda.time.Partial:197	0 1.0 0.0
org.joda.time.Partial:209	0 1.0 0.0
org.joda.time.Partial:838	0 17.0 0.0
org.joda.time.Partial:839	0 17.0 0.0
org.joda.time.Partial:840	0 17.0 0.0
org.joda.time.Partial:841	0 17.0 0.0
org.joda.time.Partial:849	0 16.0 0.0
org.joda.time.Partial:858	0 6.0 0.0
org.joda.time.Partial:867	0 2.0 0.0
org.joda.time.Partial:876	0 4.0 0.0
org.joda.time.Partial:956	0 2.0 0.0
org.joda.time.Partial:957	0 2.0 0.0
org.joda.time.Partial:958	0 2.0 0.0
org.joda.time.Partial:972	0 2.0 0.0
org.joda.time.Partial:898	0 2.0 0.0
org.joda.time.Partial:899	0 2.0 0.0
org.joda.time.Partial:900	0 2.0 0.0
org.joda.time.Partial:939	0 4.0 0.0
org.joda.time.Partial:940	0 4.0 0.0
org.joda.time.Partial:941	0 4.0 0.0
org.joda.time.Partial:986	0 1.0 0.0
org.joda.time.Partial:999	0 1.0 0.0
org.joda.time.Partial:922	0 2.0 0.0
org.joda.time.Partial:923	0 2.0 0.0
org.joda.time.Partial:924	0 2.0 0.0
org.joda.time.field.UnsupportedDurationField:241	0 18.0 0.0
org.joda.time.field.UnsupportedDurationField:242	0 18.0 0.0
org.joda.time.field.UnsupportedDurationField:230	0 1.0 0.0
org.joda.time.field.UnsupportedDurationField:83	0 8.0 0.0
org.joda.time.field.UnsupportedDurationField:275	0 1.0 0.0
org.joda.time.field.UnsupportedDurationField:182	0 1.0 0.0
org.joda.time.field.UnsupportedDurationField:191	0 1.0 0.0
org.joda.time.field.UnsupportedDurationField:200	0 1.0 0.0
org.joda.time.field.UnsupportedDurationField:209	0 1.0 0.0
org.joda.time.field.UnsupportedDurationField:279	0 1.0 0.0
org.joda.time.DurationFieldType:216	0 61.0 0.0
org.joda.time.DurationFieldType:243	0 21.0 0.0
org.joda.time.DurationFieldType:234	0 12.0 0.0
org.joda.time.DurationFieldType:302	0 346.0 0.0
org.joda.time.DurationFieldType:304	0 299.0 0.0
org.joda.time.DurationFieldType:306	0 244.0 0.0
org.joda.time.DurationFieldType:308	0 239.0 0.0
org.joda.time.DurationFieldType:296	0 160.0 0.0
org.joda.time.DurationFieldType:266	0 97.0 0.0
org.joda.time.DurationFieldType:267	0 97.0 0.0
org.joda.time.DurationFieldType:269	0 6.0 0.0
org.joda.time.DurationFieldType:270	0 6.0 0.0
org.joda.time.DurationFieldType:300	0 15.0 0.0
org.joda.time.DurationFieldType:290	0 8.0 0.0
org.joda.time.DurationFieldType:321	0 46.0 0.0
org.joda.time.DurationFieldType:329	0 21.0 0.0
org.joda.time.DurationFieldType:331	0 16.0 0.0
org.joda.time.DurationFieldType:335	0 21.0 0.0
org.joda.time.DurationFieldType:339	0 19.0 0.0
org.joda.time.DurationFieldType:341	0 19.0 0.0
org.joda.time.DurationFieldType:343	0 19.0 0.0
org.joda.time.DurationFieldType:345	0 19.0 0.0
org.joda.time.DurationFieldType:288	0 8.0 0.0
org.joda.time.DurationFieldType:333	0 16.0 0.0
org.joda.time.DurationFieldType:325	0 1.0 0.0
org.joda.time.DurationFieldType:337	0 1.0 0.0
org.joda.time.DurationFieldType:323	0 1.0 0.0
org.joda.time.DurationFieldType:327	0 1.0 0.0
org.joda.time.chrono.GJEraDateTimeField:128	0 2978.0 0.0
org.joda.time.chrono.GJEraDateTimeField:132	0 2978.0 0.0
org.joda.time.chrono.GJEraDateTimeField:52	0 12.0 0.0
org.joda.time.chrono.GJEraDateTimeField:61	0 29.0 0.0
org.joda.time.chrono.GJEraDateTimeField:64	0 29.0 0.0
org.joda.time.chrono.GJEraDateTimeField:62	0 9.0 0.0
org.joda.time.chrono.GJEraDateTimeField:81	0 9.0 0.0
org.joda.time.chrono.GJEraDateTimeField:83	0 9.0 0.0
org.joda.time.chrono.GJEraDateTimeField:84	0 9.0 0.0
org.joda.time.chrono.GJEraDateTimeField:85	0 9.0 0.0
org.joda.time.chrono.GJEraDateTimeField:86	0 9.0 0.0
org.joda.time.chrono.GJEraDateTimeField:69	0 9.0 0.0
org.joda.time.chrono.GJEraDateTimeField:144	0 8.0 0.0
org.joda.time.chrono.GJEraDateTimeField:88	0 5.0 0.0
org.joda.time.chrono.GJEraDateTimeField:93	0 6.0 0.0
org.joda.time.chrono.GJEraDateTimeField:97	0 5.0 0.0
org.joda.time.chrono.GJEraDateTimeField:98	0 4.0 0.0
org.joda.time.chrono.GJEraDateTimeField:100	0 3.0 0.0
org.joda.time.DateTimeFieldType:419	0 32.0 0.0
org.joda.time.DateTimeFieldType:41	0 30.0 0.0
org.joda.time.DateTimeFieldType:410	0 23.0 0.0
org.joda.time.DateTimeFieldType:475	0 153.0 0.0
org.joda.time.DateTimeFieldType:498	0 755.0 0.0
org.joda.time.DateTimeFieldType:506	0 83.0 0.0
org.joda.time.DateTimeFieldType:514	0 11.0 0.0
org.joda.time.DateTimeFieldType:516	0 802.0 0.0
org.joda.time.DateTimeFieldType:520	0 773.0 0.0
org.joda.time.DateTimeFieldType:522	0 436.0 0.0
org.joda.time.DateTimeFieldType:524	0 688.0 0.0
org.joda.time.DateTimeFieldType:494	0 141.0 0.0
org.joda.time.DateTimeFieldType:502	0 156.0 0.0
org.joda.time.DateTimeFieldType:504	0 61.0 0.0
org.joda.time.DateTimeFieldType:528	0 196.0 0.0
org.joda.time.DateTimeFieldType:457	0 47.0 0.0
org.joda.time.DateTimeFieldType:463	0 92.0 0.0
org.joda.time.DateTimeFieldType:464	0 87.0 0.0
org.joda.time.DateTimeFieldType:486	0 13.0 0.0
org.joda.time.DateTimeFieldType:488	0 16.0 0.0
org.joda.time.DateTimeFieldType:490	0 10.0 0.0
org.joda.time.DateTimeFieldType:510	0 11.0 0.0
org.joda.time.DateTimeFieldType:526	0 42.0 0.0
org.joda.time.DateTimeFieldType:541	0 30.0 0.0
org.joda.time.DateTimeFieldType:551	0 2.0 0.0
org.joda.time.DateTimeFieldType:508	0 29.0 0.0
org.joda.time.DateTimeFieldType:581	0 1.0 0.0
org.joda.time.DateTimeFieldType:466	0 5.0 0.0
org.joda.time.DateTimeFieldType:469	0 1.0 0.0
org.joda.time.DateTimeFieldType:512	0 19.0 0.0
org.joda.time.DateTimeFieldType:518	0 13.0 0.0
org.joda.time.DateTimeFieldType:547	0 1.0 0.0
org.joda.time.DateTimeFieldType:555	0 2.0 0.0
org.joda.time.DateTimeFieldType:549	0 1.0 0.0
org.joda.time.DateTimeFieldType:500	0 3.0 0.0
org.joda.time.DateTimeFieldType:559	0 1.0 0.0
org.joda.time.DateTimeFieldType:553	0 2.0 0.0
org.joda.time.DateTimeFieldType:467	0 4.0 0.0
org.joda.time.DateTimeFieldType:575	0 5.0 0.0
org.joda.time.DateTimeFieldType:561	0 1.0 0.0
org.joda.time.DateTimeFieldType:545	0 1.0 0.0
org.joda.time.DateTimeFieldType:573	0 2.0 0.0
org.joda.time.DateTimeFieldType:577	0 1.0 0.0
org.joda.time.DateTimeFieldType:569	0 1.0 0.0
org.joda.time.DateTimeFieldType:543	0 1.0 0.0
org.joda.time.DateTimeFieldType:557	0 1.0 0.0
org.joda.time.DateTimeFieldType:563	0 1.0 0.0
org.joda.time.DateTimeFieldType:583	0 1.0 0.0
org.joda.time.DateTimeFieldType:567	0 1.0 0.0
org.joda.time.DateTimeFieldType:585	0 1.0 0.0
org.joda.time.DateTimeFieldType:565	0 1.0 0.0
org.joda.time.DateTimeFieldType:571	0 1.0 0.0
org.joda.time.DateTimeFieldType:579	0 2.0 0.0
org.joda.time.DateTimeFieldType:587	0 1.0 0.0
org.joda.time.field.BaseDurationField:55	0 3236.0 0.0
org.joda.time.field.BaseDurationField:150	0 49.0 0.0
org.joda.time.field.BaseDurationField:49	0 2.0 0.0
org.joda.time.field.BaseDurationField:141	0 219.0 0.0
org.joda.time.field.BaseDurationField:59	0 18.0 0.0
org.joda.time.field.BaseDurationField:91	0 2.0 0.0
org.joda.time.field.BaseDurationField:111	0 1.0 0.0
org.joda.time.field.BaseDurationField:135	0 5.0 0.0
org.joda.time.field.BaseDurationField:123	0 5.0 0.0
org.joda.time.field.BaseDurationField:79	0 1.0 0.0
org.joda.time.field.BaseDurationField:165	0 2.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:335	0 3205.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:316	0 3242.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:73	0 1592.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:299	0 1773.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:301	0 1773.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:303	0 1773.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:304	0 1773.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:305	0 1773.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:310	0 1773.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:350	0 214.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:351	0 214.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:352	0 214.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:93	0 876.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:99	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:104	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:105	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:113	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:114	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:115	0 868.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:116	0 868.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:137	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:138	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:139	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:145	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:147	0 872.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:357	0 7.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:152	0 50.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:153	0 50.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:154	0 50.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:60	0 28.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:207	0 21.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:210	0 21.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:212	0 17.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:213	0 17.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:214	0 17.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:140	0 19.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:244	0 96.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:248	0 96.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:249	0 96.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:250	0 96.0 0.0
