org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:83	1.0 0.8181818181818182 0.7416198487095662
org.apache.commons.math3.geometry.partitioning.AbstractRegion:300	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:305	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:306	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:307	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:312	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:324	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:325	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:326	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:329	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:346	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:348	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:349	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:350	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:351	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:352	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:360	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:361	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:362	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:363	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractRegion:369	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:82	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:83	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:84	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:85	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:86	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:87	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:88	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:150	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:155	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:156	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:163	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:164	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:165	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:166	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:167	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:168	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:262	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:263	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:264	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BSPTree:265	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:89	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BoundaryAttribute:57	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BoundaryAttribute:58	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BoundaryAttribute:59	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BoundaryAttribute:60	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BoundaryAttribute:70	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.BoundaryAttribute:81	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:36	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:37	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:38	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:39	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:45	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:52	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:59	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:66	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:75	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:76	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:77	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:82	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:83	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:85	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.Characterization:88	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.RegionFactory:166	1.0 19.0 0.22360679774997896
org.apache.commons.math3.geometry.partitioning.RegionFactory:167	1.0 19.0 0.22360679774997896
org.apache.commons.math3.util.Precision:63	1.0 19.0 0.22360679774997896
org.apache.commons.math3.util.Precision:70	1.0 19.0 0.22360679774997896
org.apache.commons.math3.util.Precision:71	1.0 19.0 0.22360679774997896
org.apache.commons.math3.util.FastMath:375	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2202	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2203	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2288	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2289	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2588	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2589	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2590	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2592	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2600	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:3579	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractRegion:380	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractRegion:381	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractRegion:383	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractRegion:390	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractRegion:391	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractRegion:405	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractRegion:406	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.euclidean.twod.Line:62	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:297	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:408	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:501	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:503	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:504	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:580	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:583	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:587	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:588	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:589	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:590	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:601	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:614	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.BSPTree:619	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:32	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:133	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:95	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:96	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:75	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:77	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:78	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:234	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:239	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:240	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:159	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:164	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:170	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.partitioning.RegionFactory:171	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint:65	1.0 20.0 0.2182178902359924
org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint:66	1.0 20.0 0.2182178902359924
org.apache.commons.math3.util.FastMath:2302	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:2583	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:2587	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:2613	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:2625	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:2637	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:2647	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:2660	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:3569	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:3571	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:3575	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:3576	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:3577	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:3580	1.0 21.0 0.21320071635561041
org.apache.commons.math3.util.FastMath:3671	1.0 21.0 0.21320071635561041
org.apache.commons.math3.geometry.partitioning.BSPTree:294	1.0 21.0 0.21320071635561041
org.apache.commons.math3.geometry.partitioning.BSPTree:499	1.0 21.0 0.21320071635561041
org.apache.commons.math3.geometry.partitioning.BSPTree:500	1.0 21.0 0.21320071635561041
org.apache.commons.math3.geometry.partitioning.BSPTree:511	1.0 21.0 0.21320071635561041
org.apache.commons.math3.geometry.euclidean.twod.Line:83	1.0 21.75 0.20965696734438366
org.apache.commons.math3.geometry.euclidean.twod.Line:141	1.0 21.75 0.20965696734438366
org.apache.commons.math3.geometry.euclidean.twod.Line:143	1.0 21.75 0.20965696734438366
org.apache.commons.math3.geometry.euclidean.twod.Line:81	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.Line:82	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.Line:129	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.Line:130	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.Line:131	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.Line:132	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.Line:138	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.Line:139	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.Line:140	1.0 21.886363636363637 0.20903143546584
org.apache.commons.math3.geometry.euclidean.twod.SubLine:48	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:148	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:155	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:156	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:157	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:159	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:166	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:167	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:168	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:176	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:177	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:178	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:180	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:189	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:190	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:191	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:192	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:194	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:195	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:199	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.SubLine:204	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:113	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:126	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:139	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:177	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:196	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:216	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:235	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:254	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:275	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:283	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:286	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1588	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1590	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1591	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1598	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1608	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1610	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1611	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1612	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1613	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1614	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1616	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1627	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1628	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1631	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1632	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1633	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1634	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1637	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1638	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1639	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1640	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1643	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1644	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1645	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1646	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1672	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1673	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1675	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1676	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1677	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1678	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1679	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1681	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1682	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1683	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1684	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1685	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1687	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1702	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1729	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1730	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1732	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1733	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1734	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1735	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1738	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1740	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1751	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1752	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1754	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1755	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1756	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:1758	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2135	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2136	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2138	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2141	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2142	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2143	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2144	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2148	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2156	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2161	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2175	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2181	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2182	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2183	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2185	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2186	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2187	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2188	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2190	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2191	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2192	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2193	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2195	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2196	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2204	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2205	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2206	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2209	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2210	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2213	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2215	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2217	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2219	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2233	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2236	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2237	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2241	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2246	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2247	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2261	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2267	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2268	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2269	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2271	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2272	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2273	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2274	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2276	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2277	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2278	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2279	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2281	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2282	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2290	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2291	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2292	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2298	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2300	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:2304	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:3020	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:3334	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:3338	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:3342	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:3343	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:3347	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.FastMath:3348	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:196	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:50	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:51	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:52	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:66	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:67	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:68	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:226	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:236	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:238	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:242	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:279	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:283	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:415	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:416	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:417	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:439	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:440	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:442	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:443	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:445	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:448	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:449	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:467	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:472	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:476	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:477	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:511	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:524	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:525	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:526	1.0 22.0 0.20851441405707477
